"Noun","High","Tall","c","d","GStat","Association"
"disposal",1,0,39673,1720,0.0848808103200906,"high"
"dissemination",1,0,39673,1720,0.0848808103200906,"high"
"distending",1,0,39673,1720,0.0848808103200906,"high"
"distortion",1,0,39673,1720,0.0848808103200906,"high"
"distraction",1,0,39673,1720,0.0848808103200906,"high"
"diving-board",1,0,39673,1720,0.0848808103200906,"high"
"divinity",1,0,39673,1720,0.0848808103200906,"high"
"doc",1,0,39673,1720,0.0848808103200906,"high"
"doctor-patient",1,0,39673,1720,0.0848808103200906,"high"
"dole",1,0,39673,1720,0.0848808103200906,"high"
"domestic",1,0,39673,1720,0.0848808103200906,"high"
"dominance",1,0,39673,1720,0.0848808103200906,"high"
"door-frame",1,0,39673,1720,0.0848808103200906,"high"
"dot",1,0,39673,1720,0.0848808103200906,"high"
"double",1,0,39673,1720,0.0848808103200906,"high"
"downland",1,0,39673,1720,0.0848808103200906,"high"
"draft",1,0,39673,1720,0.0848808103200906,"high"
"dragonhead",1,0,39673,1720,0.0848808103200906,"high"
"drilling",1,0,39673,1720,0.0848808103200906,"high"
"drinking",1,0,39673,1720,0.0848808103200906,"high"
"drug/dna",1,0,39673,1720,0.0848808103200906,"high"
"drumtower",1,0,39673,1720,0.0848808103200906,"high"
"drystone",1,0,39673,1720,0.0848808103200906,"high"
"dunsinane",1,0,39673,1720,0.0848808103200906,"high"
"dust",1,0,39673,1720,0.0848808103200906,"high"
"dutch",1,0,39673,1720,0.0848808103200906,"high"
"e-grade",1,0,39673,1720,0.0848808103200906,"high"
"ease",1,0,39673,1720,0.0848808103200906,"high"
"eastfield",1,0,39673,1720,0.0848808103200906,"high"
"ecclesiastic",1,0,39673,1720,0.0848808103200906,"high"
"editorial",1,0,39673,1720,0.0848808103200906,"high"
"effectiveness",1,0,39673,1720,0.0848808103200906,"high"
"egg",1,0,39673,1720,0.0848808103200906,"high"
"ego-function",1,0,39673,1720,0.0848808103200906,"high"
"eildon",1,0,39673,1720,0.0848808103200906,"high"
"electron",1,0,39673,1720,0.0848808103200906,"high"
"electron-shell",1,0,39673,1720,0.0848808103200906,"high"
"elegance",1,0,39673,1720,0.0848808103200906,"high"
"emigration",1,0,39673,1720,0.0848808103200906,"high"
"emotionality",1,0,39673,1720,0.0848808103200906,"high"
"enclosure",1,0,39673,1720,0.0848808103200906,"high"
"encomium",1,0,39673,1720,0.0848808103200906,"high"
"endeavour",1,0,39673,1720,0.0848808103200906,"high"
"ending",1,0,39673,1720,0.0848808103200906,"high"
"energy-efficiency",1,0,39673,1720,0.0848808103200906,"high"
"engineering",1,0,39673,1720,0.0848808103200906,"high"
"enterochromaffin",1,0,39673,1720,0.0848808103200906,"high"
"enthalpy",1,0,39673,1720,0.0848808103200906,"high"
"enthusiasm",1,0,39673,1720,0.0848808103200906,"high"
"entrainment",1,0,39673,1720,0.0848808103200906,"high"
"entropy",1,0,39673,1720,0.0848808103200906,"high"
"entry-level",1,0,39673,1720,0.0848808103200906,"high"
"enumeration",1,0,39673,1720,0.0848808103200906,"high"
"enzyme",1,0,39673,1720,0.0848808103200906,"high"
"eps",1,0,39673,1720,0.0848808103200906,"high"
"equipment",1,0,39673,1720,0.0848808103200906,"high"
"equitability",1,0,39673,1720,0.0848808103200906,"high"
"equity",1,0,39673,1720,0.0848808103200906,"high"
"eradication",1,0,39673,1720,0.0848808103200906,"high"
"ercall",1,0,39673,1720,0.0848808103200906,"high"
"erodibility",1,0,39673,1720,0.0848808103200906,"high"
"erosivity",1,0,39673,1720,0.0848808103200906,"high"
"error",1,0,39673,1720,0.0848808103200906,"high"
"escape",1,0,39673,1720,0.0848808103200906,"high"
"escarpment",1,0,39673,1720,0.0848808103200906,"high"
"essence",1,0,39673,1720,0.0848808103200906,"high"
"establishment",1,0,39673,1720,0.0848808103200906,"high"
"ethic",1,0,39673,1720,0.0848808103200906,"high"
"eulogium",1,0,39673,1720,0.0848808103200906,"high"
"eulogy",1,0,39673,1720,0.0848808103200906,"high"
"evangelism",1,0,39673,1720,0.0848808103200906,"high"
"evaporation",1,0,39673,1720,0.0848808103200906,"high"
"excellence",1,0,39673,1720,0.0848808103200906,"high"
"excellency",1,0,39673,1720,0.0848808103200906,"high"
"excess",1,0,39673,1720,0.0848808103200906,"high"
"executioner",1,0,39673,1720,0.0848808103200906,"high"
"exhilaration",1,0,39673,1720,0.0848808103200906,"high"
"existence",1,0,39673,1720,0.0848808103200906,"high"
"exit",1,0,39673,1720,0.0848808103200906,"high"
"expert",1,0,39673,1720,0.0848808103200906,"high"
"extel-ranked",1,0,39673,1720,0.0848808103200906,"high"
"extent",1,0,39673,1720,0.0848808103200906,"high"
"extract",1,0,39673,1720,0.0848808103200906,"high"
"f.r.m.s",1,0,39673,1720,0.0848808103200906,"high"
"fall-out",1,0,39673,1720,0.0848808103200906,"high"
"falsetto",1,0,39673,1720,0.0848808103200906,"high"
"falutin",1,0,39673,1720,0.0848808103200906,"high"
"falutin'",1,0,39673,1720,0.0848808103200906,"high"
"fantasy",1,0,39673,1720,0.0848808103200906,"high"
"farmgate",1,0,39673,1720,0.0848808103200906,"high"
"farming",1,0,39673,1720,0.0848808103200906,"high"
"fastness",1,0,39673,1720,0.0848808103200906,"high"
"feast",1,0,39673,1720,0.0848808103200906,"high"
"feature",1,0,39673,1720,0.0848808103200906,"high"
"feeder",1,0,39673,1720,0.0848808103200906,"high"
"fell-land",1,0,39673,1720,0.0848808103200906,"high"
"fell-walking",1,0,39673,1720,0.0848808103200906,"high"
"feminist",1,0,39673,1720,0.0848808103200906,"high"
"ferritin",1,0,39673,1720,0.0848808103200906,"high"
"fervour",1,0,39673,1720,0.0848808103200906,"high"
"fettle",1,0,39673,1720,0.0848808103200906,"high"
"feudalism",1,0,39673,1720,0.0848808103200906,"high"
"fibreglass",1,0,39673,1720,0.0848808103200906,"high"
"fighting",1,0,39673,1720,0.0848808103200906,"high"
"filtration",1,0,39673,1720,0.0848808103200906,"high"
"fin",1,0,39673,1720,0.0848808103200906,"high"
"final",1,0,39673,1720,0.0848808103200906,"high"
"financing",1,0,39673,1720,0.0848808103200906,"high"
"fireback",1,0,39673,1720,0.0848808103200906,"high"
"firm",1,0,39673,1720,0.0848808103200906,"high"
"fish",1,0,39673,1720,0.0848808103200906,"high"
"fitness",1,0,39673,1720,0.0848808103200906,"high"
"five-figure",1,0,39673,1720,0.0848808103200906,"high"
"flank",1,0,39673,1720,0.0848808103200906,"high"
"flash",1,0,39673,1720,0.0848808103200906,"high"
"fleet",1,0,39673,1720,0.0848808103200906,"high"
"flexibility",1,0,39673,1720,0.0848808103200906,"high"
"flicker",1,0,39673,1720,0.0848808103200906,"high"
"flighter",1,0,39673,1720,0.0848808103200906,"high"
"flint",1,0,39673,1720,0.0848808103200906,"high"
"flooding",1,0,39673,1720,0.0848808103200906,"high"
"flower",1,0,39673,1720,0.0848808103200906,"high"
"fluoride",1,0,39673,1720,0.0848808103200906,"high"
"fly",1,0,39673,1720,0.0848808103200906,"high"
"flèche",1,0,39673,1720,0.0848808103200906,"high"
"focus",1,0,39673,1720,0.0848808103200906,"high"
"fog",1,0,39673,1720,0.0848808103200906,"high"
"fold",1,0,39673,1720,0.0848808103200906,"high"
"football",1,0,39673,1720,0.0848808103200906,"high"
"formality",1,0,39673,1720,0.0848808103200906,"high"
"formation",1,0,39673,1720,0.0848808103200906,"high"
"fortress",1,0,39673,1720,0.0848808103200906,"high"
"fose",1,0,39673,1720,0.0848808103200906,"high"
"fossilization",1,0,39673,1720,0.0848808103200906,"high"
"four-poster",1,0,39673,1720,0.0848808103200906,"high"
"framework",1,0,39673,1720,0.0848808103200906,"high"
"framwellgate",1,0,39673,1720,0.0848808103200906,"high"
"freedom",1,0,39673,1720,0.0848808103200906,"high"
"freight",1,0,39673,1720,0.0848808103200906,"high"
"fret",1,0,39673,1720,0.0848808103200906,"high"
"front-end",1,0,39673,1720,0.0848808103200906,"high"
"fuel-consumption",1,0,39673,1720,0.0848808103200906,"high"
"funding",1,0,39673,1720,0.0848808103200906,"high"
"g-force",1,0,39673,1720,0.0848808103200906,"high"
"g-loading",1,0,39673,1720,0.0848808103200906,"high"
"gain'",1,0,39673,1720,0.0848808103200906,"high"
"gall",1,0,39673,1720,0.0848808103200906,"high"
"gamma",1,0,39673,1720,0.0848808103200906,"high"
"gamma-ray",1,0,39673,1720,0.0848808103200906,"high"
"gangway",1,0,39673,1720,0.0848808103200906,"high"
"garhwal",1,0,39673,1720,0.0848808103200906,"high"
"garlic",1,0,39673,1720,0.0848808103200906,"high"
"gas-guzzling",1,0,39673,1720,0.0848808103200906,"high"
"gas-output",1,0,39673,1720,0.0848808103200906,"high"
"gastropod",1,0,39673,1720,0.0848808103200906,"high"
"gauntlet",1,0,39673,1720,0.0848808103200906,"high"
"gdp",1,0,39673,1720,0.0848808103200906,"high"
"generation",1,0,39673,1720,0.0848808103200906,"high"
"genet",1,0,39673,1720,0.0848808103200906,"high"
"germination",1,0,39673,1720,0.0848808103200906,"high"
"gift",1,0,39673,1720,0.0848808103200906,"high"
"gig",1,0,39673,1720,0.0848808103200906,"high"
"giggle",1,0,39673,1720,0.0848808103200906,"high"
"glacier",1,0,39673,1720,0.0848808103200906,"high"
"glarnisch",1,0,39673,1720,0.0848808103200906,"high"
"glee",1,0,39673,1720,0.0848808103200906,"high"
"globe",1,0,39673,1720,0.0848808103200906,"high"
"glory",1,0,39673,1720,0.0848808103200906,"high"
"gluten",1,0,39673,1720,0.0848808103200906,"high"
"gnp",1,0,39673,1720,0.0848808103200906,"high"
"goalscorer",1,0,39673,1720,0.0848808103200906,"high"
"goblet",1,0,39673,1720,0.0848808103200906,"high"
"gospel",1,0,39673,1720,0.0848808103200906,"high"
"goth",1,0,39673,1720,0.0848808103200906,"high"
"gown",1,0,39673,1720,0.0848808103200906,"high"
"gradation",1,0,39673,1720,0.0848808103200906,"high"
"graduation",1,0,39673,1720,0.0848808103200906,"high"
"grandstand",1,0,39673,1720,0.0848808103200906,"high"
"granite",1,0,39673,1720,0.0848808103200906,"high"
"graphics",1,0,39673,1720,0.0848808103200906,"high"
"gratuity",1,0,39673,1720,0.0848808103200906,"high"
"gray",1,0,39673,1720,0.0848808103200906,"high"
"greenrigg",1,0,39673,1720,0.0848808103200906,"high"
"grip",1,0,39673,1720,0.0848808103200906,"high"
"grove",1,0,39673,1720,0.0848808103200906,"high"
"growing",1,0,39673,1720,0.0848808103200906,"high"
"guarantee",1,0,39673,1720,0.0848808103200906,"high"
"guard",1,0,39673,1720,0.0848808103200906,"high"
"guess",1,0,39673,1720,0.0848808103200906,"high"
"guffaw",1,0,39673,1720,0.0848808103200906,"high"
"guild",1,0,39673,1720,0.0848808103200906,"high"
"guilt",1,0,39673,1720,0.0848808103200906,"high"
"gully",1,0,39673,1720,0.0848808103200906,"high"
"gum",1,0,39673,1720,0.0848808103200906,"high"
"haemoglobin",1,0,39673,1720,0.0848808103200906,"high"
"hairstyle",1,0,39673,1720,0.0848808103200906,"high"
"half-door",1,0,39673,1720,0.0848808103200906,"high"
"handedness",1,0,39673,1720,0.0848808103200906,"high"
"handle",1,0,39673,1720,0.0848808103200906,"high"
"hanging",1,0,39673,1720,0.0848808103200906,"high"
"hardness",1,0,39673,1720,0.0848808103200906,"high"
"hare",1,0,39673,1720,0.0848808103200906,"high"
"hassle",1,0,39673,1720,0.0848808103200906,"high"
"hbv-dna",1,0,39673,1720,0.0848808103200906,"high"
"head-dress",1,0,39673,1720,0.0848808103200906,"high"
"headline",1,0,39673,1720,0.0848808103200906,"high"
"headship",1,0,39673,1720,0.0848808103200906,"high"
"heath",1,0,39673,1720,0.0848808103200906,"high"
"heating",1,0,39673,1720,0.0848808103200906,"high"
"helix",1,0,39673,1720,0.0848808103200906,"high"
"helmet",1,0,39673,1720,0.0848808103200906,"high"
"helper",1,0,39673,1720,0.0848808103200906,"high"
"herbivory",1,0,39673,1720,0.0848808103200906,"high"
"herd",1,0,39673,1720,0.0848808103200906,"high"
"heresy",1,0,39673,1720,0.0848808103200906,"high"
"heritage",1,0,39673,1720,0.0848808103200906,"high"
"histamine",1,0,39673,1720,0.0848808103200906,"high"
"hoarding",1,0,39673,1720,0.0848808103200906,"high"
"hohgant",1,0,39673,1720,0.0848808103200906,"high"
"hold",1,0,39673,1720,0.0848808103200906,"high"
"hole",1,0,39673,1720,0.0848808103200906,"high"
"hominid",1,0,39673,1720,0.0848808103200906,"high"
"honing",1,0,39673,1720,0.0848808103200906,"high"
"hook",1,0,39673,1720,0.0848808103200906,"high"
"hop",1,0,39673,1720,0.0848808103200906,"high"
"hopper",1,0,39673,1720,0.0848808103200906,"high"
"hopping",1,0,39673,1720,0.0848808103200906,"high"
"horn",1,0,39673,1720,0.0848808103200906,"high"
"horsepower",1,0,39673,1720,0.0848808103200906,"high"
"house-price",1,0,39673,1720,0.0848808103200906,"high"
"hum",1,0,39673,1720,0.0848808103200906,"high"
"human-derived",1,0,39673,1720,0.0848808103200906,"high"
"humour",1,0,39673,1720,0.0848808103200906,"high"
"hump",1,0,39673,1720,0.0848808103200906,"high"
"hurstwood",1,0,39673,1720,0.0848808103200906,"high"
"hydro",1,0,39673,1720,0.0848808103200906,"high"
"hydrogen",1,0,39673,1720,0.0848808103200906,"high"
"hygiene",1,0,39673,1720,0.0848808103200906,"high"
"hyperbole",1,0,39673,1720,0.0848808103200906,"high"
"hypergammaglobulinemia",1,0,39673,1720,0.0848808103200906,"high"
"hypothesis",1,0,39673,1720,0.0848808103200906,"high"
"ice-cavern",1,0,39673,1720,0.0848808103200906,"high"
"ideology",1,0,39673,1720,0.0848808103200906,"high"
"ige",1,0,39673,1720,0.0848808103200906,"high"
"ilk",1,0,39673,1720,0.0848808103200906,"high"
"illegitimacy",1,0,39673,1720,0.0848808103200906,"high"
"illumination",1,0,39673,1720,0.0848808103200906,"high"
"imagery",1,0,39673,1720,0.0848808103200906,"high"
"immigration",1,0,39673,1720,0.0848808103200906,"high"
"immunisation",1,0,39673,1720,0.0848808103200906,"high"
"immunity",1,0,39673,1720,0.0848808103200906,"high"
"imprisonment",1,0,39673,1720,0.0848808103200906,"high"
"impulsion",1,0,39673,1720,0.0848808103200906,"high"
"in-step",1,0,39673,1720,0.0848808103200906,"high"
"incident",1,0,39673,1720,0.0848808103200906,"high"
"income-earner",1,0,39673,1720,0.0848808103200906,"high"
"increment",1,0,39673,1720,0.0848808103200906,"high"
"inductance",1,0,39673,1720,0.0848808103200906,"high"
"influx",1,0,39673,1720,0.0848808103200906,"high"
"infrared",1,0,39673,1720,0.0848808103200906,"high"
"initiative",1,0,39673,1720,0.0848808103200906,"high"
"input-output",1,0,39673,1720,0.0848808103200906,"high"
"inset",1,0,39673,1720,0.0848808103200906,"high"
"inside",1,0,39673,1720,0.0848808103200906,"high"
"instability",1,0,39673,1720,0.0848808103200906,"high"
"installation",1,0,39673,1720,0.0848808103200906,"high"
"instalment",1,0,39673,1720,0.0848808103200906,"high"
"instance",1,0,39673,1720,0.0848808103200906,"high"
"institution",1,0,39673,1720,0.0848808103200906,"high"
"integration",1,0,39673,1720,0.0848808103200906,"high"
"intellect",1,0,39673,1720,0.0848808103200906,"high"
"interest-bearing",1,0,39673,1720,0.0848808103200906,"high"
"interim",1,0,39673,1720,0.0848808103200906,"high"
"interior",1,0,39673,1720,0.0848808103200906,"high"
"interpretation",1,0,39673,1720,0.0848808103200906,"high"
"interrater",1,0,39673,1720,0.0848808103200906,"high"
"intuition",1,0,39673,1720,0.0848808103200906,"high"
"inventory",1,0,39673,1720,0.0848808103200906,"high"
"iq-iq",1,0,39673,1720,0.0848808103200906,"high"
"irradiance",1,0,39673,1720,0.0848808103200906,"high"
"irritant",1,0,39673,1720,0.0848808103200906,"high"
"islam",1,0,39673,1720,0.0848808103200906,"high"
"iso-vote",1,0,39673,1720,0.0848808103200906,"high"
"isolation",1,0,39673,1720,0.0848808103200906,"high"
"it",1,0,39673,1720,0.0848808103200906,"high"
"javanese",1,0,39673,1720,0.0848808103200906,"high"
"jet",1,0,39673,1720,0.0848808103200906,"high"
"jetty",1,0,39673,1720,0.0848808103200906,"high"
"jonstolen",1,0,39673,1720,0.0848808103200906,"high"
"journalism",1,0,39673,1720,0.0848808103200906,"high"
"judge",1,0,39673,1720,0.0848808103200906,"high"
"juice",1,0,39673,1720,0.0848808103200906,"high"
"justification",1,0,39673,1720,0.0848808103200906,"high"
"jut",1,0,39673,1720,0.0848808103200906,"high"
"jutting",1,0,39673,1720,0.0848808103200906,"high"
"kangaroo-type",1,0,39673,1720,0.0848808103200906,"high"
"kaolin",1,0,39673,1720,0.0848808103200906,"high"
"karisoke",1,0,39673,1720,0.0848808103200906,"high"
"keening",1,0,39673,1720,0.0848808103200906,"high"
"kerb",1,0,39673,1720,0.0848808103200906,"high"
"khornerstone",1,0,39673,1720,0.0848808103200906,"high"
"kick-point",1,0,39673,1720,0.0848808103200906,"high"
"killing-out",1,0,39673,1720,0.0848808103200906,"high"
"kirkaig",1,0,39673,1720,0.0848808103200906,"high"
"kitsch",1,0,39673,1720,0.0848808103200906,"high"
"knee",1,0,39673,1720,0.0848808103200906,"high"
"knowledge",1,0,39673,1720,0.0848808103200906,"high"
"label",1,0,39673,1720,0.0848808103200906,"high"
"labelling",1,0,39673,1720,0.0848808103200906,"high"
"labour-component",1,0,39673,1720,0.0848808103200906,"high"
"lamb",1,0,39673,1720,0.0848808103200906,"high"
"lamininin",1,0,39673,1720,0.0848808103200906,"high"
"language",1,0,39673,1720,0.0848808103200906,"high"
"last",1,0,39673,1720,0.0848808103200906,"high"
"latin",1,0,39673,1720,0.0848808103200906,"high"
"lattice",1,0,39673,1720,0.0848808103200906,"high"
"laughter",1,0,39673,1720,0.0848808103200906,"high"
"launch",1,0,39673,1720,0.0848808103200906,"high"
"laurel",1,0,39673,1720,0.0848808103200906,"high"
"layout",1,0,39673,1720,0.0848808103200906,"high"
"leave",1,0,39673,1720,0.0848808103200906,"high"
"leaving",1,0,39673,1720,0.0848808103200906,"high"
"leg",1,0,39673,1720,0.0848808103200906,"high"
"leisure",1,0,39673,1720,0.0848808103200906,"high"
"length-to-diameter",1,0,39673,1720,0.0848808103200906,"high"
"lepidoptera",1,0,39673,1720,0.0848808103200906,"high"
"letter",1,0,39673,1720,0.0848808103200906,"high"
"level-unit",1,0,39673,1720,0.0848808103200906,"high"
"liability",1,0,39673,1720,0.0848808103200906,"high"
"licence",1,0,39673,1720,0.0848808103200906,"high"
"lifetime",1,0,39673,1720,0.0848808103200906,"high"
"light",1,0,39673,1720,0.0848808103200906,"high"
"lighting",1,0,39673,1720,0.0848808103200906,"high"
"listenership",1,0,39673,1720,0.0848808103200906,"high"
"literature",1,0,39673,1720,0.0848808103200906,"high"
"lithium",1,0,39673,1720,0.0848808103200906,"high"
"litre",1,0,39673,1720,0.0848808103200906,"high"
"llama",1,0,39673,1720,0.0848808103200906,"high"
"loan",1,0,39673,1720,0.0848808103200906,"high"
"lob",1,0,39673,1720,0.0848808103200906,"high"
"local-interest",1,0,39673,1720,0.0848808103200906,"high"
"lochan",1,0,39673,1720,0.0848808103200906,"high"
"lodore",1,0,39673,1720,0.0848808103200906,"high"
"loft",1,0,39673,1720,0.0848808103200906,"high"
"logic",1,0,39673,1720,0.0848808103200906,"high"
"longevity",1,0,39673,1720,0.0848808103200906,"high"
"look-out",1,0,39673,1720,0.0848808103200906,"high"
"low",1,0,39673,1720,0.0848808103200906,"high"
"lowa",1,0,39673,1720,0.0848808103200906,"high"
"lung",1,0,39673,1720,0.0848808103200906,"high"
"luxury",1,0,39673,1720,0.0848808103200906,"high"
"m.o.i",1,0,39673,1720,0.0848808103200906,"high"
"magistrate",1,0,39673,1720,0.0848808103200906,"high"
"magnetism",1,0,39673,1720,0.0848808103200906,"high"
"magnification.",1,0,39673,1720,0.0848808103200906,"high"
"manager",1,0,39673,1720,0.0848808103200906,"high"
"mannose",1,0,39673,1720,0.0848808103200906,"high"
"mantel",1,0,39673,1720,0.0848808103200906,"high"
"manure",1,0,39673,1720,0.0848808103200906,"high"
"marble",1,0,39673,1720,0.0848808103200906,"high"
"mascot",1,0,39673,1720,0.0848808103200906,"high"
"masochism",1,0,39673,1720,0.0848808103200906,"high"
"masonry",1,0,39673,1720,0.0848808103200906,"high"
"massif",1,0,39673,1720,0.0848808103200906,"high"
"maternity",1,0,39673,1720,0.0848808103200906,"high"
"mating",1,0,39673,1720,0.0848808103200906,"high"
"matriculation",1,0,39673,1720,0.0848808103200906,"high"
"meaning",1,0,39673,1720,0.0848808103200906,"high"
"mechanisation",1,0,39673,1720,0.0848808103200906,"high"
"medal",1,0,39673,1720,0.0848808103200906,"high"
"medium",1,0,39673,1720,0.0848808103200906,"high"
"merger",1,0,39673,1720,0.0848808103200906,"high"
"mesh",1,0,39673,1720,0.0848808103200906,"high"
"metabolism",1,0,39673,1720,0.0848808103200906,"high"
"methyl",1,0,39673,1720,0.0848808103200906,"high"
"mickley",1,0,39673,1720,0.0848808103200906,"high"
"microwave",1,0,39673,1720,0.0848808103200906,"high"
"mid-county",1,0,39673,1720,0.0848808103200906,"high"
"migration",1,0,39673,1720,0.0848808103200906,"high"
"milk",1,0,39673,1720,0.0848808103200906,"high"
"milk-yield",1,0,39673,1720,0.0848808103200906,"high"
"mindedness",1,0,39673,1720,0.0848808103200906,"high"
"mine",1,0,39673,1720,0.0848808103200906,"high"
"minister",1,0,39673,1720,0.0848808103200906,"high"
"miracle",1,0,39673,1720,0.0848808103200906,"high"
"misclassification",1,0,39673,1720,0.0848808103200906,"high"
"modal",1,0,39673,1720,0.0848808103200906,"high"
"model",1,0,39673,1720,0.0848808103200906,"high"
"module",1,0,39673,1720,0.0848808103200906,"high"
"modulus-to-density",1,0,39673,1720,0.0848808103200906,"high"
"mollusc",1,0,39673,1720,0.0848808103200906,"high"
"monarch",1,0,39673,1720,0.0848808103200906,"high"
"money-making",1,0,39673,1720,0.0848808103200906,"high"
"monopoly",1,0,39673,1720,0.0848808103200906,"high"
"mordbity",1,0,39673,1720,0.0848808103200906,"high"
"morning",1,0,39673,1720,0.0848808103200906,"high"
"mortage",1,0,39673,1720,0.0848808103200906,"high"
"motif",1,0,39673,1720,0.0848808103200906,"high"
"mountain.as",1,0,39673,1720,0.0848808103200906,"high"
"mountainside",1,0,39673,1720,0.0848808103200906,"high"
"moving",1,0,39673,1720,0.0848808103200906,"high"
"muckamuck",1,0,39673,1720,0.0848808103200906,"high"
"mudbrick",1,0,39673,1720,0.0848808103200906,"high"
"muir",1,0,39673,1720,0.0848808103200906,"high"
"multiplier",1,0,39673,1720,0.0848808103200906,"high"
"multipole",1,0,39673,1720,0.0848808103200906,"high"
"murder",1,0,39673,1720,0.0848808103200906,"high"
"museum",1,0,39673,1720,0.0848808103200906,"high"
"musical",1,0,39673,1720,0.0848808103200906,"high"
"musicianship",1,0,39673,1720,0.0848808103200906,"high"
"myope",1,0,39673,1720,0.0848808103200906,"high"
"myopia",1,0,39673,1720,0.0848808103200906,"high"
"mysticism",1,0,39673,1720,0.0848808103200906,"high"
"myth",1,0,39673,1720,0.0848808103200906,"high"
"nag",1,0,39673,1720,0.0848808103200906,"high"
"nairu",1,0,39673,1720,0.0848808103200906,"high"
"name",1,0,39673,1720,0.0848808103200906,"high"
"nazi",1,0,39673,1720,0.0848808103200906,"high"
"nectar",1,0,39673,1720,0.0848808103200906,"high"
"negative",1,0,39673,1720,0.0848808103200906,"high"
"neighbour",1,0,39673,1720,0.0848808103200906,"high"
"nest",1,0,39673,1720,0.0848808103200906,"high"
"neural",1,0,39673,1720,0.0848808103200906,"high"
"neurobehavioural",1,0,39673,1720,0.0848808103200906,"high"
"neuroticism",1,0,39673,1720,0.0848808103200906,"high"
"nibthwaite",1,0,39673,1720,0.0848808103200906,"high"
"nick",1,0,39673,1720,0.0848808103200906,"high"
"nickel",1,0,39673,1720,0.0848808103200906,"high"
"nitrate-produced",1,0,39673,1720,0.0848808103200906,"high"
"non-attendance",1,0,39673,1720,0.0848808103200906,"high"
"non-response",1,0,39673,1720,0.0848808103200906,"high"
"non-state",1,0,39673,1720,0.0848808103200906,"high"
"nonstandard",1,0,39673,1720,0.0848808103200906,"high"
"normality",1,0,39673,1720,0.0848808103200906,"high"
"nose",1,0,39673,1720,0.0848808103200906,"high"
"notion",1,0,39673,1720,0.0848808103200906,"high"
"nursery",1,0,39673,1720,0.0848808103200906,"high"
"nut",1,0,39673,1720,0.0848808103200906,"high"
"oath",1,0,39673,1720,0.0848808103200906,"high"
"objective",1,0,39673,1720,0.0848808103200906,"high"
"obstruction",1,0,39673,1720,0.0848808103200906,"high"
"occasion",1,0,39673,1720,0.0848808103200906,"high"
"occupation",1,0,39673,1720,0.0848808103200906,"high"
"ocean",1,0,39673,1720,0.0848808103200906,"high"
"odour",1,0,39673,1720,0.0848808103200906,"high"
"oestradiol",1,0,39673,1720,0.0848808103200906,"high"
"oestrogen",1,0,39673,1720,0.0848808103200906,"high"
"offence",1,0,39673,1720,0.0848808103200906,"high"
"offender",1,0,39673,1720,0.0848808103200906,"high"
"officialdom",1,0,39673,1720,0.0848808103200906,"high"
"opening",1,0,39673,1720,0.0848808103200906,"high"
"oratory",1,0,39673,1720,0.0848808103200906,"high"
"orchard",1,0,39673,1720,0.0848808103200906,"high"
"ordinate",1,0,39673,1720,0.0848808103200906,"high"
"orgasm",1,0,39673,1720,0.0848808103200906,"high"
"orientation",1,0,39673,1720,0.0848808103200906,"high"
"ornament",1,0,39673,1720,0.0848808103200906,"high"
"ousegate",1,0,39673,1720,0.0848808103200906,"high"
"outcome",1,0,39673,1720,0.0848808103200906,"high"
"outlay",1,0,39673,1720,0.0848808103200906,"high"
"outlier",1,0,39673,1720,0.0848808103200906,"high"
"outrider",1,0,39673,1720,0.0848808103200906,"high"
"overflow",1,0,39673,1720,0.0848808103200906,"high"
"overhang",1,0,39673,1720,0.0848808103200906,"high"
"overshoot",1,0,39673,1720,0.0848808103200906,"high"
"overtime",1,0,39673,1720,0.0848808103200906,"high"
"ownership",1,0,39673,1720,0.0848808103200906,"high"
"p",1,0,39673,1720,0.0848808103200906,"high"
"p(a)",1,0,39673,1720,0.0848808103200906,"high"
"p.",1,0,39673,1720,0.0848808103200906,"high"
"p/e",1,0,39673,1720,0.0848808103200906,"high"
"package",1,0,39673,1720,0.0848808103200906,"high"
"paddle",1,0,39673,1720,0.0848808103200906,"high"
"pain",1,0,39673,1720,0.0848808103200906,"high"
"pair",1,0,39673,1720,0.0848808103200906,"high"
"palaeolatitude",1,0,39673,1720,0.0848808103200906,"high"
"paling",1,0,39673,1720,0.0848808103200906,"high"
"panel",1,0,39673,1720,0.0848808103200906,"high"
"panic",1,0,39673,1720,0.0848808103200906,"high"
"par",1,0,39673,1720,0.0848808103200906,"high"
"park",1,0,39673,1720,0.0848808103200906,"high"
"parking",1,0,39673,1720,0.0848808103200906,"high"
"part-timer",1,0,39673,1720,0.0848808103200906,"high"
"partition",1,0,39673,1720,0.0848808103200906,"high"
"partnership",1,0,39673,1720,0.0848808103200906,"high"
"passway",1,0,39673,1720,0.0848808103200906,"high"
"past",1,0,39673,1720,0.0848808103200906,"high"
"pathogenicity",1,0,39673,1720,0.0848808103200906,"high"
"patrol",1,0,39673,1720,0.0848808103200906,"high"
"pavement",1,0,39673,1720,0.0848808103200906,"high"
"pcb",1,0,39673,1720,0.0848808103200906,"high"
"peacetime",1,0,39673,1720,0.0848808103200906,"high"
"pedal",1,0,39673,1720,0.0848808103200906,"high"
"pedestal",1,0,39673,1720,0.0848808103200906,"high"
"pedestrian",1,0,39673,1720,0.0848808103200906,"high"
"pedigree",1,0,39673,1720,0.0848808103200906,"high"
"peer",1,0,39673,1720,0.0848808103200906,"high"
