"Noun","High","Tall","c","d","GStat","Association"
"living",30,1,39644,1719,0.0727028019253807,"high"
"accident",8,0,39666,1720,0.679105141956306,"high"
"allowance",8,0,39666,1720,0.679105141956306,"high"
"aluminium",8,0,39666,1720,0.679105141956306,"high"
"angle",8,0,39666,1720,0.679105141956306,"high"
"baroque",8,0,39666,1720,0.679105141956306,"high"
"barrier",8,0,39666,1720,0.679105141956306,"high"
"bed",8,0,39666,1720,0.679105141956306,"high"
"blood-pressure",8,0,39666,1720,0.679105141956306,"high"
"borrowing",8,0,39666,1720,0.679105141956306,"high"
"cash",8,0,39666,1720,0.679105141956306,"high"
"civilization",8,0,39666,1720,0.679105141956306,"high"
"comedy",8,0,39666,1720,0.679105141956306,"high"
"community",8,0,39666,1720,0.679105141956306,"high"
"crag",8,0,39666,1720,0.679105141956306,"high"
"credit",8,0,39666,1720,0.679105141956306,"high"
"defence",8,0,39666,1720,0.679105141956306,"high"
"desk",8,0,39666,1720,0.679105141956306,"high"
"development",8,0,39666,1720,0.679105141956306,"high"
"drop-out",8,0,39666,1720,0.679105141956306,"high"
"exchange",8,0,39666,1720,0.679105141956306,"high"
"index",8,0,39666,1720,0.679105141956306,"high"
"inertia",8,0,39666,1720,0.679105141956306,"high"
"insurance",8,0,39666,1720,0.679105141956306,"high"
"league",8,0,39666,1720,0.679105141956306,"high"
"moment",8,0,39666,1720,0.679105141956306,"high"
"nitrogen",8,0,39666,1720,0.679105141956306,"high"
"nobility",8,0,39666,1720,0.679105141956306,"high"
"octane",8,0,39666,1720,0.679105141956306,"high"
"officer",8,0,39666,1720,0.679105141956306,"high"
"penalty",8,0,39666,1720,0.679105141956306,"high"
"saving",8,0,39666,1720,0.679105141956306,"high"
"science",8,0,39666,1720,0.679105141956306,"high"
"setting",8,0,39666,1720,0.679105141956306,"high"
"source",8,0,39666,1720,0.679105141956306,"high"
"stringency",8,0,39666,1720,0.679105141956306,"high"
"subsidy",8,0,39666,1720,0.679105141956306,"high"
"threshold",8,0,39666,1720,0.679105141956306,"high"
"throughput",8,0,39666,1720,0.679105141956306,"high"
"tor",8,0,39666,1720,0.679105141956306,"high"
"tory",8,0,39666,1720,0.679105141956306,"high"
"transaction",8,0,39666,1720,0.679105141956306,"high"
"turn",8,0,39666,1720,0.679105141956306,"high"
"vacuum",8,0,39666,1720,0.679105141956306,"high"
"valuation",8,0,39666,1720,0.679105141956306,"high"
"village",8,0,39666,1720,0.679105141956306,"high"
"weight",8,0,39666,1720,0.679105141956306,"high"
"wood",8,0,39666,1720,0.679105141956306,"high"
"branch",25,1,39649,1719,0.00639256320786383,"high"
"aim",7,0,39667,1720,0.594209666073389,"high"
"apr",7,0,39667,1720,0.594209666073389,"high"
"benefit",7,0,39667,1720,0.594209666073389,"high"
"brow",7,0,39667,1720,0.594209666073389,"high"
"budget",7,0,39667,1720,0.594209666073389,"high"
"burden",7,0,39667,1720,0.594209666073389,"high"
"carbohydrate",7,0,39667,1720,0.594209666073389,"high"
"conductivity",7,0,39667,1720,0.594209666073389,"high"
"copy",7,0,39667,1720,0.594209666073389,"high"
"cut",7,0,39667,1720,0.594209666073389,"high"
"discount",7,0,39667,1720,0.594209666073389,"high"
"electricity",7,0,39667,1720,0.594209666073389,"high"
"element",7,0,39667,1720,0.594209666073389,"high"
"emotion",7,0,39667,1720,0.594209666073389,"high"
"excise",7,0,39667,1720,0.594209666073389,"high"
"expense",7,0,39667,1720,0.594209666073389,"high"
"function",7,0,39667,1720,0.594209666073389,"high"
"game",7,0,39667,1720,0.594209666073389,"high"
"gate",7,0,39667,1720,0.594209666073389,"high"
"information",7,0,39667,1720,0.594209666073389,"high"
"island",7,0,39667,1720,0.594209666073389,"high"
"jink",7,0,39667,1720,0.594209666073389,"high"
"landscape",7,0,39667,1720,0.594209666073389,"high"
"layer",7,0,39667,1720,0.594209666073389,"high"
"load",7,0,39667,1720,0.594209666073389,"high"
"placing",7,0,39667,1720,0.594209666073389,"high"
"plasma",7,0,39667,1720,0.594209666073389,"high"
"police",7,0,39667,1720,0.594209666073389,"high"
"prison",7,0,39667,1720,0.594209666073389,"high"
"product",7,0,39667,1720,0.594209666073389,"high"
"property",7,0,39667,1720,0.594209666073389,"high"
"railway",7,0,39667,1720,0.594209666073389,"high"
"recall",7,0,39667,1720,0.594209666073389,"high"
"renaissance",7,0,39667,1720,0.594209666073389,"high"
"rev",7,0,39667,1720,0.594209666073389,"high"
"salinity",7,0,39667,1720,0.594209666073389,"high"
"sand",7,0,39667,1720,0.594209666073389,"high"
"scream",7,0,39667,1720,0.594209666073389,"high"
"soil",7,0,39667,1720,0.594209666073389,"high"
"sum",7,0,39667,1720,0.594209666073389,"high"
"target",7,0,39667,1720,0.594209666073389,"high"
"tone",7,0,39667,1720,0.594209666073389,"high"
"viewpoint",7,0,39667,1720,0.594209666073389,"high"
"wattage",7,0,39667,1720,0.594209666073389,"high"
"overhead",29,1,39645,1719,0.0544885702883439,"high"
"adventure",6,0,39668,1720,0.509316285564613,"high"
"aristocracy",6,0,39668,1720,0.509316285564613,"high"
"being",6,0,39668,1720,0.509316285564613,"high"
"calcium",6,0,39668,1720,0.509316285564613,"high"
"centre",6,0,39668,1720,0.509316285564613,"high"
"circle",6,0,39668,1720,0.509316285564613,"high"
"compliance",6,0,39668,1720,0.509316285564613,"high"
"coniscliffe",6,0,39668,1720,0.509316285564613,"high"
"coverage",6,0,39668,1720,0.509316285564613,"high"
"denomination",6,0,39668,1720,0.509316285564613,"high"
"dimension",6,0,39668,1720,0.509316285564613,"high"
"easter",6,0,39668,1720,0.509316285564613,"high"
"elbow",6,0,39668,1720,0.509316285564613,"high"
"embankment",6,0,39668,1720,0.509316285564613,"high"
"exercise",6,0,39668,1720,0.509316285564613,"high"
"fall",6,0,39668,1720,0.509316285564613,"high"
"feeling",6,0,39668,1720,0.509316285564613,"high"
"female",6,0,39668,1720,0.509316285564613,"high"
"finish",6,0,39668,1720,0.509316285564613,"high"
"flow",6,0,39668,1720,0.509316285564613,"high"
"grant",6,0,39668,1720,0.509316285564613,"high"
"housing",6,0,39668,1720,0.509316285564613,"high"
"identifier",6,0,39668,1720,0.509316285564613,"high"
"likelihood",6,0,39668,1720,0.509316285564613,"high"
"loading",6,0,39668,1720,0.509316285564613,"high"
"loremaster",6,0,39668,1720,0.509316285564613,"high"
"material",6,0,39668,1720,0.509316285564613,"high"
"melting",6,0,39668,1720,0.509316285564613,"high"
"money",6,0,39668,1720,0.509316285564613,"high"
"morbidity",6,0,39668,1720,0.509316285564613,"high"
"northgate",6,0,39668,1720,0.509316285564613,"high"
"occurrence",6,0,39668,1720,0.509316285564613,"high"
"octave",6,0,39668,1720,0.509316285564613,"high"
"passion",6,0,39668,1720,0.509316285564613,"high"
"path",6,0,39668,1720,0.509316285564613,"high"
"perch",6,0,39668,1720,0.509316285564613,"high"
"permeability",6,0,39668,1720,0.509316285564613,"high"
"perspective",6,0,39668,1720,0.509316285564613,"high"
"petrol",6,0,39668,1720,0.509316285564613,"high"
"reality",6,0,39668,1720,0.509316285564613,"high"
"recommendation",6,0,39668,1720,0.509316285564613,"high"
"reflectance",6,0,39668,1720,0.509316285564613,"high"
"resistivity",6,0,39668,1720,0.509316285564613,"high"
"salt",6,0,39668,1720,0.509316285564613,"high"
"shoulder",6,0,39668,1720,0.509316285564613,"high"
"significance",6,0,39668,1720,0.509316285564613,"high"
"station",6,0,39668,1720,0.509316285564613,"high"
"stile",6,0,39668,1720,0.509316285564613,"high"
"suicide",6,0,39668,1720,0.509316285564613,"high"
"trade",6,0,39668,1720,0.509316285564613,"high"
"tribunal",6,0,39668,1720,0.509316285564613,"high"
"trumpet",6,0,39668,1720,0.509316285564613,"high"
"upland",6,0,39668,1720,0.509316285564613,"high"
"vantage",6,0,39668,1720,0.509316285564613,"high"
"vertebrate",6,0,39668,1720,0.509316285564613,"high"
"world",6,0,39668,1720,0.509316285564613,"high"
"wall",103,4,39571,1716,0.0483856864001874,"high"
"abortion",5,0,39669,1720,0.424425000353402,"high"
"ammonia",5,0,39669,1720,0.424425000353402,"high"
"ape",5,0,39669,1720,0.424425000353402,"high"
"arousal",5,0,39669,1720,0.424425000353402,"high"
"arrest",5,0,39669,1720,0.424425000353402,"high"
"birkwith",5,0,39669,1720,0.424425000353402,"high"
"breast",5,0,39669,1720,0.424425000353402,"high"
"calvinism",5,0,39669,1720,0.424425000353402,"high"
"circulation",5,0,39669,1720,0.424425000353402,"high"
"civilian",5,0,39669,1720,0.424425000353402,"high"
"classification",5,0,39669,1720,0.424425000353402,"high"
"competition",5,0,39669,1720,0.424425000353402,"high"
"conductance",5,0,39669,1720,0.424425000353402,"high"
"confidence",5,0,39669,1720,0.424425000353402,"high"
"coupon",5,0,39669,1720,0.424425000353402,"high"
"criticism",5,0,39669,1720,0.424425000353402,"high"
"damage",5,0,39669,1720,0.424425000353402,"high"
"dilution",5,0,39669,1720,0.424425000353402,"high"
"drug",5,0,39669,1720,0.424425000353402,"high"
"emission",5,0,39669,1720,0.424425000353402,"high"
"entry",5,0,39669,1720,0.424425000353402,"high"
"expansion",5,0,39669,1720,0.424425000353402,"high"
"family",5,0,39669,1720,0.424425000353402,"high"
"farce",5,0,39669,1720,0.424425000353402,"high"
"flight",5,0,39669,1720,0.424425000353402,"high"
"floor",5,0,39669,1720,0.424425000353402,"high"
"flux",5,0,39669,1720,0.424425000353402,"high"
"front",5,0,39669,1720,0.424425000353402,"high"
"gas",5,0,39669,1720,0.424425000353402,"high"
"generality",5,0,39669,1720,0.424425000353402,"high"
"harmonic",5,0,39669,1720,0.424425000353402,"high"
"health",5,0,39669,1720,0.424425000353402,"high"
"involvement",5,0,39669,1720,0.424425000353402,"high"
"kirk",5,0,39669,1720,0.424425000353402,"high"
"lane",5,0,39669,1720,0.424425000353402,"high"
"ledge",5,0,39669,1720,0.424425000353402,"high"
"line",5,0,39669,1720,0.424425000353402,"high"
"liquidity",5,0,39669,1720,0.424425000353402,"high"
"mage",5,0,39669,1720,0.424425000353402,"high"
"male",5,0,39669,1720,0.424425000353402,"high"
"maximum",5,0,39669,1720,0.424425000353402,"high"
"measure",5,0,39669,1720,0.424425000353402,"high"
"modernism",5,0,39669,1720,0.424425000353402,"high"
"mound",5,0,39669,1720,0.424425000353402,"high"
"non-completion",5,0,39669,1720,0.424425000353402,"high"
"oxidation",5,0,39669,1720,0.424425000353402,"high"
"participation",5,0,39669,1720,0.424425000353402,"high"
"party",5,0,39669,1720,0.424425000353402,"high"
"pleasure",5,0,39669,1720,0.424425000353402,"high"
"policy",5,0,39669,1720,0.424425000353402,"high"
"porosity",5,0,39669,1720,0.424425000353402,"high"
"privilege",5,0,39669,1720,0.424425000353402,"high"
"profitability",5,0,39669,1720,0.424425000353402,"high"
"psbr",5,0,39669,1720,0.424425000353402,"high"
"referral",5,0,39669,1720,0.424425000353402,"high"
"repute",5,0,39669,1720,0.424425000353402,"high"
"resort",5,0,39669,1720,0.424425000353402,"high"
"roller",5,0,39669,1720,0.424425000353402,"high"
"romance",5,0,39669,1720,0.424425000353402,"high"
"royalty",5,0,39669,1720,0.424425000353402,"high"
"scale",5,0,39669,1720,0.424425000353402,"high"
"self-confidence",5,0,39669,1720,0.424425000353402,"high"
"sentence",5,0,39669,1720,0.424425000353402,"high"
"service",5,0,39669,1720,0.424425000353402,"high"
"settlement",5,0,39669,1720,0.424425000353402,"high"
"shine",5,0,39669,1720,0.424425000353402,"high"
"sound",5,0,39669,1720,0.424425000353402,"high"
"sphere",5,0,39669,1720,0.424425000353402,"high"
"staffing",5,0,39669,1720,0.424425000353402,"high"
"sulphate",5,0,39669,1720,0.424425000353402,"high"
"support",5,0,39669,1720,0.424425000353402,"high"
"tenor",5,0,39669,1720,0.424425000353402,"high"
"tier",5,0,39669,1720,0.424425000353402,"high"
"titre",5,0,39669,1720,0.424425000353402,"high"
"tolerance",5,0,39669,1720,0.424425000353402,"high"
"toll",5,0,39669,1720,0.424425000353402,"high"
"truth",5,0,39669,1720,0.424425000353402,"high"
"usage",5,0,39669,1720,0.424425000353402,"high"
"utilisation",5,0,39669,1720,0.424425000353402,"high"
"version",5,0,39669,1720,0.424425000353402,"high"
"viscosity",5,0,39669,1720,0.424425000353402,"high"
"watermark",5,0,39669,1720,0.424425000353402,"high"
"way",5,0,39669,1720,0.424425000353402,"high"
"welfare",5,0,39669,1720,0.424425000353402,"high"
"a-level",4,0,39670,1720,0.339535810334479,"high"
"absorption",4,0,39670,1720,0.339535810334479,"high"
"air",4,0,39670,1720,0.339535810334479,"high"
"alert",4,0,39670,1720,0.339535810334479,"high"
"alkalinity",4,0,39670,1720,0.339535810334479,"high"
"ashdonian",4,0,39670,1720,0.339535810334479,"high"
"assessment",4,0,39670,1720,0.339535810334479,"high"
"atlas",4,0,39670,1720,0.339535810334479,"high"
"auction",4,0,39670,1720,0.339535810334479,"high"
"awareness",4,0,39670,1720,0.339535810334479,"high"
"biomass",4,0,39670,1720,0.339535810334479,"high"
"birth-rate",4,0,39670,1720,0.339535810334479,"high"
"birthrate",4,0,39670,1720,0.339535810334479,"high"
"breaking",4,0,39670,1720,0.339535810334479,"high"
"business",4,0,39670,1720,0.339535810334479,"high"
"canopy",4,0,39670,1720,0.339535810334479,"high"
"cereal",4,0,39670,1720,0.339535810334479,"high"
"challenge",4,0,39670,1720,0.339535810334479,"high"
"chart",4,0,39670,1720,0.339535810334479,"high"
"commendation",4,0,39670,1720,0.339535810334479,"high"
"commitment",4,0,39670,1720,0.339535810334479,"high"
"contact",4,0,39670,1720,0.339535810334479,"high"
"corner",4,0,39670,1720,0.339535810334479,"high"
"cover",4,0,39670,1720,0.339535810334479,"high"
"criminal",4,0,39670,1720,0.339535810334479,"high"
"cut-off",4,0,39670,1720,0.339535810334479,"high"
"death-rate",4,0,39670,1720,0.339535810334479,"high"
"emphasis",4,0,39670,1720,0.339535810334479,"high"
"english",4,0,39670,1720,0.339535810334479,"high"
"enterprise",4,0,39670,1720,0.339535810334479,"high"
"ethanol",4,0,39670,1720,0.339535810334479,"high"
"export",4,0,39670,1720,0.339535810334479,"high"
"faculty",4,0,39670,1720,0.339535810334479,"high"
"favour",4,0,39670,1720,0.339535810334479,"high"
"flat",4,0,39670,1720,0.339535810334479,"high"
"gastrin",4,0,39670,1720,0.339535810334479,"high"
"god",4,0,39670,1720,0.339535810334479,"high"
"grain",4,0,39670,1720,0.339535810334479,"high"
"gritstone",4,0,39670,1720,0.339535810334479,"high"
"hall",4,0,39670,1720,0.339535810334479,"high"
"heid",4,0,39670,1720,0.339535810334479,"high"
"home",4,0,39670,1720,0.339535810334479,"high"
"illustration",4,0,39670,1720,0.339535810334479,"high"
"insulation",4,0,39670,1720,0.339535810334479,"high"
"intention",4,0,39670,1720,0.339535810334479,"high"
"justice",4,0,39670,1720,0.339535810334479,"high"
"kicking",4,0,39670,1720,0.339535810334479,"high"
"levy",4,0,39670,1720,0.339535810334479,"high"
"literacy",4,0,39670,1720,0.339535810334479,"high"
"marriage",4,0,39670,1720,0.339535810334479,"high"
"meadow",4,0,39670,1720,0.339535810334479,"high"
"mean",4,0,39670,1720,0.339535810334479,"high"
"mutation",4,0,39670,1720,0.339535810334479,"high"
"occupancy",4,0,39670,1720,0.339535810334479,"high"
"parapet",4,0,39670,1720,0.339535810334479,"high"
"performing",4,0,39670,1720,0.339535810334479,"high"
"pollution",4,0,39670,1720,0.339535810334479,"high"
"potash",4,0,39670,1720,0.339535810334479,"high"
"potassium",4,0,39670,1720,0.339535810334479,"high"
"prize",4,0,39670,1720,0.339535810334479,"high"
"quartile",4,0,39670,1720,0.339535810334479,"high"
"r&d",4,0,39670,1720,0.339535810334479,"high"
"radiation",4,0,39670,1720,0.339535810334479,"high"
"ranker",4,0,39670,1720,0.339535810334479,"high"
"reflector",4,0,39670,1720,0.339535810334479,"high"
"research",4,0,39670,1720,0.339535810334479,"high"
"responsibility",4,0,39670,1720,0.339535810334479,"high"
"result",4,0,39670,1720,0.339535810334479,"high"
"roi",4,0,39670,1720,0.339535810334479,"high"
"roundhouse",4,0,39670,1720,0.339535810334479,"high"
"rung",4,0,39670,1720,0.339535810334479,"high"
"running",4,0,39670,1720,0.339535810334479,"high"
"sodium",4,0,39670,1720,0.339535810334479,"high"
"software",4,0,39670,1720,0.339535810334479,"high"
"stocking",4,0,39670,1720,0.339535810334479,"high"
"stratum",4,0,39670,1720,0.339535810334479,"high"
"stricture",4,0,39670,1720,0.339535810334479,"high"
"supply",4,0,39670,1720,0.339535810334479,"high"
"system",4,0,39670,1720,0.339535810334479,"high"
"take-up",4,0,39670,1720,0.339535810334479,"high"
"tar",4,0,39670,1720,0.339535810334479,"high"
"term",4,0,39670,1720,0.339535810334479,"high"
"theory",4,0,39670,1720,0.339535810334479,"high"
"tradition",4,0,39670,1720,0.339535810334479,"high"
"traffic",4,0,39670,1720,0.339535810334479,"high"
"trajectory",4,0,39670,1720,0.339535810334479,"high"
"turn-out",4,0,39670,1720,0.339535810334479,"high"
"unblocking",4,0,39670,1720,0.339535810334479,"high"
"urease",4,0,39670,1720,0.339535810334479,"high"
"validity",4,0,39670,1720,0.339535810334479,"high"
"vehicle",4,0,39670,1720,0.339535810334479,"high"
"vitamin",4,0,39670,1720,0.339535810334479,"high"
"vote",4,0,39670,1720,0.339535810334479,"high"
"wastage",4,0,39670,1720,0.339535810334479,"high"
"water-table",4,0,39670,1720,0.339535810334479,"high"
"yen",4,0,39670,1720,0.339535810334479,"high"
"form",52,2,39622,1718,0.0286888100734107,"high"
"peak",92,3,39582,1717,0.258516268103739,"high"
"absenteeism",2,0,39672,1720,0.169763715417535,"high"
"abundance",2,0,39672,1720,0.169763715417535,"high"
"acceleration",2,0,39672,1720,0.169763715417535,"high"
"acclaim",2,0,39672,1720,0.169763715417535,"high"
"account",2,0,39672,1720,0.169763715417535,"high"
"acoustic",2,0,39672,1720,0.169763715417535,"high"
"activation",2,0,39672,1720,0.169763715417535,"high"
"adduct",2,0,39672,1720,0.169763715417535,"high"
"admiral",2,0,39672,1720,0.169763715417535,"high"
"admiration",2,0,39672,1720,0.169763715417535,"high"
"admission",2,0,39672,1720,0.169763715417535,"high"
"advertising",2,0,39672,1720,0.169763715417535,"high"
"aggregate",2,0,39672,1720,0.169763715417535,"high"
"albedo",2,0,39672,1720,0.169763715417535,"high"
"alloy",2,0,39672,1720,0.169763715417535,"high"
"alternative",2,0,39672,1720,0.169763715417535,"high"
"amino",2,0,39672,1720,0.169763715417535,"high"
"anglicanism",2,0,39672,1720,0.169763715417535,"high"
"apache",2,0,39672,1720,0.169763715417535,"high"
"apartment",2,0,39672,1720,0.169763715417535,"high"
"appeal",2,0,39672,1720,0.169763715417535,"high"
"appointment",2,0,39672,1720,0.169763715417535,"high"
"appreciation",2,0,39672,1720,0.169763715417535,"high"
"archival",2,0,39672,1720,0.169763715417535,"high"
"artillery",2,0,39672,1720,0.169763715417535,"high"
"atmosphere",2,0,39672,1720,0.169763715417535,"high"
"attainer",2,0,39672,1720,0.169763715417535,"high"
"attitude",2,0,39672,1720,0.169763715417535,"high"
"bacterium",2,0,39672,1720,0.169763715417535,"high"
"balance",2,0,39672,1720,0.169763715417535,"high"
"ballast",2,0,39672,1720,0.169763715417535,"high"
"banding",2,0,39672,1720,0.169763715417535,"high"
"bar",2,0,39672,1720,0.169763715417535,"high"
"bassoon",2,0,39672,1720,0.169763715417535,"high"
"bastion",2,0,39672,1720,0.169763715417535,"high"
"battlement",2,0,39672,1720,0.169763715417535,"high"
"beam",2,0,39672,1720,0.169763715417535,"high"
"bedroom",2,0,39672,1720,0.169763715417535,"high"
"bench",2,0,39672,1720,0.169763715417535,"high"
"beta",2,0,39672,1720,0.169763715417535,"high"
"blade",2,0,39672,1720,0.169763715417535,"high"
"blessing",2,0,39672,1720,0.169763715417535,"high"
"blow",2,0,39672,1720,0.169763715417535,"high"
"board",2,0,39672,1720,0.169763715417535,"high"
"bond",2,0,39672,1720,0.169763715417535,"high"
"bookshelf",2,0,39672,1720,0.169763715417535,"high"
"bore",2,0,39672,1720,0.169763715417535,"high"
"brace",2,0,39672,1720,0.169763715417535,"high"
"brain",2,0,39672,1720,0.169763715417535,"high"
"bread",2,0,39672,1720,0.169763715417535,"high"
"bronze",2,0,39672,1720,0.169763715417535,"high"
"build",2,0,39672,1720,0.169763715417535,"high"
"buston",2,0,39672,1720,0.169763715417535,"high"
"butterfat",2,0,39672,1720,0.169763715417535,"high"
"buttoning",2,0,39672,1720,0.169763715417535,"high"
"cab",2,0,39672,1720,0.169763715417535,"high"
"calf",2,0,39672,1720,0.169763715417535,"high"
"call",2,0,39672,1720,0.169763715417535,"high"
"calling",2,0,39672,1720,0.169763715417535,"high"
"candidate",2,0,39672,1720,0.169763715417535,"high"
"catch",2,0,39672,1720,0.169763715417535,"high"
"cause",2,0,39672,1720,0.169763715417535,"high"
"centesimal",2,0,39672,1720,0.169763715417535,"high"
"ceremonial",2,0,39672,1720,0.169763715417535,"high"
"chain",2,0,39672,1720,0.169763715417535,"high"
"chain-link",2,0,39672,1720,0.169763715417535,"high"
"chancellor",2,0,39672,1720,0.169763715417535,"high"
"character",2,0,39672,1720,0.169763715417535,"high"
"chic",2,0,39672,1720,0.169763715417535,"high"
"chord",2,0,39672,1720,0.169763715417535,"high"
"christology",2,0,39672,1720,0.169763715417535,"high"
"chutter",2,0,39672,1720,0.169763715417535,"high"
"city",2,0,39672,1720,0.169763715417535,"high"
"clay",2,0,39672,1720,0.169763715417535,"high"
"clearance",2,0,39672,1720,0.169763715417535,"high"
"close",2,0,39672,1720,0.169763715417535,"high"
"co",2,0,39672,1720,0.169763715417535,"high"
"cocktail",2,0,39672,1720,0.169763715417535,"high"
"college",2,0,39672,1720,0.169763715417535,"high"
"colouring",2,0,39672,1720,0.169763715417535,"high"
"combustion",2,0,39672,1720,0.169763715417535,"high"
"commissionaire",2,0,39672,1720,0.169763715417535,"high"
"complexity",2,0,39672,1720,0.169763715417535,"high"
"complication",2,0,39672,1720,0.169763715417535,"high"
"concentrate",2,0,39672,1720,0.169763715417535,"high"
"conception",2,0,39672,1720,0.169763715417535,"high"
"concordance",2,0,39672,1720,0.169763715417535,"high"
"connection",2,0,39672,1720,0.169763715417535,"high"
"consultation",2,0,39672,1720,0.169763715417535,"high"
"contract",2,0,39672,1720,0.169763715417535,"high"
"conversion",2,0,39672,1720,0.169763715417535,"high"
"couch",2,0,39672,1720,0.169763715417535,"high"
"cow",2,0,39672,1720,0.169763715417535,"high"
"crypt",2,0,39672,1720,0.169763715417535,"high"
"cuisine",2,0,39672,1720,0.169763715417535,"high"
"curl",2,0,39672,1720,0.169763715417535,"high"
"curving",2,0,39672,1720,0.169763715417535,"high"
"dale",2,0,39672,1720,0.169763715417535,"high"
"damping",2,0,39672,1720,0.169763715417535,"high"
"danger",2,0,39672,1720,0.169763715417535,"high"
"dash",2,0,39672,1720,0.169763715417535,"high"
"dealing",2,0,39672,1720,0.169763715417535,"high"
"decile",2,0,39672,1720,0.169763715417535,"high"
"delinquency",2,0,39672,1720,0.169763715417535,"high"
"dependence",2,0,39672,1720,0.169763715417535,"high"
"deposit",2,0,39672,1720,0.169763715417535,"high"
"deposition",2,0,39672,1720,0.169763715417535,"high"
"depreciation",2,0,39672,1720,0.169763715417535,"high"
"deprivation",2,0,39672,1720,0.169763715417535,"high"
"direction",2,0,39672,1720,0.169763715417535,"high"
"disdain",2,0,39672,1720,0.169763715417535,"high"
"dissipation",2,0,39672,1720,0.169763715417535,"high"
"distension",2,0,39672,1720,0.169763715417535,"high"
"diver",2,0,39672,1720,0.169763715417535,"high"
"diving",2,0,39672,1720,0.169763715417535,"high"
"dna",2,0,39672,1720,0.169763715417535,"high"
"door",2,0,39672,1720,0.169763715417535,"high"
"drag",2,0,39672,1720,0.169763715417535,"high"
"draw",2,0,39672,1720,0.169763715417535,"high"
"drop",2,0,39672,1720,0.169763715417535,"high"
"dyke",2,0,39672,1720,0.169763715417535,"high"
"dynamization",2,0,39672,1720,0.169763715417535,"high"
"edge",2,0,39672,1720,0.169763715417535,"high"
"education'",2,0,39672,1720,0.169763715417535,"high"
"effect",2,0,39672,1720,0.169763715417535,"high"
"employee",2,0,39672,1720,0.169763715417535,"high"
"entrance",2,0,39672,1720,0.169763715417535,"high"
"eq",2,0,39672,1720,0.169763715417535,"high"
"equilibrium",2,0,39672,1720,0.169763715417535,"high"
"erosion",2,0,39672,1720,0.169763715417535,"high"
"estate",2,0,39672,1720,0.169763715417535,"high"
"eukaryote",2,0,39672,1720,0.169763715417535,"high"
"examination",2,0,39672,1720,0.169763715417535,"high"
"extension",2,0,39672,1720,0.169763715417535,"high"
"face",2,0,39672,1720,0.169763715417535,"high"
"faluting",2,0,39672,1720,0.169763715417535,"high"
"farm",2,0,39672,1720,0.169763715417535,"high"
"fastener",2,0,39672,1720,0.169763715417535,"high"
"fearlessness",2,0,39672,1720,0.169763715417535,"high"
"fecundity",2,0,39672,1720,0.169763715417535,"high"
"festival",2,0,39672,1720,0.169763715417535,"high"
"fine",2,0,39672,1720,0.169763715417535,"high"
"fluctuation",2,0,39672,1720,0.169763715417535,"high"
"foam",2,0,39672,1720,0.169763715417535,"high"
"foliage",2,0,39672,1720,0.169763715417535,"high"
"foot",2,0,39672,1720,0.169763715417535,"high"
"fringe",2,0,39672,1720,0.169763715417535,"high"
"fund",2,0,39672,1720,0.169763715417535,"high"
"gallery",2,0,39672,1720,0.169763715417535,"high"
"garden",2,0,39672,1720,0.169763715417535,"high"
"gear-down",2,0,39672,1720,0.169763715417535,"high"
"glucose",2,0,39672,1720,0.169763715417535,"high"
"gratification",2,0,39672,1720,0.169763715417535,"high"
"gravity",2,0,39672,1720,0.169763715417535,"high"
"greenhouse",2,0,39672,1720,0.169763715417535,"high"
"grouping",2,0,39672,1720,0.169763715417535,"high"
"guidance",2,0,39672,1720,0.169763715417535,"high"
"handicap",2,0,39672,1720,0.169763715417535,"high"
"headland",2,0,39672,1720,0.169763715417535,"high"
"healing",2,0,39672,1720,0.169763715417535,"high"
"height",2,0,39672,1720,0.169763715417535,"high"
"hepatitis",2,0,39672,1720,0.169763715417535,"high"
"hit-rate",2,0,39672,1720,0.169763715417535,"high"
"homology",2,0,39672,1720,0.169763715417535,"high"
"hormone",2,0,39672,1720,0.169763715417535,"high"
"hoyland",2,0,39672,1720,0.169763715417535,"high"
"hse",2,0,39672,1720,0.169763715417535,"high"
"hybridization",2,0,39672,1720,0.169763715417535,"high"
"imagination",2,0,39672,1720,0.169763715417535,"high"
"immigrant",2,0,39672,1720,0.169763715417535,"high"
"impulse",2,0,39672,1720,0.169763715417535,"high"
"inch",2,0,39672,1720,0.169763715417535,"high"
"income-tax",2,0,39672,1720,0.169763715417535,"high"
"innings",2,0,39672,1720,0.169763715417535,"high"
"input-impedance",2,0,39672,1720,0.169763715417535,"high"
"insect",2,0,39672,1720,0.169763715417535,"high"
"instep",2,0,39672,1720,0.169763715417535,"high"
"institutionalization",2,0,39672,1720,0.169763715417535,"high"
"insulin",2,0,39672,1720,0.169763715417535,"high"
"interaction",2,0,39672,1720,0.169763715417535,"high"
"issue",2,0,39672,1720,0.169763715417535,"high"
"juvenile",2,0,39672,1720,0.169763715417535,"high"
"knot-count",2,0,39672,1720,0.169763715417535,"high"
"lama",2,0,39672,1720,0.169763715417535,"high"
"laminin",2,0,39672,1720,0.169763715417535,"high"
"laugh",2,0,39672,1720,0.169763715417535,"high"
"leap",2,0,39672,1720,0.169763715417535,"high"
"leverage",2,0,39672,1720,0.169763715417535,"high"
"limestone",2,0,39672,1720,0.169763715417535,"high"
"list",2,0,39672,1720,0.169763715417535,"high"
"lump",2,0,39672,1720,0.169763715417535,"high"
