"Lemma","Wordform","TokenID","FileID"
"mini-golf","mini-golf",11214347,"AMD"
"mini-bar","minibar",11215618,"AMD"
"mini-bus","minibus",11219177,"AMD"
"mini-golf","minigolf",11219432,"AMD"
"mini-golf","mini-golf",11220647,"AMD"
"mini-golf","minigolf",11220919,"AMD"
"mini-golf","minigolf",11222053,"AMD"
"mini-golf","minigolf",11228294,"AMD"
"mini-golf","mini-golf",11228359,"AMD"
"mini-golf","minigolf",11229716,"AMD"
"mini-tournament","mini-tournaments",11234277,"AMD"
"mini-bar","minibar",11234418,"AMD"
"mini-golf","mini-golf",11236189,"AMD"
"mini-golf","minigolf",11237904,"AMD"
"mini-golf","mini-golf",11238915,"AMD"
"mini-bar","mini-bar",11240510,"AMD"
"mini-golf","Mini-golf",11242330,"AMD"
"mini-network","mini-network",11243660,"AMD"
"mini-golf","mini-golf",11246481,"AMD"
"mini-theory","mini-theory",11282358,"AMG"
"mini-theory","mini-theories",11282407,"AMG"
"mini-ridley_affair","mini-Ridley",11341961,"AMK"
"mini-golf","mini-golf",11592712,"AMW"
"mini-golf","mini-golf",11592913,"AMW"
"mini-golf","mini-golf",11596137,"AMW"
"mini-market","mini-market",11596768,"AMW"
"mini-club","Mini-Club",11598254,"AMW"
"mini-bus","mini-bus",11598296,"AMW"
"mini-bus","mini-bus",11598544,"AMW"
"mini-hollywood","Mini-Hollywood",11600309,"AMW"
"mini-hollywood","Mini-Hollywood",11600315,"AMW"
"mini-golf","mini-golf",11600678,"AMW"
"mini-golf","mini-golf",11601429,"AMW"
"mini-village","mini-villages",11602770,"AMW"
"mini-club","miniclub",11603696,"AMW"
"mini-club","miniclub",11604501,"AMW"
"mini-club","miniclub",11605905,"AMW"
"mini-market","mini-market",11610589,"AMW"
"mini-club","miniclubs",11611228,"AMW"
"mini-market","Mini-market",11611404,"AMW"
"mini-golf","mini-golf",11612913,"AMW"
"mini-bus","mini-bus",11658064,"AMY"
"mini-bus","minibus",12022305,"AN9"
"mini-renaissance","mini-Renaissance",12079815,"ANB"
"mini-bus","mini-bus",12183110,"AND"
"mini-bus","mini-buses",12184049,"AND"
"mini-bus","minibus",12579549,"ANU"
"mini-chromosome","mini-chromosomes",12621496,"ANX"
"mini-budget","mini-budgets",12716037,"AP0"
"mini-hansard","mini-Hansard",12957267,"APE"
"mini-lab","mini-lab",13035734,"APL"
"mini-lab","mini-lab",13038995,"APL"
"mini-skirt","mini-skirts",13330868,"APU"
"mini-skirt","mini-skirt",14019283,"ARH"
"mini-series","mini-series",14056423,"ARJ"
"mini-ramp","mini-ramp",14119514,"ARM"
"mini-skirt","mini-skirts",14130793,"ARP"
"mini-skirt","mini-skirts",14130805,"ARP"
"mini-skirt","mini-skirts",14134471,"ARP"
"mini-skirt","mini-skirts",14134509,"ARP"
"mini-com","Minicom",14297173,"ARW"
"mini-survey","mini-survey",14360693,"AS1"
"mini-survey","mini-survey",14361171,"AS1"
"mini-survey","mini-survey",14363367,"AS1"
"mini-van","mini-van",14418590,"AS3"
"mini-riot","mini-riots",14484060,"AS6"
"mini-fair","Mini-Fair",14693048,"ASD"
"mini-moke","Mini-Moke",14694255,"ASD"
"mini-volcano","mini-volcano",15001353,"ASR"
"mini-tanker","minitanker",15129400,"ASV"
"mini-lp","mini-LP",15259467,"AT1"
"mini-lp","mini-LP",15259553,"AT1"
"mini-lp","mini-LP",15260067,"AT1"
"mini-bus","minibus",15341077,"AT4"
"mini-bus","minibus",15341208,"AT4"
"mini-commandment","mini-commandments",15668963,"AYK"
"mini-statement","mini-statement",15729374,"AYP"
"mini-statement","mini-statement",15730034,"AYP"
"mini-step","mini-steps",16785525,"B10"
"mini-computer","minicomputers",16983426,"B15"
"mini-tab","Minitab",16999284,"B16"
"mini-tab","Minitab",16999853,"B16"
"mini-tab","Minitab",16999874,"B16"
"mini-tab","Minitab",16999957,"B16"
"mini-tab","Minitab",17001434,"B16"
"mini-tab","Minitab",17007078,"B16"
"mini-tab","Minitab",17014836,"B16"
"mini-tab","Minitab",17029669,"B16"
"mini-tab","MINITAB",17259174,"B1G"
"mini-genocide","mini-genocide",17355282,"B1J"
"mini-clubman","mini-clubman",17407878,"B1L"
"mini-world","mini-world",17413813,"B1L"
"mini-dictionary","mini-dictionaries",17524436,"B1P"
"mini-break","mini-breaks",17535716,"B1P"
"mini-bus","minibus",17897756,"B23"
"mini-supply","mini-supply",17916736,"B23"
"mini-rebellion","mini-rebellion",17945607,"B24"
"mini-frac","mini-frac",18432490,"B2J"
"mini-frac","mini-frac",18432614,"B2J"
"mini-udc","mini-UDCs",18495708,"B2L"
"mini-disc","mini-discs",18778844,"B2Y"
"mini-bus","minibus",18897015,"B32"
"mini-bus","minibus",18900091,"B32"
"mini-film","mini-films",18935731,"B33"
"mini-skirt","mini-skirt",18994262,"B38"
"mini-skirt","miniskirt",19015165,"B38"
"mini-tin","mini-tin",19016411,"B38"
"mini-course","mini-courses",19098473,"B3D"
"mini-computer","minicomputer",19104281,"B3D"
"mini-bus","minibus",19333882,"B3K"
"mini-prize","mini-prize",19354555,"B71"
"mini-treaty","mini-treaty",19572264,"B75"
"mini-computer","minicomputers",19627666,"B77"
"mini-max","minimax",19688670,"B78"
"mini-tram","minitrams",19698263,"B78"
"mini-computer","minicomputer",19783307,"B7C"
"mini-watergate","mini-Watergate",19823771,"B7C"
"mini-tel","Minitel",19825984,"B7C"
"mini-cement","mini-cement",19882314,"B7E"
"mini-computer","minicomputers",19890330,"B7F"
"mini-computer","minicomputers",19890586,"B7F"
"mini-computer","minicomputer",19897497,"B7F"
"mini-computer","mini-computers",19897517,"B7F"
"mini-computer","minicomputers",19897557,"B7F"
"mini-tel","Minitel",19897831,"B7F"
"mini-article","mini-articles",19949168,"B7G"
"mini-politics","mini-politics",19992849,"B7H"
"mini-windscale","mini-Windscale",20166164,"B7M"
"mini-car","minicar",20562160,"BM5"
"mini-van","minivans",20566302,"BM5"
"mini-van","minivan",20580344,"BM5"
"mini-parade","mini-parade",20621107,"BM6"
"mini-captain","mini-captain",20745822,"BMB"
"mini-lab","Minilab",21067842,"BMK"
"mini-bus","minibus",21262697,"BMR"
"mini-chip","Minichips",21743832,"BN4"
"mini-quiz","mini-quiz",21930973,"BN9"
"mini-interview","mini-interview",21951447,"BNA"
"mini-bus","mini-bus",22260506,"BNJ"
"mini-shellsuit","mini-shellsuit",22419995,"BNP"
"mini-dress","minidress",22440671,"BNS"
"mini-cab","minicab",22476711,"BNT"
"mini-tel","Minitel",22531699,"BNV"
"mini-map","mini-map",22541533,"BNV"
"mini-map","minimap",22541549,"BNV"
"mini-bus","minibus",23419797,"C88"
"mini-bus","Minibus",23430847,"C88"
"mini-bus","minibus",23430872,"C88"
"mini-bus","minibus",23431067,"C88"
"mini-bus","minibus",23431087,"C88"
"mini-bus","minibus",23431149,"C88"
"mini-business","mini-business",23433226,"C88"
"mini-business","mini-business",23433273,"C88"
"mini-bus","minibus",23435862,"C88"
"mini-bus","Minibus",23446691,"C88"
"mini-series","mini-series",23490944,"C8A"
"mini-skirt","mini-skirts",23610314,"C8E"
"mini-roundabout","mini-roundabouts",23661437,"C8F"
"mini-bus","minibus",23681119,"C8F"
"mini-roundabout","mini-roundabouts",23683156,"C8F"
"mini-bus","mini-bus",23706034,"C8H"
"mini-debate","mini-debate",23904276,"C8R"
"mini-skirt","mini-skirt",24023587,"C8U"
"mini-castor","Mini-castors",24106147,"C8Y"
"mini-jacuzzi","mini-jacuzzi",24349818,"C95"
"mini-seed","Mini-seed",24357407,"C95"
"mini-mattress","mini-mattresses",24422498,"C96"
"mini-electric","mini-electric",24473354,"C97"
"mini-tv","mini-TV",24724423,"C9H"
"mini-fan","mini-fan",24750047,"C9J"
"mini-tour","mini-tour",24816149,"C9K"
"mini-jack","mini-jack",24821631,"C9K"
"mini-lp","mini-LP",24839980,"C9K"
"mini-schaller","mini-Schaller",24845517,"C9K"
"mini-humbucker","mini-humbuckers",24894855,"C9L"
"mini-switch","mini-switch",24898088,"C9L"
"mini-performance","mini-performance",24900940,"C9L"
"mini-headphone","mini-headphones",24911825,"C9L"
"mini-switch","mini-switch",24934947,"C9M"
"mini-dot","mini-dots",24942870,"C9M"
"mini-toggle","mini-toggle",24958762,"C9M"
"mini-stack","mini-stack",25000432,"C9M"
"mini-mixer","mini-mixer",25019681,"C9N"
"mini-brute","Minibrute",25021306,"C9N"
"mini-button","mini-buttons",25021484,"C9N"
"mini-button","mini-button",25021586,"C9N"
"mini-button","mini-button",25021927,"C9N"
"mini-tour","mini-tour",25042484,"C9N"
"mini-com","minicom",25104061,"C9R"
"mini-car","mini-car",25121296,"C9R"
"mini-skirt","mini-skirts",25208567,"C9U"
"mini-bus","minibus",25671779,"CA7"
"mini-dress","mini-dress",25731125,"CA9"
"mini-dress","mini-dress",25755347,"CA9"
"mini-bus","minibus",25763581,"CA9"
"mini-length","mini-length",25764288,"CA9"
"mini-bus","minibus",25889312,"CAD"
"mini-series","mini-series",25913029,"CAD"
"mini-album","mini-album",25917979,"CAD"
"mini-disc","MiniDisc",25940938,"CAE"
"mini-bus","minibus",25973546,"CAE"
"mini-lp","mini-LP",25979168,"CAE"
"mini-album","mini-album",25981437,"CAE"
"mini-greatest","mini-greatest",25983812,"CAE"
"mini-monologue","mini-monologues",26086333,"CAG"
"mini-charter","mini-charters",26107925,"CAH"
"mini-series","mini-series",26268360,"CAL"
"mini-det","minidet",26313901,"CAM"
"mini-det","minidet",26315931,"CAM"
"mini-com","minicom",26377575,"CAP"
"mini-com","minicom",26377608,"CAP"
"mini-clinic","mini-clinics",26399427,"CAP"
"mini-convention","mini-convention",26460896,"CAS"
"mini-section","mini-section",26670916,"CB2"
"mini-corporation","mini-corporations",26713000,"CB3"
"mini-rugby","mini-rugby",26719954,"CB3"
"mini-cab","mini-cab",26880592,"CB8"
"mini-dress","mini-dress",27092988,"CBC"
"mini-epidemic","mini-epidemic",27114270,"CBC"
"mini-vision","mini-vision",27140252,"CBC"
"mini-cab","minicab",27165588,"CBC"
"mini-series","mini-series",27252259,"CBC"
"mini-tel","Minitel",27258231,"CBC"
"mini-series","mini-series",27270479,"CBC"
"mini-vision","mini-vision",27270930,"CBC"
"mini-cab","mini-cab",27275695,"CBC"
"mini-cab","mini-cab",27275851,"CBC"
"mini-compendium","mini-compendium",27276001,"CBC"
"mini-revival","mini-revival",27309208,"CBD"
"mini-bus","mini-bus",27469162,"CBF"
"mini-series","mini-series",27579915,"CBF"
"mini-agricultural","mini-agricultural",27580035,"CBF"
"mini-series","mini-series",27605292,"CBF"
"mini-bus","mini-buses",27669196,"CBG"
"mini-revival","mini-revival",27755933,"CBG"
"mini-computer","minicomputers",28030584,"CBM"
"mini-computer","minicomputer",28030656,"CBM"
"mini-computer","minicomputer",28030664,"CBM"
"mini-tripod","mini-tripod",28095623,"CBP"
"mini-format","mini-format",28102739,"CBP"
"mini-screen","mini-screen",28103157,"CBP"
"mini-tripod","mini-tripods",28103407,"CBP"
"mini-holiday","Mini-Holidays",28200983,"CBT"
"mini-holiday","Mini-Holidays",28201140,"CBT"
"mini-computer","minicomputers",28403350,"CBV"
"mini-scribe","MiniScribe",28483336,"CBW"
"mini-computer","minicomputer",28512207,"CBW"
"mini-computer","Minicomputers",28611791,"CBX"
"mini-scribe","MINISCRIBE",28670227,"CBY"
"mini-scribe","Miniscribe",28670247,"CBY"
"mini-scribe","Miniscribe",28670276,"CBY"
"mini-scribe","Miniscribe",28670339,"CBY"
"mini-scribe","Miniscribe",28670366,"CBY"
"mini-scribe","Miniscribe",28670385,"CBY"
"mini-scribe","Miniscribe",28670435,"CBY"
"mini-scribe","Miniscribe",28670471,"CBY"
"mini-bus","minibuses",28919594,"CCC"
"mini-coach","mini-coach",29060209,"CCJ"
"mini-bus","minibus",29061222,"CCJ"
"mini-bus","minibus",29266702,"CCP"
"mini-battle","mini-battles",29333584,"CCS"
"mini-battle","mini-battles",29339088,"CCS"
"mini-lecture","mini-lectures",29441291,"CCV"
"mini-shed","mini-shed",29550326,"CCY"
"mini-cab","mini-cab",29703264,"CD5"
"mini-fad","mini-fad",29711910,"CD5"
"mini-orgy","mini-orgy",29957581,"CDB"
"mini-bus","minibus",29960579,"CDB"
"mini-series","mini-series",30149630,"CDG"
"mini-series","mini-series",30154226,"CDG"
"mini-cab","minicab",30449908,"CDT"
"mini-skirt","miniskirts",30492415,"CDU"
"mini-office","mini-offices",31177372,"CEF"
"mini-mass","mini-mass",31364950,"CEK"
"mini-version","mini-version",31367095,"CEK"
"mini-cab","mini-cab",31383306,"CEK"
"mini-boom","mini-boom",31474292,"CEL"
"mini-buying","mini-buying",31477360,"CEL"
"mini-cab","mini-cab",31542082,"CEN"
"mini-budget","mini-budget",31550403,"CEN"
"mini-cab","minicab",31551059,"CEN"
"mini-cab","minicab",31551165,"CEN"
"mini-riot","mini-riots",31587422,"CEN"
"mini-series","mini-series",31599078,"CEN"
"mini-exam","mini-exams",31610219,"CEN"
"mini-budget","Mini-Budget",31632938,"CEN"
"mini-budget","mini-budget",31634216,"CEN"
"mini-series","mini-series",31636883,"CEN"
"mini-budget","mini-budget",31649666,"CEN"
"mini-budget","mini-budget",31649912,"CEN"
"mini-bus","mini-bus",31659863,"CEN"
"mini-league","mini-league",31676382,"CEP"
"mini-league","mini-league",31695296,"CEP"
"mini-league","mini-league",31696878,"CEP"
"mini-slump","mini-slump",31697742,"CEP"
"mini-league","mini-league",31703662,"CEP"
"mini-league","mini-league",31703735,"CEP"
"mini-revival","mini-revival",31712093,"CEP"
"mini-league","mini-league",31714268,"CEP"
"mini-tour","mini-tour",31733256,"CEP"
"mini-league","mini-league",31793238,"CEP"
"mini-league","mini-league",31834443,"CEP"
"mini-league","mini-League",31847921,"CEP"
"mini-violin","mini-violin",32079548,"CEW"
"mini-estate","mini-estate",32289531,"CF9"
"mini-bus","minibus",32308984,"CF9"
"mini-bus","minibus",32309166,"CF9"
"mini-prison","mini-prisons",32326305,"CFB"
"mini-crime","mini-crime",32389080,"CFC"
"mini-measur","mini-measures",32404383,"CFC"
"mini-mesh","minimesh",32739556,"CFT"
"mini-diesel","mini-diesel",32759849,"CFT"
"mini-limousine","mini-limousine",32765577,"CFT"
"mini-computer","mini-computer",32778969,"CFV"
"mini-digger","minidigger",32832009,"CFW"
"mini-apartheid","mini-apartheid",32948465,"CG0"
"mini-malham","mini-Malham",32991835,"CG1"
"mini-marrakech","mini-Marrakech",33027785,"CG2"
"mini-daffodil","mini-daffodils",33027902,"CG2"
"mini-grinder","mini-grinder",33101948,"CG5"
"mini-series","mini-series",33220206,"CGB"
"mini-mail","mini-mail",33224578,"CGB"
"mini-stage","mini-stages",33225873,"CGB"
"mini-series","mini-series",33252421,"CGC"
"mini-airliner","mini-airliner",33495430,"CGL"
"mini-tex","Minitex",33709631,"CGW"
"mini-tex","Minitex",33765708,"CGX"
"mini-tex","Minitex",33765724,"CGX"
"mini-rush","mini-rush",33836168,"CH0"
"mini-missile","minimissile",33837327,"CH0"
"mini-screamer","MINISCREAMER",33846227,"CH0"
"mini-crane","mini-crane",33904300,"CH1"
"mini-royal","mini-royal",33906726,"CH1"
"mini-cab","mini-cab",33982500,"CH1"
"mini-jeep","minijeeps",33985469,"CH1"
"mini-dress","mini-dress",34002333,"CH1"
"mini-series","mini-series",34010862,"CH1"
"mini-soap","mini-soap",34037208,"CH2"
"mini-series","mini-series",34067435,"CH2"
"mini-boom","mini-boom",34102823,"CH2"
"mini-skirt","mini-skirt",34108154,"CH2"
"mini-bus","mini-bus",34112231,"CH2"
"mini-cab","mini-cab",34115750,"CH2"
"mini-mosque","mini-mosque",34148195,"CH2"
"mini-skirt","mini-skirts",34163877,"CH2"
"mini-series","mini-series",34179522,"CH2"
"mini-series","mini-series",34179624,"CH2"
"mini-riot","mini-riot",34268462,"CH3"
"mini-bus","mini-bus",34268734,"CH3"
"mini-skirt","mini-skirt",34418220,"CH5"
"mini-bus","minibus",34423267,"CH5"
"mini-cruise","minicruise",34468741,"CH5"
"mini-version","mini-version",34475212,"CH5"
"mini-series","mini-series",34495685,"CH6"
"mini-tv","mini-TV",34496635,"CH6"
"mini-bus","minibus",34501145,"CH6"
"mini-dress","mini-dress",34509131,"CH6"
"mini-cab","mini-cab",34545958,"CH6"
"mini-cab","mini-cab",34546939,"CH6"
"mini-cab","minicab",34556157,"CH6"
"mini-cab","MINICAB",34557299,"CH6"
"mini-cab","MINICAB",34557990,"CH6"
"mini-bus","minibus",34579613,"CH6"
"mini-cab","minicab",34609272,"CH6"
"mini-test","mini-Test",34669111,"CH7"
"mini-album","mini-album",34798225,"CHA"
"mini-series","mini-series",34818904,"CHA"
"mini-cab","mini-cab",34837880,"CHA"
"mini-opera","mini-opera",34839626,"CHA"
"mini-cassette","mini-cassette",34844627,"CHA"
"mini-portable","mini-portable",34845520,"CHA"
"mini-venue","mini-venues",34879852,"CHA"
"mini-lp","mini-LP",34891857,"CHB"
"mini-album","mini-album",34906746,"CHB"
"mini-triumph","mini-triumph",34931089,"CHB"
"mini-bus","Minibus",35174737,"CHK"
"mini-max","Minimax",35239765,"CHP"
"mini-rugby","mini-rugby",35387066,"CHV"
"mini-com","Minicom",35620279,"CJ9"
"mini-com","Minicom",35624533,"CJ9"
"mini-bus","minibus",35907467,"CJH"
"mini-emperor","mini-emperor",35964411,"CJJ"
"mini-grenade","mini-grenades",35971300,"CJJ"
"mini-fridge","mini-fridge",35988596,"CJK"
"mini-bar","mini-bar",35994179,"CJK"
"mini-disneyland","mini-Disneyland",35999697,"CJK"
"mini-bar","mini-bar",36002410,"CJK"
"mini-bar","mini-bars",36003372,"CJK"
"mini-bus","mini-bus",36018623,"CJK"
"mini-bar","mini-bar",36029228,"CJK"
"mini-bus","minibus",36052742,"CJP"
"mini-skirt","mini-skirt",36230540,"CK0"
"mini-dress","mini-dress",36368392,"CK3"
"mini-tour","mini-tour",36373479,"CK4"
"mini-album","mini-album",36375786,"CK4"
"mini-lp","mini-LP",36376467,"CK4"
"mini-lp","mini-LP",36377403,"CK4"
"mini-bus","minibus",36385913,"CK4"
"mini-cabbing","mini-cabbing",36392126,"CK4"
"mini-bus","mini-bus",36403442,"CK4"
"mini-lp","mini-LP",36445012,"CK5"
"mini-lp","mini-LP",36446003,"CK5"
"mini-album","mini-album",36448200,"CK5"
"mini-bus","minibus",36457600,"CK5"
"mini-skirt","mini-skirts",36460056,"CK5"
"mini-bar","mini-bar",36465014,"CK5"
"mini-album","mini-album",36477920,"CK5"
"mini-bus","minibuses",36489822,"CK5"
"mini-lp","mini-LP",36508245,"CK6"
"mini-series","Mini-Series",36508593,"CK6"
"mini-lp","mini-LP",36509465,"CK6"
"mini-lp","mini-LP",36513428,"CK6"
"mini-lp","mini-LP",36513456,"CK6"
"mini-cab","minicab",36520295,"CK6"
"mini-lp","mini-LP",36545572,"CK6"
"mini-hypermarket","mini-hypermarket",36852143,"CKF"
"mini-retrospective","mini-retrospective",37206324,"CKU"
"mini-exhibition","mini-exhibition",37277673,"CKV"
"mini-market","mini-market",37429314,"CKY"
"mini-skirt","mini-skirt",37554968,"CL2"
"mini-bus","minibus",37575635,"CL5"
"mini-gram","MINIGRAMS",37658549,"CL8"
"mini-cartridge","minicartridge",37660005,"CL8"
"mini-cartridge","minicartridge",37660039,"CL8"
"mini-gram","MINIGRAMS",37666904,"CL9"
"mini-gram","MINIGRAMS",37676363,"CLA"
"mini-gram","MINIGRAMS",37683644,"CLB"
"mini-gram","MINIGRAMS",37693055,"CLC"
"mini-computer","minicomputer",37693937,"CLC"
"mini-bus","minibus",37701350,"CLD"
"mini-bus","minibuses",37702310,"CLD"
"mini-bus","minibus",37722656,"CLD"
