"Word","a","b","c","d","GStat","Frequency"
"stew",6,290,260055,98103432,14.1009727532676,"higher"
"transcription",9,699,260052,98103023,14.081374682937,"higher"
"giant",18,2405,260043,98101317,14.0608057878199,"higher"
"goddess",8,551,260053,98103171,14.0534675867369,"higher"
"click",8,553,260053,98103169,14.0065018325816,"higher"
"strength",36,6766,260025,98096956,13.9885673832057,"higher"
"ferment",4,102,260057,98103620,13.959931693222,"higher"
"fillet",4,102,260057,98103620,13.959931693222,"higher"
"bailee",3,41,260058,98103681,13.9260822910782,"higher"
"swatch",3,41,260058,98103681,13.9260822910782,"higher"
"umber",3,41,260058,98103681,13.9260822910782,"higher"
"reseller",4,103,260057,98103619,13.8886614103815,"higher"
"beast",9,710,260052,98103012,13.8603393257124,"higher"
"progenitor",3,42,260058,98103680,13.7917791683298,"higher"
"sandwich",10,876,260051,98102846,13.7793108855548,"higher"
"brigand",2,8,260059,98103714,13.7763714398869,"higher"
"doyenne",2,8,260059,98103714,13.7763714398869,"higher"
"dramatization",2,8,260059,98103714,13.7763714398869,"higher"
"metaphysic",2,8,260059,98103714,13.7763714398869,"higher"
"penumbra",2,8,260059,98103714,13.7763714398869,"higher"
"re-awakening",2,8,260059,98103714,13.7763714398869,"higher"
"resuit",2,8,260059,98103714,13.7763714398869,"higher"
"sub-order",2,8,260059,98103714,13.7763714398869,"higher"
"timetable",11,1050,260050,98102672,13.7358539603426,"higher"
"resume",9,717,260052,98103005,13.7219103426405,"higher"
"revolt",9,717,260052,98103005,13.7219103426405,"higher"
"mistrust",5,194,260056,98103528,13.6703989266728,"higher"
"keystone",3,43,260058,98103679,13.6606514467739,"higher"
"work",295,89024,259766,98014698,13.6331794539386,"higher"
"slowing",7,430,260054,98103292,13.6104438182656,"higher"
"sharing",17,2243,260044,98101479,13.5553409093687,"higher"
"buy-out",6,306,260055,98103416,13.5476417672994,"higher"
"symphony",5,198,260056,98103524,13.4900487561764,"higher"
"hedge",10,893,260051,98102829,13.4870659743866,"higher"
"chum",4,109,260057,98103613,13.4758197166655,"higher"
"dereliction",4,109,260057,98103613,13.4758197166655,"higher"
"jackpot",4,109,260057,98103613,13.4758197166655,"higher"
"crush",7,436,260054,98103286,13.4497645278752,"higher"
"distribution",33,6088,260028,98097634,13.4412515036373,"higher"
"disease",42,8480,260019,98095242,13.4213038857454,"higher"
"clink",3,45,260058,98103677,13.4073663749076,"higher"
"subspecies",3,45,260058,98103677,13.4073663749076,"higher"
"yard",18,2475,260043,98101247,13.4023551444079,"higher"
"cube",6,311,260055,98103411,13.3814884819848,"higher"
"conjunction",13,1445,260048,98102277,13.3741265845983,"higher"
"warranty",7,439,260054,98103283,13.3704079313592,"higher"
"descendent",2,9,260059,98103713,13.3586497207198,"higher"
"ghetto-blaster",2,9,260059,98103713,13.3586497207198,"higher"
"hive-down",2,9,260059,98103713,13.3586497207198,"higher"
"punnet",2,9,260059,98103713,13.3586497207198,"higher"
"re-distribution",2,9,260059,98103713,13.3586497207198,"higher"
"modulation",4,111,260057,98103611,13.3435328962791,"higher"
"suppression",7,441,260054,98103281,13.3178616127488,"higher"
"genus",6,313,260055,98103409,13.3158847014816,"higher"
"translator",5,202,260056,98103520,13.313680030957,"higher"
"technique",26,4351,260035,98099371,13.286423090213,"higher"
"husk",3,46,260058,98103676,13.2849532677262,"higher"
"subclass",3,46,260058,98103676,13.2849532677262,"higher"
"bath",18,2497,260043,98101225,13.2013960547663,"higher"
"façade",7,446,260054,98103276,13.1877303119973,"higher"
"timescale",5,205,260056,98103517,13.1839231467679,"higher"
"tattoo",4,114,260057,98103608,13.1497765748003,"higher"
"carnival",5,206,260056,98103516,13.1411384667954,"higher"
"tunnel",14,1661,260047,98102061,13.1402782403661,"higher"
"steward",9,748,260052,98102974,13.1287983249672,"higher"
"lineage",6,319,260055,98103403,13.121933919584,"higher"
"tablet",6,319,260055,98103403,13.121933919584,"higher"
"screen",27,4632,260034,98099090,13.0616418074068,"higher"
"redeployment",3,48,260058,98103674,13.0480058844179,"higher"
"surround",7,454,260054,98103268,12.9831079822873,"higher"
"chequerboard",2,10,260059,98103712,12.9815402927119,"higher"
"closeup",2,10,260059,98103712,12.9815402927119,"higher"
"coulis",2,10,260059,98103712,12.9815402927119,"higher"
"cross-tabulation",2,10,260059,98103712,12.9815402927119,"higher"
"fantail",2,10,260059,98103712,12.9815402927119,"higher"
"logjam",2,10,260059,98103712,12.9815402927119,"higher"
"logjam",2,10,260059,98103712,12.9815402927119,"higher"
"prebend",2,10,260059,98103712,12.9815402927119,"higher"
"re-definition",2,10,260059,98103712,12.9815402927119,"higher"
"runnel",2,10,260059,98103712,12.9815402927119,"higher"
"sharer",2,10,260059,98103712,12.9815402927119,"higher"
"peep",4,117,260057,98103605,12.9613744542552,"higher"
"mutuality",3,49,260058,98103673,12.9332605643662,"higher"
"triad",3,49,260058,98103673,12.9332605643662,"higher"
"soldier",14,1681,260047,98102041,12.9124326088485,"higher"
"disadvantage",11,1106,260050,98102616,12.8950313692609,"higher"
"sprinkle",5,212,260056,98103510,12.8891862300695,"higher"
"collar",12,1296,260049,98102426,12.8326285058926,"higher"
"baron",9,766,260052,98102956,12.7986003176361,"higher"
"kettle",9,767,260052,98102955,12.7805483250753,"higher"
"chariot",5,215,260056,98103507,12.7661728625934,"higher"
"rout",4,121,260057,98103601,12.7180421218939,"higher"
"throb",4,121,260057,98103601,12.7180421218939,"higher"
"gob",3,51,260058,98103671,12.7107449614622,"higher"
"pitcher",3,51,260058,98103671,12.7107449614622,"higher"
"rebuttal",3,51,260058,98103671,12.7107449614622,"higher"
"cleric",4,122,260057,98103600,12.6585534542384,"higher"
"granddaughter",5,218,260056,98103504,12.6450623825091,"higher"
"babel",2,11,260059,98103711,12.6379054329875,"higher"
"declination",2,11,260059,98103711,12.6379054329875,"higher"
"hater",2,11,260059,98103711,12.6379054329875,"higher"
"high-point",2,11,260059,98103711,12.6379054329875,"higher"
"hip-flask",2,11,260059,98103711,12.6379054329875,"higher"
"houngan",2,11,260059,98103711,12.6379054329875,"higher"
"hummock",2,11,260059,98103711,12.6379054329875,"higher"
"poseur",2,11,260059,98103711,12.6379054329875,"higher"
"re-analysis",2,11,260059,98103711,12.6379054329875,"higher"
"wigwam",2,11,260059,98103711,12.6379054329875,"higher"
"pantomime",6,335,260055,98103387,12.6246998415353,"higher"
"tariff",8,617,260053,98103105,12.605076494668,"higher"
"finder",3,52,260058,98103670,12.6027984731546,"higher"
"ledge",6,336,260055,98103386,12.5945430019612,"higher"
"base",42,8666,260019,98095056,12.5879657228047,"higher"
"reversion",5,221,260056,98103501,12.5258034373703,"higher"
"stage",65,15261,259996,98088461,12.5185128110018,"higher"
"conjugate",3,53,260058,98103669,12.4969502979754,"higher"
"snip",4,125,260057,98103597,12.4831770393582,"higher"
"preacher",6,343,260055,98103379,12.3863351845223,"higher"
"recollection",6,343,260055,98103379,12.3863351845223,"higher"
"charade",4,127,260057,98103595,12.3687536784761,"higher"
"bribe",5,226,260056,98103496,12.331019717422,"higher"
"cesspit",2,12,260059,98103710,12.3223417889578,"higher"
"fry-up",2,12,260059,98103710,12.3223417889578,"higher"
"highpoint",2,12,260059,98103710,12.3223417889578,"higher"
"sub-plot",2,12,260059,98103710,12.3223417889578,"higher"
"wrack",2,12,260059,98103710,12.3223417889578,"higher"
"chasm",4,128,260057,98103594,12.3122670763127,"higher"
"remembrance",4,128,260057,98103594,12.3122670763127,"higher"
"peach",5,228,260056,98103494,12.2544590580244,"higher"
"partner",27,4768,260034,98098954,12.2234961163582,"higher"
"registrar",8,636,260053,98103086,12.2234741665018,"higher"
"correlate",5,229,260056,98103493,12.2164619116645,"higher"
"splinter",4,130,260057,98103592,12.2007071222929,"higher"
"coalescence",3,56,260058,98103666,12.1912518414886,"higher"
"tissue",15,1962,260046,98101760,12.1295317997904,"higher"
"collectivity",3,57,260058,98103665,12.0930726346624,"higher"
"jot",4,132,260057,98103590,12.0909843924035,"higher"
"likelihood",11,1167,260050,98102555,12.0425806984093,"higher"
"betrayer",2,13,260059,98103709,12.0306593822258,"higher"
"half-page",2,13,260059,98103709,12.0306593822258,"higher"
"remonstrance",2,13,260059,98103709,12.0306593822258,"higher"
"rewording",2,13,260059,98103709,12.0306593822258,"higher"
"wagonload",2,13,260059,98103709,12.0306593822258,"higher"
"practitioner",10,987,260051,98102735,11.9936778666247,"higher"
"vortex",4,134,260057,98103588,11.983044349554,"higher"
"chapel",12,1364,260049,98102358,11.970830236207,"higher"
"brute",5,236,260056,98103486,11.9556188451533,"higher"
"millimetre",4,135,260057,98103587,11.9297265142668,"higher"
"pinnacle",4,135,260057,98103587,11.9297265142668,"higher"
"constriction",3,59,260058,98103663,11.9019195330166,"higher"
"decanter",3,59,260058,98103663,11.9019195330166,"higher"
"decanter",3,59,260058,98103663,11.9019195330166,"higher"
"whit",3,59,260058,98103663,11.9019195330166,"higher"
"–rain",1,0,260060,98103722,11.8710273103787,"higher"
"10-pack",1,0,260060,98103722,11.8710273103787,"higher"
"2–10–4",1,0,260060,98103722,11.8710273103787,"higher"
"30-stretch",1,0,260060,98103722,11.8710273103787,"higher"
"90,710-acre",1,0,260060,98103722,11.8710273103787,"higher"
"b*",1,0,260060,98103722,11.8710273103787,"higher"
"baffle-wall",1,0,260060,98103722,11.8710273103787,"higher"
"bag-full",1,0,260060,98103722,11.8710273103787,"higher"
"barnful",1,0,260060,98103722,11.8710273103787,"higher"
"barrel-load",1,0,260060,98103722,11.8710273103787,"higher"
"barrelful",1,0,260060,98103722,11.8710273103787,"higher"
