"Lemma","Wordform","TokenID","FileID","Genre"
"relation-ship","relationship",224115,"A08","fict"
"friend-ship","friendship",228255,"A08","fict"
"champion-ship","championship",228312,"A08","fict"
"relation-ship","relationship",247982,"A08","fict"
"relation-ship","relationship",250368,"A08","fict"
"relation-ship","relationship",253720,"A08","fict"
"companion-ship","companionship",320452,"A0D","fict"
"scholar-ship","scholarship",347825,"A0D","fict"
"reader-ship","readership",347834,"A0D","fict"
"lady-ship","Ladyship",352764,"A0D","fict"
"lord-ship","Lordship",352790,"A0D","fict"
"lady-ship","Ladyship",352831,"A0D","fict"
"acquaintance-ship","acquaintanceship",359199,"A0D","fict"
"relation-ship","relationship",359946,"A0D","fict"
"friend-ship","friendship",415701,"A0F","fict"
"relation-ship","relationships",415834,"A0F","fict"
"friend-ship","friendship",586551,"A0L","fict"
"relation-ship","relationships",593906,"A0L","fict"
"relation-ship","relationships",607042,"A0L","fict"
"relation-ship","relationship",612234,"A0L","fict"
"wor-ship","worship",624647,"A0L","fict"
"comrade-ship","comradeship",670577,"A0N","fict"
"wor-ship","Worship",676276,"A0N","fict"
"hard-ship","hardship",676298,"A0N","fict"
"hard-ship","hardship",691980,"A0N","fict"
"scholar-ship","scholarship",696299,"A0N","fict"
"hard-ship","hardship",706446,"A0N","fict"
"relation-ship","relationship",759943,"A0R","fict"
"relation-ship","relationships",774314,"A0R","fict"
"showman-ship","showmanship",775054,"A0R","fict"
"relation-ship","relationship",856777,"A0U","fict"
"member-ship","membership",869082,"A0U","fict"
"friend-ship","Friendship",3298459,"A6J","fict"
"relation-ship","relationship",3301967,"A6J","fict"
"relation-ship","relationships",3302805,"A6J","fict"
"relation-ship","relationship",3303240,"A6J","fict"
"relation-ship","relationship",3303287,"A6J","fict"
"companion-ship","companionship",3315881,"A6J","fict"
"friend-ship","friendship",3318495,"A6J","fict"
"relation-ship","relationship",3418060,"A6N","fict"
"friend-ship","friendship",3424385,"A6N","fict"
"lord-ship","lordship",3443592,"A6N","fict"
"scholar-ship","scholarship",3452881,"A6N","fict"
"scholar-ship","scholarships",3453068,"A6N","fict"
"scholar-ship","scholarships",3453078,"A6N","fict"
"scholar-ship","scholarships",3453508,"A6N","fict"
"partner-ship","partnership",3807223,"A73","fict"
"friend-ship","friendship",3810146,"A73","fict"
"friend-ship","friendship",3810324,"A73","fict"
"friend-ship","friendship",3819516,"A73","fict"
"member-ship","membership",3820264,"A73","fict"
"relation-ship","relationship",3822811,"A73","fict"
"wor-ship","worships",3828753,"A73","fict"
"relation-ship","relationship",3828926,"A73","fict"
"partner-ship","partnership",3830486,"A73","fict"
"partner-ship","partnership",3830509,"A73","fict"
"partisan-ship","partisanship",3831446,"A73","fict"
"partner-ship","partnership",3832755,"A73","fict"
"highwayman-ship","highwaymanship",3834509,"A73","fict"
"wor-ship","worship",3839923,"A73","fict"
"hard-ship","hardship",3847114,"A73","fict"
"relation-ship","relationship",4028354,"A7A","fict"
"director-ship","Directorship",4034835,"A7A","fict"
"court-ship","courtship",4035291,"A7A","fict"
"champion-ship","Championships",4035358,"A7A","fict"
"relation-ship","relationship",4038111,"A7A","fict"
"champion-ship","Championship",4042662,"A7A","fict"
"champion-ship","Championship",4042693,"A7A","fict"
"champion-ship","championship",4050572,"A7A","fict"
"champion-ship","championship",4050602,"A7A","fict"
"champion-ship","Championship",4050623,"A7A","fict"
"champion-ship","Championships",4055807,"A7A","fict"
"relation-ship","relationship",4059027,"A7A","fict"
"owner-ship","ownership",4254738,"A7J","fict"
"relation-ship","relationship",4272427,"A7J","fict"
"relation-ship","relationship",4272715,"A7J","fict"
"relation-ship","relationship",4273534,"A7J","fict"
"lord-ship","lordship",4280472,"A7J","fict"
"relation-ship","relationships",5582698,"AB9","fict"
"partner-ship","partnership",5604682,"AB9","fict"
"partner-ship","partnership",5604908,"AB9","fict"
"partner-ship","partnership",5604924,"AB9","fict"
"partner-ship","partnership",5604931,"AB9","fict"
"partner-ship","partnership",5604948,"AB9","fict"
"partner-ship","partnership",5604992,"AB9","fict"
"partner-ship","partnership",5605180,"AB9","fict"
"relation-ship","relationship",5607418,"AB9","fict"
"relation-ship","relationship",5607881,"AB9","fict"
"partner-ship","partnership",5608771,"AB9","fict"
"partner-ship","partnerships",5610267,"AB9","fict"
"partner-ship","partnership",5610428,"AB9","fict"
"partner-ship","partnership",5610554,"AB9","fict"
"partner-ship","partnership",5610691,"AB9","fict"
"partner-ship","partnership",5611371,"AB9","fict"
"partner-ship","partnership",5615237,"AB9","fict"
"partner-ship","partnership",5615323,"AB9","fict"
"partner-ship","partnership",5616345,"AB9","fict"
"partner-ship","partnership",5617315,"AB9","fict"
"relation-ship","relationship",6570547,"ABW","fict"
"partner-ship","Partnership",6586982,"ABW","fict"
"workman-ship","WORKMANSHIP",6587193,"ABW","fict"
"wor-ship","worship",6588038,"ABW","fict"
"sponsor-ship","sponsorship",6590841,"ABW","fict"
"relation-ship","relationship",6597096,"ABW","fict"
"relation-ship","relationship",6599277,"ABW","fict"
"friend-ship","friendship",6606775,"ABW","fict"
"relation-ship","relationship",6608076,"ABW","fict"
"leader-ship","leadership",6672711,"AC2","fict"
"convener-ship","convenership",6673716,"AC2","fict"
"steward-ship","stewardships",6680141,"AC2","fict"
"relation-ship","relationship",6701080,"AC2","fict"
"member-ship","membership",6703904,"AC2","fict"
"relation-ship","relationship",6707636,"AC3","fict"
"relation-ship","relationship",6709240,"AC3","fict"
"relation-ship","relationship",6710044,"AC3","fict"
"citizen-ship","citizenship",6710610,"AC3","fict"
"relation-ship","relationship",6714783,"AC3","fict"
"relation-ship","relationship",6715131,"AC3","fict"
"friend-ship","friendship",6716757,"AC3","fict"
"friend-ship","friendship",6717334,"AC3","fict"
"reader-ship","readership",6719479,"AC3","fict"
"friend-ship","friendship",6722861,"AC3","fict"
"friend-ship","friendship",6723894,"AC3","fict"
"friend-ship","friendship",6725447,"AC3","fict"
"relation-ship","relationship",6726957,"AC3","fict"
"friend-ship","friendship",6726971,"AC3","fict"
"relation-ship","relationship",6729504,"AC3","fict"
"relation-ship","relationship",6729764,"AC3","fict"
"relation-ship","relationship",6730948,"AC3","fict"
"friend-ship","friendship",6734161,"AC3","fict"
"friend-ship","friendship",6734206,"AC3","fict"
"relation-ship","relationship",6743231,"AC3","fict"
"scholar-ship","scholarship",6746033,"AC3","fict"
"relation-ship","relationships",6746075,"AC3","fict"
"relation-ship","relationship",6748376,"AC3","fict"
"scholar-ship","scholarships",6748718,"AC3","fict"
"relation-ship","relationship",6765326,"AC4","fict"
"kin-ship","kinship",6885845,"AC7","fict"
"relation-ship","relationship",6886702,"AC7","fict"
"companion-ship","companionship",6888691,"AC7","fict"
"kin-ship","kinship",6889228,"AC7","fict"
"companion-ship","companionship",6890412,"AC7","fict"
"relation-ship","relationship",6901015,"AC7","fict"
"friend-ship","friendship",6912285,"AC7","fict"
"scholar-ship","scholarship",6915527,"AC7","fict"
"friend-ship","friendship",6921140,"AC7","fict"
"lady-ship","ladyship",7004657,"ACB","fict"
"scholar-ship","scholarship",7057291,"ACE","fict"
"scholar-ship","scholarship",7057326,"ACE","fict"
"relation-ship","relationship",7058235,"ACE","fict"
"lord-ship","Lordship",7063169,"ACE","fict"
"lord-ship","lordship",7063359,"ACE","fict"
"wor-ship","worship",7069566,"ACE","fict"
"friend-ship","friendship",7071298,"ACE","fict"
"relation-ship","relationship",7075510,"ACE","fict"
"acquaintance-ship","acquaintanceship",7078053,"ACE","fict"
"censor-ship","Censorship",7089407,"ACE","fict"
"lord-ship","Lordship",7093037,"ACE","fict"
"partner-ship","partnership",7252061,"ACK","fict"
"friend-ship","friendship",7561115,"ACV","fict"
"salesman-ship","salesmanship",7562654,"ACV","fict"
"friend-ship","friendship",7565821,"ACV","fict"
"wor-ship","worship",7568027,"ACV","fict"
"companion-ship","companionship",7598996,"ACW","fict"
"companion-ship","companionship",7758699,"AD1","fict"
"friend-ship","friendship",7773701,"AD1","fict"
"relation-ship","relationship",7776721,"AD1","fict"
"friend-ship","friendship",7777947,"AD1","fict"
"craft(s)man-ship","craftmanship",7852995,"AD9","fict"
"partner-ship","partnership",7854472,"AD9","fict"
"relation-ship","relationship",7863695,"AD9","fict"
"wor-ship","worships",7864486,"AD9","fict"
"relation-ship","relationship",7864852,"AD9","fict"
"relation-ship","relationship",7868487,"AD9","fict"
"relation-ship","relationship",7868720,"AD9","fict"
"acquaintance-ship","acquaintanceships",7877618,"AD9","fict"
"friend-ship","friendship",7882511,"AD9","fict"
"relation-ship","relationship",7883966,"AD9","fict"
"friend-ship","friendship",7884693,"AD9","fict"
"relation-ship","relationship",7897642,"ADA","fict"
"relation-ship","relationship",7903016,"ADA","fict"
"relation-ship","relationship",7903089,"ADA","fict"
"friend-ship","friendship",7906585,"ADA","fict"
"friend-ship","friendship",7906658,"ADA","fict"
"wor-ship","worship",7910764,"ADA","fict"
"relation-ship","relationships",7911456,"ADA","fict"
"friend-ship","friendship",7911517,"ADA","fict"
"companion-ship","companionship",7911523,"ADA","fict"
"wor-ship","worship",7911782,"ADA","fict"
"friend-ship","friendship",7913064,"ADA","fict"
"apprentice-ship","apprenticeship",7931827,"ADA","fict"
"friend-ship","friendship",8423221,"ADS","fict"
"friend-ship","friendship",8431761,"ADS","fict"
"friend-ship","friendship",8433272,"ADS","fict"
"statesman-ship","statesmanship",8456849,"ADS","fict"
"sponsor-ship","sponsorship",8555311,"ADY","fict"
"hard-ship","hardship",8558561,"ADY","fict"
"workman-ship","workmanship",8591493,"AE0","fict"
"friend-ship","Friendship",8592318,"AE0","fict"
"relation-ship","relationship",8598004,"AE0","fict"
"censor-ship","censorship",8604185,"AE0","fict"
"relation-ship","relationship",8605766,"AE0","fict"
"censor-ship","self-censorship",8613805,"AE0","fict"
"relation-ship","relationship",8618737,"AE0","fict"
"relation-ship","relationships",8624814,"AE0","fict"
"relation-ship","relationship",8624833,"AE0","fict"
"relation-ship","relationship",8633373,"AE0","fict"
"hard-ship","hardship",8634526,"AE0","fict"
"author-ship","authorship",8858509,"AEA","fict"
"wor-ship","worships",8863622,"AEA","fict"
"friend-ship","friendship",8865209,"AEA","fict"
"friend-ship","Friendship",8866644,"AEA","fict"
"wor-ship","worship",8871106,"AEA","fict"
"companion-ship","companionship",8874225,"AEA","fict"
"companion-ship","companionship",8874343,"AEA","fict"
"hard-ship","hardship",8879485,"AEA","fict"
"friend-ship","friendship",8894972,"AEB","fict"
"friend-ship","friendship",8896540,"AEB","fict"
"professor-ship","professorship",8921770,"AEB","fict"
"relation-ship","relationship",10423191,"ALJ","fict"
"wor-ship","Worship",10615338,"ALS","fict"
"owner-ship","ownership",11553311,"AMU","fict"
"relation-ship","relationship",11553334,"AMU","fict"
"relation-ship","relationship",11553351,"AMU","fict"
"relation-ship","relationship",11555315,"AMU","fict"
"craft(s)man-ship","craftsmanship",11555762,"AMU","fict"
"seaman-ship","seamanship",11555918,"AMU","fict"
"seaman-ship","seamanship",11556334,"AMU","fict"
"owner-ship","ownership",11586671,"AMU","fict"
"relation-ship","relationship",11586710,"AMU","fict"
"relation-ship","relationship",11586915,"AMU","fict"
"relation-ship","relationship",11927608,"AN7","fict"
"relation-ship","relationship",11950650,"AN7","fict"
"reader-ship","readership",11977969,"AN8","fict"
"friend-ship","friendship",11979886,"AN8","fict"
"wor-ship","worship",11984735,"AN8","fict"
"relation-ship","relationship",12325637,"ANL","fict"
"relation-ship","relationship",12330913,"ANL","fict"
"friend-ship","friendships",12334209,"ANL","fict"
"friend-ship","friendship",12335313,"ANL","fict"
"reader-ship","readership",12359532,"ANL","fict"
"relation-ship","relationship",12364860,"ANL","fict"
"relation-ship","relationship",12367428,"ANL","fict"
"relation-ship","relationship",12370663,"ANL","fict"
"relation-ship","relationship",12371080,"ANL","fict"
"partner-ship","partnership",12373993,"ANL","fict"
"receiver-ship","Receiverships",12657575,"ANY","fict"
"relation-ship","relationship",12658453,"ANY","fict"
"scholar-ship","scholarship",12660904,"ANY","fict"
"president-ship","Vice-Presidentship",12661944,"ANY","fict"
"student-ship","Studentship",12662171,"ANY","fict"
"scholar-ship","scholarship",12662500,"ANY","fict"
"lecture-ship","lectureship",12662809,"ANY","fict"
"relation-ship","relationship",12663121,"ANY","fict"
"fellow-ship","fellowship",12663257,"ANY","fict"
"friend-ship","friendships",12663394,"ANY","fict"
"fellow-ship","fellowship",12664169,"ANY","fict"
"lecture-ship","lectureships",12664372,"ANY","fict"
"lecture-ship","lectureship",12664686,"ANY","fict"
"relation-ship","relationship",12665490,"ANY","fict"
"relation-ship","relationship",12665501,"ANY","fict"
"relation-ship","relationship",12666069,"ANY","fict"
"relation-ship","relationships",12666367,"ANY","fict"
"companion-ship","companionship",12666812,"ANY","fict"
"companion-ship","companionship",12667091,"ANY","fict"
"relation-ship","relationship",12667099,"ANY","fict"
"relation-ship","relationship",12667621,"ANY","fict"
"companion-ship","companionship",12667649,"ANY","fict"
"relation-ship","relationship",12667724,"ANY","fict"
"scholar-ship","scholarship",12667882,"ANY","fict"
"workman-ship","workmanship",12697329,"ANY","fict"
"friend-ship","friendships",13059782,"APM","fict"
"relation-ship","relationship",13060037,"APM","fict"
"wor-ship","worship",13068069,"APM","fict"
"relation-ship","relationship",13069272,"APM","fict"
"wor-ship","worship",13069493,"APM","fict"
"friend-ship","friendship",13089992,"APM","fict"
"friend-ship","friendship",13092251,"APM","fict"
"scholar-ship","scholarship",13092716,"APM","fict"
"scholar-ship","Scholarship",13174703,"APR","fict"
"scholar-ship","scholarship",13179855,"APR","fict"
"owner-ship","ownership",13183505,"APR","fict"
"scholar-ship","scholarship",13192758,"APR","fict"
"scholar-ship","scholarship",13192783,"APR","fict"
"scholar-ship","scholarship",13209363,"APR","fict"
"friend-ship","friendship",13211296,"APR","fict"
"scholar-ship","scholarship",13211894,"APR","fict"
"relation-ship","relationship",13307232,"APU","fict"
"relation-ship","relationship",13307244,"APU","fict"
"relation-ship","relationship",13312892,"APU","fict"
"friend-ship","friendship",13315834,"APU","fict"
"scholar-ship","scholarship",13325696,"APU","fict"
"relation-ship","relationship",13328679,"APU","fict"
"relation-ship","relationship",13329470,"APU","fict"
"court-ship","courtship",13330632,"APU","fict"
"relation-ship","relationship",13333104,"APU","fict"
"relation-ship","relationship",13336259,"APU","fict"
"seaman-ship","seamanship",13337171,"APU","fict"
"companion-ship","companionship",13338203,"APU","fict"
"citizen-ship","citizenship",13339421,"APU","fict"
"relation-ship","relationship",13339926,"APU","fict"
"member-ship","membership",13340050,"APU","fict"
"friend-ship","friendship",13340589,"APU","fict"
"leader-ship","leadership",13345265,"APU","fict"
"lord-ship","lordship",13387666,"APW","fict"
"chieftain-ship","chieftainship",13389130,"APW","fict"
"friend-ship","friendship",13389857,"APW","fict"
"friend-ship","friendship",13397419,"APW","fict"
"chief-ship","chiefship",13414585,"APW","fict"
"friend-ship","friendship",13416438,"APW","fict"
"friend-ship","friendship",13427562,"APW","fict"
"apprentice-ship","apprenticeship",13520692,"AR2","fict"
"relation-ship","relationship",13527057,"AR2","fict"
"relation-ship","relationship",13550846,"AR3","fict"
"lord-ship","lordship",13552533,"AR3","fict"
"member-ship","membership",13556493,"AR3","fict"
"member-ship","Membership",13556625,"AR3","fict"
"member-ship","membership",13556714,"AR3","fict"
"member-ship","membership",13556749,"AR3","fict"
"member-ship","membership",13556968,"AR3","fict"
"relation-ship","relationship",13563164,"AR3","fict"
"lord-ship","lordship",13565603,"AR3","fict"
"relation-ship","relationship",13566850,"AR3","fict"
"lord-ship","lordship",13567234,"AR3","fict"
"lord-ship","lordship",13567306,"AR3","fict"
"lord-ship","lordship",13567330,"AR3","fict"
"lord-ship","lordship",13567395,"AR3","fict"
"lord-ship","lordship",13567832,"AR3","fict"
"lord-ship","lordship",13567951,"AR3","fict"
"lord-ship","lordship",13568078,"AR3","fict"
"lord-ship","lordship",13568127,"AR3","fict"
"lord-ship","lordship",13568900,"AR3","fict"
"lord-ship","lordship",13571177,"AR3","fict"
"friend-ship","friendship",13571246,"AR3","fict"
"friend-ship","friendship",13571288,"AR3","fict"
"lord-ship","lordship",13571389,"AR3","fict"
"lord-ship","lordship",13571420,"AR3","fict"
"lord-ship","lordship",13571588,"AR3","fict"
"lord-ship","lordship",13571729,"AR3","fict"
"lord-ship","lordship",13572218,"AR3","fict"
"lord-ship","lordship",13572268,"AR3","fict"
"lord-ship","lordship",13572317,"AR3","fict"
"lord-ship","lordship",13572379,"AR3","fict"
"lord-ship","lordship",13572415,"AR3","fict"
"lord-ship","lordship",13572508,"AR3","fict"
"lord-ship","lordship",13572586,"AR3","fict"
"lord-ship","lordship",13572690,"AR3","fict"
"lord-ship","lordship",13572734,"AR3","fict"
"lord-ship","lordship",13572824,"AR3","fict"
"lord-ship","lordship",13572903,"AR3","fict"
"lord-ship","lordship",13573055,"AR3","fict"
"lord-ship","lordship",13573114,"AR3","fict"
"lord-ship","lordship",13573378,"AR3","fict"
"lord-ship","lordship",13573449,"AR3","fict"
"lord-ship","lordship",13573546,"AR3","fict"
"lord-ship","lordship",13573801,"AR3","fict"
"relation-ship","relationship",13574944,"AR3","fict"
"lord-ship","lordship",13575074,"AR3","fict"
"lord-ship","lordship",13575166,"AR3","fict"
"lord-ship","lordship",13575269,"AR3","fict"
"lord-ship","lordship",13575403,"AR3","fict"
"lord-ship","lordship",13575846,"AR3","fict"
"lord-ship","lordship",13576201,"AR3","fict"
"lord-ship","lordship",13577058,"AR3","fict"
"lord-ship","lordship",13577126,"AR3","fict"
"lord-ship","lordship",13577658,"AR3","fict"
"friend-ship","friendship",13579089,"AR3","fict"
"lord-ship","lordship",13579284,"AR3","fict"
"lord-ship","lordship",13579333,"AR3","fict"
"lord-ship","lordship",13579642,"AR3","fict"
"lord-ship","lordship",13579716,"AR3","fict"
"hard-ship","hardships",13580315,"AR3","fict"
"lord-ship","lordship",13580838,"AR3","fict"
"lord-ship","lordship",13580886,"AR3","fict"
"lord-ship","lordship",13580927,"AR3","fict"
"lord-ship","lordship",13580952,"AR3","fict"
"lord-ship","lordship",13581126,"AR3","fict"
"lord-ship","lordship",13581220,"AR3","fict"
"lord-ship","lordship",13582045,"AR3","fict"
"friend-ship","friendship",13582085,"AR3","fict"
"lord-ship","lordship",13582173,"AR3","fict"
"lord-ship","lordship",13582199,"AR3","fict"
"lord-ship","lordship",13582848,"AR3","fict"
"lord-ship","lordship",13583367,"AR3","fict"
"lord-ship","lordship",13583666,"AR3","fict"
"lord-ship","lordship",13583889,"AR3","fict"
"lord-ship","lordship",13584013,"AR3","fict"
"lord-ship","lordship",13584186,"AR3","fict"
"lord-ship","lordship",13584991,"AR3","fict"
"relation-ship","relationship",14093930,"ARK","fict"
"relation-ship","relationship",14103108,"ARK","fict"
"relation-ship","relationship",14103209,"ARK","fict"
"member-ship","membership",14520986,"AS7","fict"
"member-ship","membership",14522569,"AS7","fict"
"wor-ship","worship",14536443,"AS7","fict"
"owner-ship","ownership",14536449,"AS7","fict"
"hard-ship","hardship",14686600,"ASD","fict"
"wor-ship","worship",14689974,"ASD","fict"
"relation-ship","relationship",14692823,"ASD","fict"
"relation-ship","relationship",14694691,"ASD","fict"
"friend-ship","friendships",14696149,"ASD","fict"
"friend-ship","friendship",14710589,"ASD","fict"
"companion-ship","companionship",14717197,"ASE","fict"
"friend-ship","friendship",14721699,"ASE","fict"
"companion-ship","companionship",14721967,"ASE","fict"
"hard-ship","hardship",14721974,"ASE","fict"
"wor-ship","worship",14725938,"ASE","fict"
"relation-ship","relationship",14728106,"ASE","fict"
"acquaintance-ship","acquaintanceship",14729260,"ASE","fict"
"companion-ship","companionship",14730587,"ASE","fict"
"friend-ship","friendships",14742784,"ASE","fict"
"partner-ship","partnership",14744642,"ASE","fict"
"owner-ship","ownership",14747505,"ASE","fict"
"friend-ship","friendship",14749495,"ASE","fict"
"friend-ship","friendship",14749504,"ASE","fict"
"hard-ship","hardship",14935037,"ASN","fict"
"friend-ship","friendships",14936546,"ASN","fict"
"friend-ship","friendship",14939633,"ASN","fict"
"relation-ship","relationship",14959683,"ASN","fict"
"friend-ship","friendship",14976992,"ASN","fict"
"wor-ship","worship",15041499,"ASS","fict"
"relation-ship","relationship",15041955,"ASS","fict"
"relation-ship","relationship",15042107,"ASS","fict"
"relation-ship","relationship",15043057,"ASS","fict"
"court-ship","courtship",15045690,"ASS","fict"
"court-ship","courtship",15045698,"ASS","fict"
"partner-ship","partnership",15047558,"ASS","fict"
"relation-ship","relationship",15050780,"ASS","fict"
"relation-ship","relationship",15063251,"ASS","fict"
"relation-ship","relationship",15066901,"ASS","fict"
"champion-ship","championship",15317126,"AT4","fict"
"owner-ship","ownership",15340724,"AT4","fict"
"lord-ship","lordship",15425670,"AT7","fict"
"lord-ship","lordship",15425699,"AT7","fict"
"lecture-ship","lectureship",15566324,"ATE","fict"
"wor-ship","worship",17119667,"B1C","fict"
"wor-ship","worship",17121466,"B1C","fict"
"wor-ship","worship",17122212,"B1C","fict"
"wor-ship","worship",17122532,"B1C","fict"
"owner-ship","ownership",17703036,"B1X","fict"
"friend-ship","friendships",17704763,"B1X","fict"
"hard-ship","hardship",17713995,"B1X","fict"
"wor-ship","worship",17715438,"B1X","fict"
"leader-ship","leadership",17717127,"B1X","fict"
"comrade-ship","comradeship",17793293,"B20","fict"
"hard-ship","hardship",19264492,"B3J","fict"
"craft(s)man-ship","craftsmanship",19283223,"B3J","fict"
"friend-ship","Friendships",21188923,"BMN","fict"
"lord-ship","Lordships",21192418,"BMN","fict"
"relation-ship","relationships",21198163,"BMN","fict"
"relation-ship","relationship",21198931,"BMN","fict"
"friend-ship","friendship",21208130,"BMN","fict"
"craft(s)man-ship","craftsmanship",21210757,"BMN","fict"
"lord-ship","Lordship",21213611,"BMN","fict"
"lord-ship","Lordship",21214330,"BMN","fict"
"lord-ship","Lordship",21214343,"BMN","fict"
"lord-ship","Lordship",21214810,"BMN","fict"
"lord-ship","Lordship",21221106,"BMN","fict"
"steward-ship","stewardship",21221797,"BMN","fict"
"lord-ship","Lordship",21225078,"BMN","fict"
"lord-ship","Lordship",21225573,"BMN","fict"
"lord-ship","Lordship",21225811,"BMN","fict"
"relation-ship","relationship",21228401,"BMN","fict"
"relation-ship","relationship",21261542,"BMR","fict"
"relation-ship","relationship",21262589,"BMR","fict"
"one-upman-ship","one-upmanship",21264207,"BMR","fict"
"relation-ship","relationship",21267135,"BMR","fict"
"relation-ship","relationship",21267674,"BMR","fict"
"relation-ship","relationship",21268757,"BMR","fict"
"relation-ship","relationship",21272048,"BMR","fict"
"relation-ship","relationship",21272479,"BMR","fict"
"relation-ship","relationship",21273467,"BMR","fict"
"relation-ship","relationship",21281526,"BMR","fict"
"relation-ship","relationship",21281690,"BMR","fict"
"relation-ship","relationship",21287783,"BMR","fict"
"relation-ship","relationship",21288327,"BMR","fict"
"court-ship","courtship",21290356,"BMR","fict"
"gamesman-ship","gamesmanship",21292050,"BMR","fict"
"friend-ship","friendship",21299703,"BMR","fict"
"member-ship","Membership",21333540,"BMS","fict"
"friend-ship","Friendship",21394146,"BMU","fict"
"partner-ship","partnership",21425679,"BMU","fict"
"friend-ship","friendship",21429021,"BMU","fict"
"relation-ship","relationship",21498871,"BMW","fict"
"relation-ship","relationship",21508021,"BMW","fict"
"friend-ship","friendship",21528031,"BMW","fict"
"relation-ship","relationship",21528215,"BMW","fict"
"friend-ship","friendship",21528226,"BMW","fict"
"comrade-ship","comradeship",21551149,"BMX","fict"
"companion-ship","companionship",21553614,"BMX","fict"
"companion-ship","companionship",21554145,"BMX","fict"
"leader-ship","leadership",21564526,"BMX","fict"
"relation-ship","relationship",21565388,"BMX","fict"
"friend-ship","friendship",21619611,"BN1","fict"
"friend-ship","friendship",21620122,"BN1","fict"
"horseman-ship","horsemanship",21622085,"BN1","fict"
"relation-ship","relationship",21633559,"BN1","fict"
"relation-ship","relationships",21648204,"BN1","fict"
"friend-ship","friendship",21649245,"BN1","fict"
"friend-ship","friendships",21654974,"BN1","fict"
"relation-ship","relationship",21654981,"BN1","fict"
"friend-ship","friendship",21659702,"BN1","fict"
"apprentice-ship","apprenticeships",22031466,"BNC","fict"
"court-ship","courtship",22648986,"BP0","fict"
"partner-ship","partnership",22665707,"BP0","fict"
"partner-ship","partnership",22665755,"BP0","fict"
"lord-ship","lordship",22686203,"BP0","fict"
"friend-ship","friendship",22708135,"BP1","fict"
"relation-ship","relationship",22709221,"BP1","fict"
"wor-ship","worship",22711722,"BP1","fict"
"governor-ship","Governorship",22724088,"BP1","fict"
"lord-ship","lordship",22849376,"BP7","fict"
"relation-ship","relationship",22851025,"BP7","fict"
"friend-ship","friendship",22861427,"BP7","fict"
"friend-ship","friendship",22863372,"BP7","fict"
"relation-ship","relationship",22872453,"BP7","fict"
"relation-ship","relationship",22881592,"BP7","fict"
"wor-ship","worship",22884557,"BP8","fict"
"librarian-ship","librarianship",22886963,"BP8","fict"
"relation-ship","relationship",22894316,"BP8","fict"
"member-ship","membership",22895552,"BP8","fict"
"relation-ship","Relationships",22902551,"BP8","fict"
"relation-ship","relationship",22902595,"BP8","fict"
"friend-ship","friendship",22909283,"BP8","fict"
"friend-ship","friendship",22909304,"BP8","fict"
"relation-ship","relationship",22909810,"BP8","fict"
"friend-ship","friendship",22916335,"BP8","fict"
"member-ship","membership",22916373,"BP8","fict"
"friend-ship","friendship",22929221,"BP9","fict"
"acquaintance-ship","acquaintanceship",22936207,"BP9","fict"
"acquaintance-ship","acquaintanceship",22940384,"BP9","fict"
"acquaintance-ship","acquaintanceship",22943173,"BP9","fict"
"acquaintance-ship","acquaintanceship",22950206,"BP9","fict"
"friend-ship","friendship",22950239,"BP9","fict"
"relation-ship","relationship",22982455,"BPA","fict"
"relation-ship","relationship",23058141,"BPD","fict"
"hard-ship","hardship",23309802,"C85","fict"
"leader-ship","leadership",23322758,"C86","fict"
"wor-ship","worship",23328686,"C86","fict"
"wor-ship","worship",23328735,"C86","fict"
"wor-ship","worship",23328738,"C86","fict"
"member-ship","membership",23335577,"C86","fict"
"friend-ship","friendship",23558412,"C8D","fict"
"partner-ship","partnership",23559079,"C8D","fict"
"member-ship","membership",23566814,"C8D","fict"
"friend-ship","friendship",23569860,"C8D","fict"
"relation-ship","relationship",23583775,"C8D","fict"
"member-ship","membership",23588807,"C8D","fict"
"friend-ship","friendship",23589779,"C8D","fict"
"relation-ship","relationship",23598116,"C8D","fict"
"relation-ship","relationship",23599725,"C8D","fict"
"friend-ship","friendship",23615939,"C8E","fict"
"friend-ship","friendship",23636641,"C8E","fict"
"relation-ship","relationship",23930506,"C8S","fict"
"scholar-ship","scholarship",23930833,"C8S","fict"
"relation-ship","relationship",23934644,"C8S","fict"
"relation-ship","relationship",23934759,"C8S","fict"
"workman-ship","workmanship",23941456,"C8S","fict"
"workman-ship","workmanship",23950602,"C8S","fict"
"scholar-ship","scholarship",23950631,"C8S","fict"
"companion-ship","companionship",23963847,"C8T","fict"
"chairman-ship","chairmanship",23975094,"C8T","fict"
"relation-ship","relationship",23980779,"C8T","fict"
"friend-ship","friendship",23980783,"C8T","fict"
"relation-ship","relationship",23985308,"C8T","fict"
"friend-ship","friendship",23994569,"C8T","fict"
"relation-ship","relationship",23997341,"C8T","fict"
"companion-ship","companionship",23997370,"C8T","fict"
"wor-ship","worship",23999830,"C8T","fict"
"friend-ship","friendship",24000745,"C8T","fict"
"friend-ship","friendship",24000864,"C8T","fict"
"companion-ship","companionship",24000900,"C8T","fict"
"companion-ship","companionship",24000924,"C8T","fict"
"friend-ship","friendship",24001552,"C8T","fict"
"friend-ship","Friendship",24001555,"C8T","fict"
"friend-ship","friendship",24001562,"C8T","fict"
"friend-ship","friendship",24001594,"C8T","fict"
"friend-ship","friendship",24001615,"C8T","fict"
