"Token","FreqCommerce","FreqRest","c","d","GStat","Frequency"
"i","193","4090","170448","909371","542.608083176809","less"
"his","269","4357","170372","909104","436.107453434434","less"
"her","35","1483","170606","911978","304.619653472778","less"
"he","561","5935","170080","907526","288.820884388802","less"
"she","49","1529","170592","911932","268.47908927498","less"
"‘","1008","8183","169633","905278","174.723245809951","less"
"him","45","1135","170596","912326","173.061808591533","less"
"was","805","6585","169836","906876","144.904576680812","less"
"my","32","887","170609","912574","144.491962092016","less"
"police","16","661","170625","912800","134.176265250585","less"
"game","2","441","170639","913020","132.892181917501","less"
"n't","106","1508","170535","911953","126.505551961311","less"
"cup","9","506","170632","912955","115.952181203259","less"
"who","254","2587","170387","910874","114.470209294824","less"
"women","8","463","170633","912998","107.136413131815","less"
"’","896","6718","169745","906743","98.3979656090537","less"
"children","16","524","170625","912937","94.5582157027737","less"
",","6349","38528","164292","874933","92.0283784099479","less"
"league","8","389","170633","913072","84.5395763122176","less"
"club","22","552","170619","912909","83.8087809343577","less"
"play","13","441","170628","913020","81.147497929395","less"
"saturday","4","298","170637","913163","74.3397906038479","less"
"hospital","6","327","170635","913134","74.1228491628335","less"
"minutes","4","297","170637","913164","74.0238738512158","less"
"season","16","449","170625","913012","73.7210124691646","less"
"players","7","337","170634","913124","72.9515576831899","less"
"me","33","603","170608","912858","69.0783046084847","less"
"!","7","322","170634","913139","68.4428103466085","less"
"when","201","1867","170440","911594","64.0203790150053","less"
"party","17","414","170624","913047","61.4519685094823","less"
"man","36","597","170605","912864","61.3113955144994","less"
"england","35","577","170606","912884","58.8380195499235","less"
"ball","2","216","170639","913245","58.6432257676984","less"
"had","342","2773","170299","910688","58.6053161807967","less"
"goal","4","246","170637","913215","58.0464304026288","less"
"goals","0","168","170641","913293","57.550438729237","less"
"night","57","755","170584","912706","56.6903115941463","less"
"injury","1","189","170640","913272","55.9536988342991","less"
"v","0","162","170641","913299","55.4948983901236","less"
"you","165","1551","170476","911910","55.1017975837704","less"
"what","98","1059","170543","912402","53.8816077501667","less"
"liverpool","14","352","170627","913109","53.5177332385234","less"
"church","7","273","170634","913188","53.938519045052","less"
"'ll","2","198","170639","913263","52.8227833312489","less"
"know","21","419","170620","913042","52.4373234862285","less"
"match","8","278","170633","913183","51.8179706523957","less"
"'m","11","310","170630","913151","51.0362721774273","less"
"am","7","257","170634","913204","49.2912919454008","less"
"men","16","359","170625","913102","49.902337157634","less"
"mother","2","184","170639","913277","48.3182473572758","less"
"woman","6","242","170635","913219","48.574281214867","less"
"race","4","212","170637","913249","47.5775208124086","less"
"here","19","372","170622","913089","45.7112564067874","less"
"old","30","473","170611","912988","45.6341093098893","less"
"?","63","741","170578","912720","45.0285870733038","less"
"championship","0","128","170641","913333","43.8470708887821","less"
"home","67","763","170574","912698","43.4575884030969","less"
"win","20","371","170621","913090","43.1715415187802","less"
"world","68","769","170573","912692","43.1703302106067","less"
"murder","0","126","170641","913335","43.1619169753937","less"
"cricket","0","125","170641","913336","42.8193405358528","less"
"alton","3","182","170638","913279","42.7579094386661","less"
"troops","0","124","170641","913337","42.4767644407248","less"
"played","5","208","170636","913253","42.3417738636513","less"
"injured","0","123","170641","913338","42.1341886905415","less"
"'d","3","177","170638","913284","41.2107220325817","less"
"parents","7","228","170634","913233","41.0082140002373","less"
"never","22","377","170619","913084","40.2277167985651","less"
"violence","0","116","170641","913345","39.7361680908814","less"
"do","138","1250","170503","912211","39.6108443155629","less"
"st","11","266","170630","913195","39.2660513004101","less"
"told","40","526","170601","912935","39.0235849225997","less"
"football","6","208","170635","913253","38.7187977615223","less"
"un","0","113","170641","913348","38.7084501476331","less"
"sex","0","112","170641","913349","38.3658781892603","less"
"test","5","194","170636","913267","38.2337353905752","less"
"essex","2","152","170639","913309","38.1151311552181","less"
"sport","0","111","170641","913350","38.0233065757728","less"
"died","4","180","170637","913281","37.9103323672047","less"
"theatre","4","178","170637","913283","37.3135596500085","less"
"did","59","662","170582","912799","36.5525563374191","less"
"mr.","0","106","170641","913355","36.3104536779469","less"
"rugby","1","129","170640","913332","36.1599491859956","less"
"playing","10","243","170631","913218","36.0051392931748","less"
"arsenal","0","104","170641","913357","35.6253149316638","less"
"them","121","1099","170520","912362","35.1249911036691","less"
"wimbledon","0","102","170641","913359","34.9401775641659","less"
"they","413","2977","170228","910484","34.7009206732608","less"
"right","36","470","170605","912991","34.4549020605699","less"
"leg","0","100","170641","913361","34.2550415757776","less"
"referee","0","100","170641","913361","34.2550415757776","less"
"love","6","192","170635","913269","34.1837129086255","less"
"himself","9","224","170632","913237","33.7973311260742","less"
"film","4","166","170637","913295","33.7545059090825","less"
"trip","0","98","170641","913363","33.5699069660876","less"
"steve","4","165","170637","913296","33.4596866665941","less"
"racing","0","97","170641","913364","33.2273401779868","less"
"dance","0","97","170641","913364","33.2273401779868","less"
"girl","0","99","170641","913362","33.912474098431","less"
"gazza","0","95","170641","913366","32.5422076366381","less"
"player","6","184","170635","913277","31.9457502654052","less"
"souness","0","93","170641","913368","31.8570764737711","less"
"school","29","396","170612","913065","31.1993816319352","less"
"wigan","0","91","170641","913370","31.1719466897099","less"
"'ve","25","362","170616","913099","31.1267412797986","less"
"incident","0","92","170641","913369","31.514511409482","less"
"israel","0","92","170641","913369","31.514511409482","less"
"like","89","845","170552","912616","30.8904238119662","less"
"ambulance","0","90","170641","913371","30.8293823147839","less"
"so","134","1152","170507","912309","30.5536131561871","less"
"title","5","167","170636","913294","30.4620965289574","less"
"friend","0","88","170641","913373","30.1442545987563","less"
"everton","0","88","170641","913373","30.1442545987563","less"
"crime","1","109","170640","913352","29.6440167516756","less"
"white","12","238","170629","913223","29.6109308046138","less"
"two","197","1558","170444","911903","29.4994867400872","less"
"doctors","0","86","170641","913375","29.4591282617235","less"
"dr","9","207","170632","913254","29.3650829280123","less"
"fans","4","151","170637","913310","29.3640467165518","less"
"wife","11","227","170630","913234","29.3168642797687","less"
"god","0","84","170641","913377","28.7740033034772","less"
"belfast","1","106","170640","913355","28.6718711075106","less"
"graham","10","214","170631","913247","28.5574509164372","less"
"clough","0","83","170641","913378","28.4314413412863","less"
"sheffield","2","121","170639","913340","28.4009421891482","less"
"leaders","4","147","170637","913314","28.2056833968859","less"
"kevin","3","134","170638","913327","28.1334821450801","less"
"skipper","0","82","170641","913379","28.0888797240118","less"
":","542","3675","170099","909786","28.0752492785849","less"
"away","30","391","170611","913070","28.580654526977","less"
"killed","3","133","170638","913328","27.8353549598964","less"
"forest","3","133","170638","913328","27.8353549598964","less"
"won","19","293","170622","913168","27.4642933258795","less"
"fight","6","167","170635","913294","27.2656762438123","less"
"all","236","1784","170405","911677","27.1478330312015","less"
"spurs","0","79","170641","913382","27.0611969398289","less"
"colchester","0","79","170641","913382","27.0611969398289","less"
"champions","0","79","170641","913382","27.0611969398289","less"
"we","322","2320","170319","911141","26.9504178642772","less"
"minute","2","116","170639","913345","26.8554828564361","less"
"inside","1","100","170640","913361","26.7324454943993","less"
"davies","1","100","170640","913361","26.7324454943993","less"
"ballet","0","78","170641","913383","26.7186367009712","less"
"kinnock","1","99","170640","913362","26.4098801954913","less"
"military","1","99","170640","913362","26.4098801954913","less"
"seconds","0","77","170641","913384","26.3760768070262","less"
"place","32","394","170609","913067","26.0884160456602","less"
"tries","0","76","170641","913385","26.0335172576635","less"
"soldiers","0","76","170641","913385","26.0335172576635","less"
"striker","4","139","170637","913322","25.9066020224483","less"
"education","9","193","170632","913268","25.8018405749004","less"
"scored","3","126","170638","913335","25.7580500161808","less"
"young","32","392","170609","913069","25.7163156610594","less"
"tonight","2","112","170639","913349","25.6243556884986","less"
"death","8","182","170633","913279","25.5878542500039","less"
"lawrence","0","74","170641","913387","25.3483991929628","less"
"fa","2","111","170639","913350","25.3173444908734","less"
"shot","11","210","170630","913251","25.1636463752172","less"
"medical","1","95","170640","913366","25.1216846268667","less"
"great","39","443","170602","913018","25.0918926411495","less"
"mansell","0","73","170641","913388","25.0058406779779","less"
"musical","0","73","170641","913388","25.0058406779779","less"
"behind","16","255","170625","913206","24.9360016961891","less"
"stolen","1","94","170640","913367","24.8001737385237","less"
"farnham","0","72","170641","913389","24.6632825072181","less"
"beat","6","157","170635","913304","24.5674724939265","less"
"many","78","722","170563","912739","24.4725275044132","less"
"concert","0","71","170641","913390","24.3207246812912","less"
"mrs.","0","71","170641","913390","24.3207246812912","less"
"parish","1","92","170640","913369","24.1578297429683","less"
"sense","2","109","170639","913352","24.704285650248","less"
"evening","5","145","170636","913316","24.315750256312","less"
"haslemere","0","70","170641","913391","23.9781672000693","less"
"sexual","0","70","170641","913391","23.9781672000693","less"
"visit","4","132","170637","913329","23.9159839633026","less"
"try","11","204","170630","913257","23.7294975034049","less"
"army","4","131","170637","913330","23.6333426932627","less"
"taylor","12","212","170629","913249","23.4083947075996","less"
"dead","3","118","170638","913343","23.4063115454006","less"
"defender","0","68","170641","913393","23.2930532715868","less"
"brother","0","67","170641","913394","22.9504968242488","less"
"career","5","140","170636","913321","22.9477808393667","less"
"sunday","13","219","170628","913242","22.9071537164653","less"
"driving","3","116","170638","913345","22.8224492331955","less"
"hampshire","2","102","170639","913359","22.5693379163766","less"
"miles","7","159","170634","913302","22.3248887681972","less"
"jack","2","101","170639","913360","22.2657993779418","less"
"scene","2","101","170639","913360","22.2657993779418","less"
"trainer","0","65","170641","913396","22.2653849640849","less"
"crews","0","65","170641","913396","22.2653849640849","less"
"defeat","3","114","170638","913347","22.2403271782791","less"
"road","46","478","170595","912983","22.1826754642439","less"
"campaign","11","197","170630","913264","22.0792460889992","less"
"child","13","215","170628","913246","22.0022858165945","less"
"judge","2","100","170639","913361","21.9626457069808","less"
"boy","4","125","170637","913336","21.9472486661468","less"
"miss","4","125","170637","913336","21.9472486661468","less"
"actor","0","64","170641","913397","21.9228295507004","less"
"catholic","0","64","170641","913397","21.9228295507004","less"
"champion","7","157","170634","913304","21.8131432946513","less"
"very","72","660","170569","912801","21.7068596216652","less"
"fire","7","156","170634","913305","21.5580833301546","less"
"finished","3","111","170638","913350","21.3705408746414","less"
"and","3288","19169","167353","894292","21.2849292815955","less"
"student","1","83","170640","913378","21.2795025179781","less"
"must","43","450","170598","913011","21.2415498201929","less"
"side","32","371","170609","913090","21.905346106028","less"
"tennis","0","62","170641","913399","21.237719758437","less"
"southampton","0","62","170641","913399","21.237719758437","less"
"their","389","2650","170252","910811","20.9749858773558","less"
"blood","1","82","170640","913379","20.9610397138289","less"
"knee","0","61","170641","913400","20.8951653792024","less"
"lake","0","61","170641","913400","20.8951653792024","less"
"friends","6","143","170635","913318","20.8703867525662","less"
"festival","4","121","170637","913340","20.8330195843514","less"
"human","4","120","170637","913341","20.5557645372599","less"
"clarke","7","152","170634","913309","20.5434231681283","less"
"always","22","284","170619","913177","20.4269344570312","less"
"tour","9","171","170632","913290","20.3913025726048","less"
"captain","3","107","170638","913354","20.2175116505807","less"
"trophy","0","59","170641","913402","20.2100576551569","less"
"plays","0","59","170641","913402","20.2100576551569","less"
"camp","0","59","170641","913402","20.2100576551569","less"
"anfield","0","59","170641","913402","20.2100576551569","less"
"trial","2","94","170639","913367","20.1522511715467","less"
"victim","2","94","170639","913367","20.1522511715467","less"
"went","30","345","170611","913116","20.0395011484739","less"
"crowd","1","80","170640","913381","20.325004037019","less"
"harry","1","79","170640","913382","20.0074459495908","less"
"hoover","0","58","170641","913403","19.8675043097875","less"
"colin","4","117","170637","913344","19.7272633085812","less"
"spot","1","78","170640","913383","19.6902046878106","less"
"not","481","3179","170160","910282","19.6059636440293","less"
"jones","12","195","170629","913266","19.5336127214719","less"
"violent","0","57","170641","913404","19.5249513093927","less"
"abuse","0","57","170641","913404","19.5249513093927","less"
"religious","0","57","170641","913404","19.5249513093927","less"
"williams","4","116","170637","913345","19.4522147124071","less"
"one","280","1967","170361","911494","19.4133528577666","less"
"rome","0","56","170641","913405","19.1823986535417","less"
"armed","0","56","170641","913405","19.1823986535417","less"
"that","1046","6458","169595","907003","19.0873489520719","less"
"hero","1","76","170640","913385","19.0567054185753","less"
"injuries","1","76","170640","913385","19.0567054185753","less"
"scoring","1","76","170640","913385","19.0567054185753","less"
"marriage","1","76","170640","913385","19.0567054185753","less"
"got","39","410","170602","913051","19.563447751526","less"
"team","48","472","170593","912989","19.0238827701405","less"
"nigel","9","166","170632","913295","19.198814145684","less"
"lions","0","55","170641","913406","18.8398463423097","less"
"keegan","0","55","170641","913406","18.8398463423097","less"
"championships","0","55","170641","913406","18.8398463423097","less"
"female","0","55","170641","913406","18.8398463423097","less"
"uefa","0","55","170641","913406","18.8398463423097","less"
"rangers","0","55","170641","913406","18.8398463423097","less"
"keeper","0","55","170641","913406","18.8398463423097","less"
"series","6","135","170635","913326","18.8061625790077","less"
"princess","1","75","170640","913386","18.7404646078927","less"
"justice","3","101","170638","913360","18.5034779707182","less"
"social","17","233","170624","913228","18.4605624113017","less"
"girls","1","74","170640","913387","18.4245750495392","less"
"clubs","4","112","170637","913349","18.3578710955365","less"
"—","401","2682","170240","910779","18.3189807917803","less"
"tried","7","143","170634","913318","18.2951171913631","less"
"peace","3","100","170638","913361","18.2197439256411","less"
"clash","1","73","170640","913388","18.1090462290008","less"
"hair","0","53","170641","913408","18.154742754181","less"
"chelmsford","0","53","170641","913408","18.154742754181","less"
"bosnia","0","53","170641","913408","18.154742754181","less"
"yards","0","53","170641","913408","18.154742754181","less"
"why","23","279","170618","913182","17.9734212995346","less"
"baby","3","99","170638","913362","17.9365927776411","less"
"crown","3","99","170638","913362","17.9365927776411","less"
"horse","3","99","170638","913362","17.9365927776411","less"
"nothing","17","230","170624","913231","17.8580009483854","less"
"user","0","52","170641","913409","17.8121914770044","less"
"democracy","0","52","170641","913409","17.8121914770044","less"
"0","0","52","170641","913409","17.8121914770044","less"
"warrington","0","52","170641","913409","17.8121914770044","less"
"jury","0","52","170641","913409","17.8121914770044","less"
"charity","1","72","170640","913389","17.7938880205372","less"
"lives","6","131","170635","913330","17.7889146705697","less"
"son","6","130","170635","913331","17.5362507742944","less"
"patients","1","71","170640","913390","17.4791107104868","less"
"tests","1","71","170640","913390","17.4791107104868","less"
"opera","0","51","170641","913410","17.4696405446467","less"
"booked","0","51","170641","913410","17.4696405446467","less"
"wearing","0","51","170641","913410","17.4696405446467","less"
"ian","18","236","170623","913225","17.4194119145531","less"
"matches","3","97","170638","913364","17.3720861430237","less"
"music","17","227","170624","913234","17.2608293914609","less"
"really","19","243","170622","913218","17.2029497287626","less"
"elections","0","50","170641","913411","17.1270899567774","less"
"eubank","0","50","170641","913411","17.1270899567774","less"
"israeli","0","50","170641","913411","17.1270899567774","less"
"van","0","50","170641","913411","17.1270899567774","less"
"tottenham","0","50","170641","913411","17.1270899567774","less"
"chris","10","168","170631","913293","17.515394746821","less"
"attack","10","168","170631","913293","17.515394746821","less"
"care","10","168","170631","913293","17.515394746821","less"
"four","61","549","170580","912912","17.029353275387","less"
"doctor","1","69","170640","913392","16.8507421287633","less"
"something","22","265","170619","913196","16.8485084560678","less"
"draw","5","117","170636","913344","16.8291839234261","less"
"with","922","5691","169719","907770","16.7505805745241","less"
"born","1","68","170640","913393","16.5371737035001","less"
"beaten","1","68","170640","913393","16.5371737035001","less"
"beach","1","68","170640","913393","16.5371737035001","less"
"disease","1","68","170640","913393","16.5371737035001","less"
"hours","17","223","170624","913238","16.4732247716028","less"
"jockey","0","48","170641","913413","16.4419898153394","less"
"ham","0","48","170641","913413","16.4419898153394","less"
"blackburn","0","48","170641","913413","16.4419898153394","less"
"article","0","48","170641","913413","16.4419898153394","less"
"dalglish","0","48","170641","913413","16.4419898153394","less"
"husband","7","135","170634","913326","16.3409015630588","less"
"course","24","277","170617","913184","16.2067730383694","less"
"premier","4","104","170637","913357","16.1995060079697","less"
"'s","1312","7901","169329","905560","16.1790590022304","less"
"ankle","0","47","170641","913414","16.0994402612365","less"
"valenzuela","0","47","170641","913414","16.0994402612365","less"
"everything","5","116","170636","913345","16.570666285884","less"
"spanish","0","49","170641","913412","16.78453971365","less"
"robson","0","49","170641","913412","16.78453971365","less"
"ladies","0","49","170641","913412","16.78453971365","less"
"arts","6","127","170635","913334","16.78237521935","less"
"left","45","430","170596","913031","16.006353794374","less"
"rovers","1","66","170640","913395","15.9113295232212","less"
"beautiful","1","66","170640","913395","15.9113295232212","less"
"pair","1","66","170640","913395","15.9113295232212","less"
"francis","1","66","170640","913395","15.9113295232212","less"
"use","28","305","170613","913156","15.7884448130414","less"
"fitness","0","46","170641","913415","15.7568910521519","less"
"vinny","0","46","170641","913415","15.7568910521519","less"
"unbeaten","0","46","170641","913415","15.7568910521519","less"
"paul","27","297","170614","913164","15.7096933218937","less"
"driver","4","102","170637","913359","15.6667873966316","less"
"daughter","4","102","170637","913359","15.6667873966316","less"
"health","30","319","170611","913142","15.6326955891933","less"
"junior","1","65","170640","913396","15.5990798002943","less"
"face","20","242","170621","913219","15.5166124987767","less"
"soldier","0","45","170641","913416","15.4143421876793","less"
"gang","0","45","170641","913416","15.4143421876793","less"
"villa","2","78","170639","913383","15.4090541401639","less"
"republic","2","78","170639","913383","15.4090541401639","less"
"vote","8","140","170633","913321","15.2955083744669","less"
"trouble","5","111","170636","913350","15.2890189487961","less"
"event","7","130","170634","913331","15.1429494993734","less"
"read","3","89","170638","913372","15.1398915326802","less"
"gary","4","100","170637","913361","15.1370303862909","less"
"leeds","13","183","170628","913278","15.0980367426097","less"
"therapy","0","44","170641","913417","15.071793667818","less"
"pleaded","0","44","170641","913417","15.071793667818","less"
"shearer","0","44","170641","913417","15.071793667818","less"
"gascoigne","0","44","170641","913417","15.071793667818","less"
"crimes","0","44","170641","913417","15.071793667818","less"
"midfielder","0","44","170641","913417","15.071793667818","less"
"stuttgart","0","44","170641","913417","15.071793667818","less"
"an","448","2905","170193","910556","14.9915505718351","less"
"how","61","533","170580","912928","14.9666848419146","less"
"too","55","492","170586","912969","14.9597607156974","less"
"nottingham","2","76","170639","913385","14.8265174208863","less"
"oxford","2","76","170639","913385","14.8265174208863","less"
"round","18","222","170623","913239","14.7425772352045","less"
"does","45","421","170596","913040","14.7326016067498","less"
"prix","0","43","170641","913418","14.7292454926942","less"
"jason","0","43","170641","913418","14.7292454926942","less"
"bench","0","43","170641","913418","14.7292454926942","less"
"ira","1","62","170640","913399","14.6651892110788","less"
"then","90","723","170551","912738","14.6583775834579","less"
"days","35","349","170606","913112","14.5958438751172","less"
"seem","6","118","170635","913343","14.5603874533468","less"
"politicians","2","75","170639","913386","14.5362532114719","less"
"live","11","163","170630","913298","14.4765918029785","less"
"drive","7","127","170634","913334","14.4335259563204","less"
"president","14","188","170627","913273","14.4245442542242","less"
"out","268","1825","170373","911636","14.3901276694592","less"
"rob","0","42","170641","913419","14.3866976622562","less"
"dancing","0","42","170641","913419","14.3866976622562","less"
"liphook","0","42","170641","913419","14.3866976622562","less"
"communist","0","42","170641","913419","14.3866976622562","less"
"rape","0","42","170641","913419","14.3866976622562","less"
"portsmouth","0","42","170641","913419","14.3866976622562","less"
"crew","0","42","170641","913419","14.3866976622562","less"
"hurt","1","61","170640","913400","14.3548961402172","less"
"culture","1","61","170640","913400","14.3548961402172","less"
"dean","1","61","170640","913400","14.3548961402172","less"
"aids","1","61","170640","913400","14.3548961402172","less"
"nhs","1","61","170640","913400","14.3548961402172","less"
"father","6","117","170635","913344","14.3174310589148","less"
"chelsea","3","86","170638","913375","14.3145036229926","less"
"teachers","2","74","170639","913387","14.2466820472415","less"
"movement","2","74","170639","913387","14.2466820472415","less"
"myself","2","74","170639","913387","14.2466820472415","less"
"no","182","1299","170459","912162","14.2142040652383","less"
"officials","7","126","170634","913335","14.1986809588555","less"
"conference","9","144","170632","913317","14.1496455486926","less"
"wembley","1","60","170640","913401","14.0451323043833","less"
"winger","0","41","170641","913420","14.0441501763515","less"
"crosby","0","41","170641","913420","14.0441501763515","less"
"prisoners","0","41","170641","913420","14.0441501763515","less"
"movie","0","41","170641","913420","14.0441501763515","less"
"italian","3","85","170638","913376","14.0409196182619","less"
"art","5","107","170636","913354","14.277615892053","less"
"upon","2","73","170639","913388","13.9578225281687","less"
"village","9","143","170632","913318","13.9287390951626","less"
"(","249","1703","170392","911758","13.8790359546973","less"
")","249","1702","170392","911759","13.8093762754926","less"
"jim","3","84","170638","913377","13.7681381512023","less"
"day","71","590","170570","912871","13.7549741466651","less"
"constituency","0","40","170641","913421","13.7016030352582","less"
"reid","0","40","170641","913421","13.7016030352582","less"
"relatives","0","40","170641","913421","13.7016030352582","less"
"fergie","0","40","170641","913421","13.7016030352582","less"
"piano","0","40","170641","913421","13.7016030352582","less"
"tranmere","0","40","170641","913421","13.7016030352582","less"
"shoulder","0","40","170641","913421","13.7016030352582","less"
"sleep","0","40","170641","913421","13.7016030352582","less"
"wales","13","176","170628","913285","13.6790483036078","less"
"truth","2","72","170639","913389","13.6696940144302","less"
"royal","19","224","170622","913237","13.6681843513219","less"
"began","11","159","170630","913302","13.6350646507668","less"
"were","353","2318","170288","911143","13.4738640825336","less"
"soccer","2","71","170639","913390","13.3823166667517","less"
"jewish","0","39","170641","913422","13.3590562386969","less"
"44","0","39","170641","913422","13.3590562386969","less"
"braintree","0","39","170641","913422","13.3590562386969","less"
"heat","0","39","170641","913422","13.3590562386969","less"
"forgotten","0","39","170641","913422","13.3590562386969","less"
"dress","0","39","170641","913422","13.3590562386969","less"
"pc","0","39","170641","913422","13.3590562386969","less"
"handicap","0","39","170641","913422","13.3590562386969","less"
"memory","0","39","170641","913422","13.3590562386969","less"
"alive","0","39","170641","913422","13.3590562386969","less"
"petersfield","0","39","170641","913422","13.3590562386969","less"
"dogs","0","39","170641","913422","13.3590562386969","less"
"straight","3","82","170638","913379","13.2250590296018","less"
"glasgow","3","82","170638","913379","13.2250590296018","less"
"bit","11","157","170630","913304","13.2191480477658","less"
"population","1","57","170640","913404","13.1191970761706","less"
"nice","2","70","170639","913391","13.0957114915833","less"
"life","56","484","170585","912977","13.0766977878842","less"
"games","17","206","170624","913255","13.243881566097","less"
"olympic","0","38","170641","913423","13.0165097867426","less"
"walls","0","38","170641","913423","13.0165097867426","less"
"shooting","0","38","170641","913423","13.0165097867426","less"
"courage","0","38","170641","913423","13.0165097867426","less"
"fisher","0","38","170641","913423","13.0165097867426","less"
"ever","19","220","170622","913241","12.9548585609545","less"
"andy","3","81","170638","913380","12.9548011952006","less"
"prison","3","81","170638","913380","12.9548011952006","less"
"winner","9","138","170632","913323","12.8368647451752","less"
"foster","1","56","170640","913405","12.8117357847066","less"
"deaths","1","56","170640","913405","12.8117357847066","less"
"gavin","1","56","170640","913405","12.8117357847066","less"
"weekend","11","155","170630","913306","12.8065694435653","less"
"score","4","91","170637","913370","12.7930925264266","less"
"reality","0","37","170641","913424","12.6739636796734","less"
"barry","0","37","170641","913424","12.6739636796734","less"
"equal","0","37","170641","913424","12.6739636796734","less"
"bird","0","37","170641","913424","12.6739636796734","less"
"chapman","0","37","170641","913424","12.6739636796734","less"
"pcbs","0","37","170641","913424","12.6739636796734","less"
"priests","0","37","170641","913424","12.6739636796734","less"
"funeral","0","37","170641","913424","12.6739636796734","less"
"films","0","37","170641","913424","12.6739636796734","less"
"bobby","0","37","170641","913424","12.6739636796734","less"
"brilliant","2","68","170639","913393","12.5249062116573","less"
"leadership","2","68","170639","913393","12.5249062116573","less"
"jackson","2","68","170639","913393","12.5249062116573","less"
"lady","3","79","170638","913382","12.4169540406056","less"
"drug","3","79","170638","913382","12.4169540406056","less"
"illness","0","36","170641","913425","12.3314179170584","less"
"cruise","0","36","170641","913425","12.3314179170584","less"
"semi-finals","0","36","170641","913425","12.3314179170584","less"
"brain","0","36","170641","913425","12.3314179170584","less"
"incidents","0","36","170641","913425","12.3314179170584","less"
"knife","0","36","170641","913425","12.3314179170584","less"
"elizabeth","4","89","170637","913372","12.2819261849109","less"
"screen","1","54","170640","913407","12.1987170212434","less"
"cross","6","108","170635","913353","12.1701325695759","less"
"guilty","3","78","170638","913383","12.1494091051623","less"
"picture","4","88","170637","913373","12.0277829648981","less"
"everybody","0","35","170641","913426","11.9888724991241","less"
"writer","0","35","170641","913426","11.9888724991241","less"
"tears","0","35","170641","913426","11.9888724991241","less"
"gower","0","35","170641","913426","11.9888724991241","less"
"singing","0","35","170641","913426","11.9888724991241","less"
"innocent","0","35","170641","913426","11.9888724991241","less"
"artist","0","35","170641","913426","11.9888724991241","less"
"7.30pm","0","35","170641","913426","11.9888724991241","less"
"supporters","2","66","170639","913395","11.9574650681551","less"
"sentence","2","66","170639","913395","11.9574650681551","less"
"accused","7","116","170634","913345","11.8984616986519","less"
"reform","1","53","170640","913408","11.8932063985255","less"
"gun","1","53","170640","913408","11.8932063985255","less"
"african","3","77","170638","913384","11.8828142569609","less"
"squad","10","142","170631","913319","11.8668754860564","less"
"brian","11","150","170630","913311","11.7902843817297","less"
"fish","4","87","170637","913374","11.7746282924026","less"
"long","46","405","170595","913056","11.6732475587434","less"
"bombing","0","34","170641","913427","11.6463274259212","less"
"barbara","0","34","170641","913427","11.6463274259212","less"
"contest","0","34","170641","913427","11.6463274259212","less"
"brighton","0","34","170641","913427","11.6463274259212","less"
"thrown","0","34","170641","913427","11.6463274259212","less"
"scientific","0","34","170641","913427","11.6463274259212","less"
"offences","0","34","170641","913427","11.6463274259212","less"
"author","0","34","170641","913427","11.6463274259212","less"
"muslim","0","34","170641","913427","11.6463274259212","less"
"ground","22","235","170619","913226","11.6372135604726","less"
"condition","3","76","170638","913385","11.6171938587481","less"
"bbc","3","76","170638","913385","11.6171938587481","less"
"valley","1","52","170640","913409","11.5883950546453","less"
"patient","1","52","170640","913409","11.5883950546453","less"
"our","91","699","170550","912762","11.5226007005008","less"
"seemed","7","114","170634","913347","11.4497031734694","less"
"labour","53","450","170588","913011","11.3929611764933","less"
"story","9","131","170632","913330","11.3459079479015","less"
"contemporary","0","33","170641","913428","11.3037826973219","less"
"funny","0","33","170641","913428","11.3037826973219","less"
"pm","0","33","170641","913428","11.3037826973219","less"
"humour","0","33","170641","913428","11.3037826973219","less"
"lazio","0","33","170641","913428","11.3037826973219","less"
"visits","0","33","170641","913428","11.3037826973219","less"
"tired","0","33","170641","913428","11.3037826973219","less"
"widnes","0","33","170641","913428","11.3037826973219","less"
"symptoms","0","33","170641","913428","11.3037826973219","less"
"romantic","0","33","170641","913428","11.3037826973219","less"
"runcie","0","33","170641","913428","11.3037826973219","less"
"orchestra","0","33","170641","913428","11.3037826973219","less"
"defend","0","33","170641","913428","11.3037826973219","less"
"billy","0","33","170641","913428","11.3037826973219","less"
"millwall","0","33","170641","913428","11.3037826973219","less"
"flew","0","33","170641","913428","11.3037826973219","less"
"stole","0","33","170641","913428","11.3037826973219","less"
"organisers","0","33","170641","913428","11.3037826973219","less"
"emotional","0","33","170641","913428","11.3037826973219","less"
"moments","0","33","170641","913428","11.3037826973219","less"
"classes","1","51","170640","913410","11.2843098766157","less"
"choice","4","85","170637","913376","11.2713747361727","less"
"english","12","155","170629","913306","11.1583637024071","less"
"thing","14","171","170627","913290","11.1561202318925","less"
"book","18","201","170623","913260","10.9816279147766","less"
"pieces","1","50","170640","913411","10.9809793332511","less"
"races","1","50","170640","913411","10.9809793332511","less"
"trafford","0","32","170641","913429","10.9612383134526","less"
"embassy","0","32","170641","913429","10.9612383134526","less"
"choir","0","32","170641","913429","10.9612383134526","less"
"veteran","0","32","170641","913429","10.9612383134526","less"
"shakespeare","0","32","170641","913429","10.9612383134526","less"
"stages","0","32","170641","913429","10.9612383134526","less"
"hrt","0","32","170641","913429","10.9612383134526","less"
"interval","0","32","170641","913429","10.9612383134526","less"
"richardson","0","32","170641","913429","10.9612383134526","less"
"memories","0","32","170641","913429","10.9612383134526","less"
