"Token","FreqCommerce","FreqRest","c","d","GStat","Frequency"
"channeled","0","1","170641","913460","0.342533355313336","less"
"dicky","0","1","170641","913460","0.342533355313336","less"
"limavady","0","1","170641","913460","0.342533355313336","less"
"1,000-1","0","1","170641","913460","0.342533355313336","less"
"eye-baggage","0","1","170641","913460","0.342533355313336","less"
"5am","0","1","170641","913460","0.342533355313336","less"
"abusive","0","1","170641","913460","0.342533355313336","less"
"methodically","0","1","170641","913460","0.342533355313336","less"
"hopper","0","1","170641","913460","0.342533355313336","less"
"hoss","0","1","170641","913460","0.342533355313336","less"
"potters","0","1","170641","913460","0.342533355313336","less"
"admin","0","1","170641","913460","0.342533355313336","less"
"58-minute","0","1","170641","913460","0.342533355313336","less"
"land-based","0","1","170641","913460","0.342533355313336","less"
"puritans","0","1","170641","913460","0.342533355313336","less"
"ostensibly","0","1","170641","913460","0.342533355313336","less"
"hedingham","0","1","170641","913460","0.342533355313336","less"
"bludgeoning","0","1","170641","913460","0.342533355313336","less"
"350-year-old","0","1","170641","913460","0.342533355313336","less"
"eloisa","0","1","170641","913460","0.342533355313336","less"
"17-15","0","1","170641","913460","0.342533355313336","less"
"francesco","0","1","170641","913460","0.342533355313336","less"
"bombard","0","1","170641","913460","0.342533355313336","less"
"manse","0","1","170641","913460","0.342533355313336","less"
"rearing","0","1","170641","913460","0.342533355313336","less"
"fair-weather","0","1","170641","913460","0.342533355313336","less"
"iconoclasm","0","1","170641","913460","0.342533355313336","less"
"assemblies","0","1","170641","913460","0.342533355313336","less"
"rougvie","0","1","170641","913460","0.342533355313336","less"
"halibut","0","1","170641","913460","0.342533355313336","less"
"birkett","0","1","170641","913460","0.342533355313336","less"
"doorbell","0","1","170641","913460","0.342533355313336","less"
"rockface","0","1","170641","913460","0.342533355313336","less"
"90-odd","0","1","170641","913460","0.342533355313336","less"
"darter","0","1","170641","913460","0.342533355313336","less"
"panchaud","0","1","170641","913460","0.342533355313336","less"
"over-powering","0","1","170641","913460","0.342533355313336","less"
"blu-tack","0","1","170641","913460","0.342533355313336","less"
"6,750cc","0","1","170641","913460","0.342533355313336","less"
"jabbing","0","1","170641","913460","0.342533355313336","less"
"hufoof","0","1","170641","913460","0.342533355313336","less"
"behold","0","1","170641","913460","0.342533355313336","less"
"rushe","0","1","170641","913460","0.342533355313336","less"
"brainy","0","1","170641","913460","0.342533355313336","less"
"lordship","0","1","170641","913460","0.342533355313336","less"
"elisha","0","1","170641","913460","0.342533355313336","less"
"crookston","0","1","170641","913460","0.342533355313336","less"
"12.45pm","0","1","170641","913460","0.342533355313336","less"
"insolvently","0","1","170641","913460","0.342533355313336","less"
"8–00","0","1","170641","913460","0.342533355313336","less"
"ant","0","1","170641","913460","0.342533355313336","less"
"borrows","0","1","170641","913460","0.342533355313336","less"
"mariane","0","1","170641","913460","0.342533355313336","less"
"bruiser","0","1","170641","913460","0.342533355313336","less"
"clump","0","1","170641","913460","0.342533355313336","less"
"crust","0","1","170641","913460","0.342533355313336","less"
"lithium","0","1","170641","913460","0.342533355313336","less"
"redeem","0","1","170641","913460","0.342533355313336","less"
"k.a","0","1","170641","913460","0.342533355313336","less"
"ill-starred","0","1","170641","913460","0.342533355313336","less"
"240kg","0","1","170641","913460","0.342533355313336","less"
"rokeya","0","1","170641","913460","0.342533355313336","less"
"malan","0","1","170641","913460","0.342533355313336","less"
"michaels","0","1","170641","913460","0.342533355313336","less"
"carston","0","1","170641","913460","0.342533355313336","less"
"nikolai","0","1","170641","913460","0.342533355313336","less"
"clemence","0","1","170641","913460","0.342533355313336","less"
"borrie","0","1","170641","913460","0.342533355313336","less"
"anatomie","0","1","170641","913460","0.342533355313336","less"
"fluctuations","0","1","170641","913460","0.342533355313336","less"
"gambia","0","1","170641","913460","0.342533355313336","less"
"frying","0","1","170641","913460","0.342533355313336","less"
"bramston","0","1","170641","913460","0.342533355313336","less"
"23,786","0","1","170641","913460","0.342533355313336","less"
"7.30am","0","1","170641","913460","0.342533355313336","less"
"chimpanzee","0","1","170641","913460","0.342533355313336","less"
"rimmer","0","1","170641","913460","0.342533355313336","less"
"80-year-old","0","1","170641","913460","0.342533355313336","less"
"reactivate","0","1","170641","913460","0.342533355313336","less"
"eggars","0","1","170641","913460","0.342533355313336","less"
"dupion","0","1","170641","913460","0.342533355313336","less"
"110kg","0","1","170641","913460","0.342533355313336","less"
"fiers","0","1","170641","913460","0.342533355313336","less"
"anti-semites","0","1","170641","913460","0.342533355313336","less"
"economist-researcher","0","1","170641","913460","0.342533355313336","less"
"brando","0","1","170641","913460","0.342533355313336","less"
"20.6mpg","0","1","170641","913460","0.342533355313336","less"
"birdied","0","1","170641","913460","0.342533355313336","less"
"50–1","0","1","170641","913460","0.342533355313336","less"
"kleiser","0","1","170641","913460","0.342533355313336","less"
"lightboxes","0","1","170641","913460","0.342533355313336","less"
"hassy","0","1","170641","913460","0.342533355313336","less"
"ballots","0","1","170641","913460","0.342533355313336","less"
"impertinence","0","1","170641","913460","0.342533355313336","less"
"longmuir","0","1","170641","913460","0.342533355313336","less"
"dissect","0","1","170641","913460","0.342533355313336","less"
"no-brainer","0","1","170641","913460","0.342533355313336","less"
"keelboats","0","1","170641","913460","0.342533355313336","less"
"bigamy","0","1","170641","913460","0.342533355313336","less"
"bullet-headed","0","1","170641","913460","0.342533355313336","less"
"cronyism","0","1","170641","913460","0.342533355313336","less"
"induce","0","1","170641","913460","0.342533355313336","less"
"fundraiser","0","1","170641","913460","0.342533355313336","less"
"mantlepiece","0","1","170641","913460","0.342533355313336","less"
"daunt","0","1","170641","913460","0.342533355313336","less"
"redesigned","0","1","170641","913460","0.342533355313336","less"
"chimes","0","1","170641","913460","0.342533355313336","less"
"petkovic","0","1","170641","913460","0.342533355313336","less"
"$20","0","1","170641","913460","0.342533355313336","less"
"5833","0","1","170641","913460","0.342533355313336","less"
"discloses","0","1","170641","913460","0.342533355313336","less"
"denominations","0","1","170641","913460","0.342533355313336","less"
"minera","0","1","170641","913460","0.342533355313336","less"
"pravda","0","1","170641","913460","0.342533355313336","less"
"leverage","0","1","170641","913460","0.342533355313336","less"
"14lb","0","1","170641","913460","0.342533355313336","less"
"ajax","0","1","170641","913460","0.342533355313336","less"
"puncture","0","1","170641","913460","0.342533355313336","less"
"abnormality","0","1","170641","913460","0.342533355313336","less"
"leisurewear","0","1","170641","913460","0.342533355313336","less"
"convulvulus","0","1","170641","913460","0.342533355313336","less"
"271","0","1","170641","913460","0.342533355313336","less"
"revnell","0","1","170641","913460","0.342533355313336","less"
"precinct","0","1","170641","913460","0.342533355313336","less"
"bantam","0","1","170641","913460","0.342533355313336","less"
"chequered","0","1","170641","913460","0.342533355313336","less"
"matchmaker","0","1","170641","913460","0.342533355313336","less"
"mz250s","0","1","170641","913460","0.342533355313336","less"
"hine","0","1","170641","913460","0.342533355313336","less"
"adequacy","0","1","170641","913460","0.342533355313336","less"
"reinterpreted","0","1","170641","913460","0.342533355313336","less"
"errs","0","1","170641","913460","0.342533355313336","less"
"consciences","0","1","170641","913460","0.342533355313336","less"
"flower-vases","0","1","170641","913460","0.342533355313336","less"
"phenomena","0","1","170641","913460","0.342533355313336","less"
"infirmity","0","1","170641","913460","0.342533355313336","less"
"pre-1989","0","1","170641","913460","0.342533355313336","less"
"pre-christian","0","1","170641","913460","0.342533355313336","less"
"carrion","0","1","170641","913460","0.342533355313336","less"
"projectors","0","1","170641","913460","0.342533355313336","less"
"forfeited","0","1","170641","913460","0.342533355313336","less"
"mallee-root","0","1","170641","913460","0.342533355313336","less"
"already-established","0","1","170641","913460","0.342533355313336","less"
"reaseheath","0","1","170641","913460","0.342533355313336","less"
"rosiest","0","1","170641","913460","0.342533355313336","less"
"right-winger","0","1","170641","913460","0.342533355313336","less"
"poignancy","0","1","170641","913460","0.342533355313336","less"
"dentistry","0","1","170641","913460","0.342533355313336","less"
"forbes","0","1","170641","913460","0.342533355313336","less"
"inquire","0","1","170641","913460","0.342533355313336","less"
"bryncrug","0","1","170641","913460","0.342533355313336","less"
"l.l.","0","1","170641","913460","0.342533355313336","less"
"furnish","0","1","170641","913460","0.342533355313336","less"
"16–18","0","1","170641","913460","0.342533355313336","less"
"llwyngwril","0","1","170641","913460","0.342533355313336","less"
"drilled","0","1","170641","913460","0.342533355313336","less"
"90,000-mile","0","1","170641","913460","0.342533355313336","less"
"livelihood","0","1","170641","913460","0.342533355313336","less"
"racers","0","1","170641","913460","0.342533355313336","less"
"musique","0","1","170641","913460","0.342533355313336","less"
"construed","0","1","170641","913460","0.342533355313336","less"
"cordes","0","1","170641","913460","0.342533355313336","less"
"007","0","1","170641","913460","0.342533355313336","less"
"leney","0","1","170641","913460","0.342533355313336","less"
"390","0","1","170641","913460","0.342533355313336","less"
"accentuate","0","1","170641","913460","0.342533355313336","less"
"exotic-looking","0","1","170641","913460","0.342533355313336","less"
"ballyogan","0","1","170641","913460","0.342533355313336","less"
"egon","0","1","170641","913460","0.342533355313336","less"
"kempis","0","1","170641","913460","0.342533355313336","less"
"dark-brown","0","1","170641","913460","0.342533355313336","less"
"instigated","0","1","170641","913460","0.342533355313336","less"
"culmore","0","1","170641","913460","0.342533355313336","less"
"pro-european","0","1","170641","913460","0.342533355313336","less"
"118-117","0","1","170641","913460","0.342533355313336","less"
"libels","0","1","170641","913460","0.342533355313336","less"
"50-90,000","0","1","170641","913460","0.342533355313336","less"
"micro-chip","0","1","170641","913460","0.342533355313336","less"
"mini-dress","0","1","170641","913460","0.342533355313336","less"
"game-bird","0","1","170641","913460","0.342533355313336","less"
"din","0","1","170641","913460","0.342533355313336","less"
"clamps","0","1","170641","913460","0.342533355313336","less"
"0256","0","1","170641","913460","0.342533355313336","less"
"pines","0","1","170641","913460","0.342533355313336","less"
"american-born","0","1","170641","913460","0.342533355313336","less"
"440","0","1","170641","913460","0.342533355313336","less"
"gotti","0","1","170641","913460","0.342533355313336","less"
"leahy","0","1","170641","913460","0.342533355313336","less"
"readdress","0","1","170641","913460","0.342533355313336","less"
"73-year-old","0","1","170641","913460","0.342533355313336","less"
"chucker","0","1","170641","913460","0.342533355313336","less"
"lindzen","0","1","170641","913460","0.342533355313336","less"
"caste","0","1","170641","913460","0.342533355313336","less"
"cocked","0","1","170641","913460","0.342533355313336","less"
"excerpts","0","1","170641","913460","0.342533355313336","less"
"lass","0","1","170641","913460","0.342533355313336","less"
"over-the-top","0","1","170641","913460","0.342533355313336","less"
"roxane","0","1","170641","913460","0.342533355313336","less"
"epping-born","0","1","170641","913460","0.342533355313336","less"
"msboro","0","1","170641","913460","0.342533355313336","less"
"love-bite","0","1","170641","913460","0.342533355313336","less"
"killip","0","1","170641","913460","0.342533355313336","less"
"denounce","0","1","170641","913460","0.342533355313336","less"
"curriers","0","1","170641","913460","0.342533355313336","less"
"breast-pumps","0","1","170641","913460","0.342533355313336","less"
"mackney","0","1","170641","913460","0.342533355313336","less"
"blunt-talking","0","1","170641","913460","0.342533355313336","less"
"$60","0","1","170641","913460","0.342533355313336","less"
"55pc","0","1","170641","913460","0.342533355313336","less"
"converged","0","1","170641","913460","0.342533355313336","less"
"five-week","0","1","170641","913460","0.342533355313336","less"
"media-conscious","0","1","170641","913460","0.342533355313336","less"
"radio/television","0","1","170641","913460","0.342533355313336","less"
"azumah","0","1","170641","913460","0.342533355313336","less"
"comani","0","1","170641","913460","0.342533355313336","less"
"q.","0","1","170641","913460","0.342533355313336","less"
"fatten","0","1","170641","913460","0.342533355313336","less"
"exwaste","0","1","170641","913460","0.342533355313336","less"
"declarers","0","1","170641","913460","0.342533355313336","less"
"meting","0","1","170641","913460","0.342533355313336","less"
"liszt","0","1","170641","913460","0.342533355313336","less"
"nervy","0","1","170641","913460","0.342533355313336","less"
"memorise","0","1","170641","913460","0.342533355313336","less"
"cleanly","0","1","170641","913460","0.342533355313336","less"
"rioters","0","1","170641","913460","0.342533355313336","less"
"mitty","0","1","170641","913460","0.342533355313336","less"
"rebuts","0","1","170641","913460","0.342533355313336","less"
"film-making","0","1","170641","913460","0.342533355313336","less"
"entrench","0","1","170641","913460","0.342533355313336","less"
"poetess","0","1","170641","913460","0.342533355313336","less"
"bewilderment","0","1","170641","913460","0.342533355313336","less"
"coppiced","0","1","170641","913460","0.342533355313336","less"
"burner","0","1","170641","913460","0.342533355313336","less"
"croetzer","0","1","170641","913460","0.342533355313336","less"
"gladiators","0","1","170641","913460","0.342533355313336","less"
"66-years-old","0","1","170641","913460","0.342533355313336","less"
"narvik","0","1","170641","913460","0.342533355313336","less"
"derisive","0","1","170641","913460","0.342533355313336","less"
"aliker","0","1","170641","913460","0.342533355313336","less"
"100-year-old","0","1","170641","913460","0.342533355313336","less"
"noughts","0","1","170641","913460","0.342533355313336","less"
"multiracial","0","1","170641","913460","0.342533355313336","less"
"kagge","0","1","170641","913460","0.342533355313336","less"
"head-butt","0","1","170641","913460","0.342533355313336","less"
"drefn","0","1","170641","913460","0.342533355313336","less"
"...........","0","1","170641","913460","0.342533355313336","less"
"46th","0","1","170641","913460","0.342533355313336","less"
"grossed","0","1","170641","913460","0.342533355313336","less"
"royston/cawkell","0","1","170641","913460","0.342533355313336","less"
"proportioned","0","1","170641","913460","0.342533355313336","less"
"money-maker","0","1","170641","913460","0.342533355313336","less"
"4,500cc","0","1","170641","913460","0.342533355313336","less"
"detests","0","1","170641","913460","0.342533355313336","less"
"abject","0","1","170641","913460","0.342533355313336","less"
"phone-ins","0","1","170641","913460","0.342533355313336","less"
"leiper","0","1","170641","913460","0.342533355313336","less"
"ideologues","0","1","170641","913460","0.342533355313336","less"
"bun","0","1","170641","913460","0.342533355313336","less"
"relinquished","0","1","170641","913460","0.342533355313336","less"
"parachuted","0","1","170641","913460","0.342533355313336","less"
"765","0","1","170641","913460","0.342533355313336","less"
"knorr","0","1","170641","913460","0.342533355313336","less"
"post-holiday","0","1","170641","913460","0.342533355313336","less"
"nudel","0","1","170641","913460","0.342533355313336","less"
"alleviating","0","1","170641","913460","0.342533355313336","less"
"off-putting","0","1","170641","913460","0.342533355313336","less"
"cress","0","1","170641","913460","0.342533355313336","less"
"frontal","0","1","170641","913460","0.342533355313336","less"
"circumcised","0","1","170641","913460","0.342533355313336","less"
"merging","0","1","170641","913460","0.342533355313336","less"
"pathologists","0","1","170641","913460","0.342533355313336","less"
"belongings","0","1","170641","913460","0.342533355313336","less"
"co-sponsor","0","1","170641","913460","0.342533355313336","less"
"montenegrins","0","1","170641","913460","0.342533355313336","less"
"enterprisingly","0","1","170641","913460","0.342533355313336","less"
"hubert","0","1","170641","913460","0.342533355313336","less"
"janos","0","1","170641","913460","0.342533355313336","less"
"paradoxical","0","1","170641","913460","0.342533355313336","less"
"eliciting","0","1","170641","913460","0.342533355313336","less"
"edlestein","0","1","170641","913460","0.342533355313336","less"
"forthwith","0","1","170641","913460","0.342533355313336","less"
"job-bob","0","1","170641","913460","0.342533355313336","less"
"hakikar","0","1","170641","913460","0.342533355313336","less"
"11/20","0","1","170641","913460","0.342533355313336","less"
"14-point","0","1","170641","913460","0.342533355313336","less"
"on-board","0","1","170641","913460","0.342533355313336","less"
"palermo","0","1","170641","913460","0.342533355313336","less"
"barham","0","1","170641","913460","0.342533355313336","less"
"cultivated","0","1","170641","913460","0.342533355313336","less"
"7.05pm","0","1","170641","913460","0.342533355313336","less"
"boggerthwaite","0","1","170641","913460","0.342533355313336","less"
"breadwinner","0","1","170641","913460","0.342533355313336","less"
"briefed","0","1","170641","913460","0.342533355313336","less"
"augusta","0","1","170641","913460","0.342533355313336","less"
"16-12","0","1","170641","913460","0.342533355313336","less"
"game-breaking","0","1","170641","913460","0.342533355313336","less"
"11-try","0","1","170641","913460","0.342533355313336","less"
"dictionary","0","1","170641","913460","0.342533355313336","less"
"keki","0","1","170641","913460","0.342533355313336","less"
"0623","0","1","170641","913460","0.342533355313336","less"
"re-established","0","1","170641","913460","0.342533355313336","less"
"48pc","0","1","170641","913460","0.342533355313336","less"
"out-building","0","1","170641","913460","0.342533355313336","less"
"coda","0","1","170641","913460","0.342533355313336","less"
"pooper","0","1","170641","913460","0.342533355313336","less"
"bodedern","0","1","170641","913460","0.342533355313336","less"
"dinkin","0","1","170641","913460","0.342533355313336","less"
"reinforced-glass","0","1","170641","913460","0.342533355313336","less"
"four-bedroom","0","1","170641","913460","0.342533355313336","less"
"kenhard","0","1","170641","913460","0.342533355313336","less"
"lindane","0","1","170641","913460","0.342533355313336","less"
"rixon","0","1","170641","913460","0.342533355313336","less"
"15.703sec","0","1","170641","913460","0.342533355313336","less"
"grins","0","1","170641","913460","0.342533355313336","less"
"gaol","0","1","170641","913460","0.342533355313336","less"
"hand-to-mouth","0","1","170641","913460","0.342533355313336","less"
"multimillion","0","1","170641","913460","0.342533355313336","less"
"monch","0","1","170641","913460","0.342533355313336","less"
"20–25","0","1","170641","913460","0.342533355313336","less"
"overstating","0","1","170641","913460","0.342533355313336","less"
"canterbury-bankstown","0","1","170641","913460","0.342533355313336","less"
"binns","0","1","170641","913460","0.342533355313336","less"
"enact","0","1","170641","913460","0.342533355313336","less"
"jheels","0","1","170641","913460","0.342533355313336","less"
"foot-dragging","0","1","170641","913460","0.342533355313336","less"
"debutantes","0","1","170641","913460","0.342533355313336","less"
"book-makers","0","1","170641","913460","0.342533355313336","less"
"adversarial","0","1","170641","913460","0.342533355313336","less"
"freemason","0","1","170641","913460","0.342533355313336","less"
"0–11","0","1","170641","913460","0.342533355313336","less"
"epicentre","0","1","170641","913460","0.342533355313336","less"
"dodged","0","1","170641","913460","0.342533355313336","less"
"kieron","0","1","170641","913460","0.342533355313336","less"
"blurred","0","1","170641","913460","0.342533355313336","less"
"dateless","0","1","170641","913460","0.342533355313336","less"
"busters","0","1","170641","913460","0.342533355313336","less"
"rugby-soccer","0","1","170641","913460","0.342533355313336","less"
"irreverent","0","1","170641","913460","0.342533355313336","less"
"8st","0","1","170641","913460","0.342533355313336","less"
"money-making","0","1","170641","913460","0.342533355313336","less"
"dakin","0","1","170641","913460","0.342533355313336","less"
"pacifying","0","1","170641","913460","0.342533355313336","less"
"gash","0","1","170641","913460","0.342533355313336","less"
"jibrils","0","1","170641","913460","0.342533355313336","less"
"arbitrariness","0","1","170641","913460","0.342533355313336","less"
"availed","0","1","170641","913460","0.342533355313336","less"
"reformation","0","1","170641","913460","0.342533355313336","less"
"parsona","0","1","170641","913460","0.342533355313336","less"
"pedder","0","1","170641","913460","0.342533355313336","less"
"broad-breasted","0","1","170641","913460","0.342533355313336","less"
"plundering","0","1","170641","913460","0.342533355313336","less"
"7nf","0","1","170641","913460","0.342533355313336","less"
"induction","0","1","170641","913460","0.342533355313336","less"
"chalks","0","1","170641","913460","0.342533355313336","less"
"refuse-dump","0","1","170641","913460","0.342533355313336","less"
"airmen","0","1","170641","913460","0.342533355313336","less"
"goolies","0","1","170641","913460","0.342533355313336","less"
"latterday","0","1","170641","913460","0.342533355313336","less"
"bawling","0","1","170641","913460","0.342533355313336","less"
"madras","0","1","170641","913460","0.342533355313336","less"
"figurations","0","1","170641","913460","0.342533355313336","less"
"book-reading","0","1","170641","913460","0.342533355313336","less"
"kwala","0","1","170641","913460","0.342533355313336","less"
"hepburn","0","1","170641","913460","0.342533355313336","less"
"augustan","0","1","170641","913460","0.342533355313336","less"
"occupant","0","1","170641","913460","0.342533355313336","less"
"laborious","0","1","170641","913460","0.342533355313336","less"
"much-mentioned","0","1","170641","913460","0.342533355313336","less"
"circumcision","0","1","170641","913460","0.342533355313336","less"
"rpr","0","1","170641","913460","0.342533355313336","less"
"oscar-winner","0","1","170641","913460","0.342533355313336","less"
"lazarus","0","1","170641","913460","0.342533355313336","less"
"helmets","0","1","170641","913460","0.342533355313336","less"
"llangwm","0","1","170641","913460","0.342533355313336","less"
"non-critical","0","1","170641","913460","0.342533355313336","less"
"gaspard","0","1","170641","913460","0.342533355313336","less"
"dampen","0","1","170641","913460","0.342533355313336","less"
"breakers","0","1","170641","913460","0.342533355313336","less"
"dogle","0","1","170641","913460","0.342533355313336","less"
"bulgur","0","1","170641","913460","0.342533355313336","less"
"life-span","0","1","170641","913460","0.342533355313336","less"
"one-nighter","0","1","170641","913460","0.342533355313336","less"
"pistons","0","1","170641","913460","0.342533355313336","less"
"dillingers","0","1","170641","913460","0.342533355313336","less"
"huffs","0","1","170641","913460","0.342533355313336","less"
"orvid","0","1","170641","913460","0.342533355313336","less"
"re-imposing","0","1","170641","913460","0.342533355313336","less"
"all-but","0","1","170641","913460","0.342533355313336","less"
"gillingham","0","1","170641","913460","0.342533355313336","less"
"recurring","0","1","170641","913460","0.342533355313336","less"
"compulsively","0","1","170641","913460","0.342533355313336","less"
"relic","0","1","170641","913460","0.342533355313336","less"
"benham","0","1","170641","913460","0.342533355313336","less"
"pin-ups","0","1","170641","913460","0.342533355313336","less"
"102nd","0","1","170641","913460","0.342533355313336","less"
"n'","0","1","170641","913460","0.342533355313336","less"
"punctures","0","1","170641","913460","0.342533355313336","less"
"molecule","0","1","170641","913460","0.342533355313336","less"
"non-issues","0","1","170641","913460","0.342533355313336","less"
"catalogued","0","1","170641","913460","0.342533355313336","less"
"finns","0","1","170641","913460","0.342533355313336","less"
"1,226","0","1","170641","913460","0.342533355313336","less"
"f-16s","0","1","170641","913460","0.342533355313336","less"
"buy-back","0","1","170641","913460","0.342533355313336","less"
"borthwick","0","1","170641","913460","0.342533355313336","less"
"bas","0","1","170641","913460","0.342533355313336","less"
"askeaton","0","1","170641","913460","0.342533355313336","less"
"deepwell","0","1","170641","913460","0.342533355313336","less"
"hess","0","1","170641","913460","0.342533355313336","less"
"feudal","0","1","170641","913460","0.342533355313336","less"
"750th","0","1","170641","913460","0.342533355313336","less"
"over-elaborate","0","1","170641","913460","0.342533355313336","less"
"heulog","0","1","170641","913460","0.342533355313336","less"
"mixed-religion","0","1","170641","913460","0.342533355313336","less"
"30.61","0","1","170641","913460","0.342533355313336","less"
"disconsolately","0","1","170641","913460","0.342533355313336","less"
"32min","0","1","170641","913460","0.342533355313336","less"
"mums-the-worders","0","1","170641","913460","0.342533355313336","less"
"rhymer","0","1","170641","913460","0.342533355313336","less"
"onaway","0","1","170641","913460","0.342533355313336","less"
"clocking","0","1","170641","913460","0.342533355313336","less"
"cartoon-like","0","1","170641","913460","0.342533355313336","less"
"furrows","0","1","170641","913460","0.342533355313336","less"
"grandeur","0","1","170641","913460","0.342533355313336","less"
"6ins","0","1","170641","913460","0.342533355313336","less"
"haverfordwest","0","1","170641","913460","0.342533355313336","less"
"15–5","0","1","170641","913460","0.342533355313336","less"
"extraordinarily","0","1","170641","913460","0.342533355313336","less"
"i'anson/miller","0","1","170641","913460","0.342533355313336","less"
"bulwark","0","1","170641","913460","0.342533355313336","less"
"politic","0","1","170641","913460","0.342533355313336","less"
"blindside","0","1","170641","913460","0.342533355313336","less"
"1546","0","1","170641","913460","0.342533355313336","less"
"overthrew","0","1","170641","913460","0.342533355313336","less"
"encapsulated","0","1","170641","913460","0.342533355313336","less"
"blackhead","0","1","170641","913460","0.342533355313336","less"
"incubating","0","1","170641","913460","0.342533355313336","less"
"fast-flowing","0","1","170641","913460","0.342533355313336","less"
"dodgson","0","1","170641","913460","0.342533355313336","less"
"octet","0","1","170641","913460","0.342533355313336","less"
"pallot","0","1","170641","913460","0.342533355313336","less"
"foodstuffs","0","1","170641","913460","0.342533355313336","less"
"moonface","0","1","170641","913460","0.342533355313336","less"
"liven","0","1","170641","913460","0.342533355313336","less"
"carinthia","0","1","170641","913460","0.342533355313336","less"
"koeman","0","1","170641","913460","0.342533355313336","less"
"recession-free","0","1","170641","913460","0.342533355313336","less"
"delusions","0","1","170641","913460","0.342533355313336","less"
"bt14","0","1","170641","913460","0.342533355313336","less"
"choke","0","1","170641","913460","0.342533355313336","less"
"chlorine","0","1","170641","913460","0.342533355313336","less"
"-40","0","1","170641","913460","0.342533355313336","less"
"allayed","0","1","170641","913460","0.342533355313336","less"
"290","0","1","170641","913460","0.342533355313336","less"
"amusements","0","1","170641","913460","0.342533355313336","less"
"alcove","0","1","170641","913460","0.342533355313336","less"
"faxes","0","1","170641","913460","0.342533355313336","less"
"herrn","0","1","170641","913460","0.342533355313336","less"
"01-837","0","1","170641","913460","0.342533355313336","less"
"replant","0","1","170641","913460","0.342533355313336","less"
"entangled","0","1","170641","913460","0.342533355313336","less"
"msi","0","1","170641","913460","0.342533355313336","less"
"blue-pencilled","0","1","170641","913460","0.342533355313336","less"
"chins","0","1","170641","913460","0.342533355313336","less"
"42-seat","0","1","170641","913460","0.342533355313336","less"
"excursions","0","1","170641","913460","0.342533355313336","less"
"largactil","0","1","170641","913460","0.342533355313336","less"
"rapidity","0","1","170641","913460","0.342533355313336","less"
"conserved","0","1","170641","913460","0.342533355313336","less"
"disapproving","0","1","170641","913460","0.342533355313336","less"
"herbivorous","0","1","170641","913460","0.342533355313336","less"
"candidly","0","1","170641","913460","0.342533355313336","less"
"01-631","0","1","170641","913460","0.342533355313336","less"
"riedle","0","1","170641","913460","0.342533355313336","less"
"decision-making","0","1","170641","913460","0.342533355313336","less"
"inter-service","0","1","170641","913460","0.342533355313336","less"
"petches","0","1","170641","913460","0.342533355313336","less"
"homo","0","1","170641","913460","0.342533355313336","less"
"2,000-year-old","0","1","170641","913460","0.342533355313336","less"
"brouhaha","0","1","170641","913460","0.342533355313336","less"
"poled","0","1","170641","913460","0.342533355313336","less"
"gleeful","0","1","170641","913460","0.342533355313336","less"
"m-way","0","1","170641","913460","0.342533355313336","less"
"robsons","0","1","170641","913460","0.342533355313336","less"
"partying","0","1","170641","913460","0.342533355313336","less"
"chalky","0","1","170641","913460","0.342533355313336","less"
"loathes","0","1","170641","913460","0.342533355313336","less"
"pocock","0","1","170641","913460","0.342533355313336","less"
"mole","0","1","170641","913460","0.342533355313336","less"
"peases","0","1","170641","913460","0.342533355313336","less"
"inter-club","0","1","170641","913460","0.342533355313336","less"
"criminality","0","1","170641","913460","0.342533355313336","less"
"mewson","0","1","170641","913460","0.342533355313336","less"
"nerve-shattering","0","1","170641","913460","0.342533355313336","less"
"01-229","0","1","170641","913460","0.342533355313336","less"
"accident-prone","0","1","170641","913460","0.342533355313336","less"
"mawdsley","0","1","170641","913460","0.342533355313336","less"
"adelboden","0","1","170641","913460","0.342533355313336","less"
"phew-nited","0","1","170641","913460","0.342533355313336","less"
"milburns","0","1","170641","913460","0.342533355313336","less"
"crickhowell","0","1","170641","913460","0.342533355313336","less"
"2057","0","1","170641","913460","0.342533355313336","less"
"matkinson","0","1","170641","913460","0.342533355313336","less"
"orchestration","0","1","170641","913460","0.342533355313336","less"
"russian-trained","0","1","170641","913460","0.342533355313336","less"
"de-briefing","0","1","170641","913460","0.342533355313336","less"
"pfeiffer","0","1","170641","913460","0.342533355313336","less"
"round:oldham","0","1","170641","913460","0.342533355313336","less"
"frayn","0","1","170641","913460","0.342533355313336","less"
"beauties","0","1","170641","913460","0.342533355313336","less"
"hovers","0","1","170641","913460","0.342533355313336","less"
"obd","0","1","170641","913460","0.342533355313336","less"
"12-game","0","1","170641","913460","0.342533355313336","less"
"denholm","0","1","170641","913460","0.342533355313336","less"
"1883","0","1","170641","913460","0.342533355313336","less"
"bipartisan","0","1","170641","913460","0.342533355313336","less"
"room-mates","0","1","170641","913460","0.342533355313336","less"
"badger","0","1","170641","913460","0.342533355313336","less"
"commercialism","0","1","170641","913460","0.342533355313336","less"
"11am-2pm","0","1","170641","913460","0.342533355313336","less"
"nipple","0","1","170641","913460","0.342533355313336","less"
"01-580","0","1","170641","913460","0.342533355313336","less"
"nelles","0","1","170641","913460","0.342533355313336","less"
"grievance","0","1","170641","913460","0.342533355313336","less"
"picketed","0","1","170641","913460","0.342533355313336","less"
"-anthony","0","1","170641","913460","0.342533355313336","less"
