"Word","Girl","Boy","c","d","GStat","Association"
"toy-",0,1,7553,6018,1.62626789555114,"boy"
"traditional",0,1,7553,6018,1.62626789555114,"boy"
"transvestite",0,1,7553,6018,1.62626789555114,"boy"
"twitching",0,1,7553,6018,1.62626789555114,"boy"
"twitty",0,1,7553,6018,1.62626789555114,"boy"
"two-month-old",0,1,7553,6018,1.62626789555114,"boy"
"uncircumcised",0,1,7553,6018,1.62626789555114,"boy"
"unconventional",0,1,7553,6018,1.62626789555114,"boy"
"undernourished-looking",0,1,7553,6018,1.62626789555114,"boy"
"understandable",0,1,7553,6018,1.62626789555114,"boy"
"unformed",0,1,7553,6018,1.62626789555114,"boy"
"ungainly-looking",0,1,7553,6018,1.62626789555114,"boy"
"uniform",0,1,7553,6018,1.62626789555114,"boy"
"unintelligent",0,1,7553,6018,1.62626789555114,"boy"
"unnamed",0,1,7553,6018,1.62626789555114,"boy"
"unreceptive",0,1,7553,6018,1.62626789555114,"boy"
"unremarkable",0,1,7553,6018,1.62626789555114,"boy"
"unrestricted",0,1,7553,6018,1.62626789555114,"boy"
"unruly",0,1,7553,6018,1.62626789555114,"boy"
"unskilled",0,1,7553,6018,1.62626789555114,"boy"
"unsmiling",0,1,7553,6018,1.62626789555114,"boy"
"unusual",0,1,7553,6018,1.62626789555114,"boy"
"unwilling",0,1,7553,6018,1.62626789555114,"boy"
"upper-hab",0,1,7553,6018,1.62626789555114,"boy"
"useful",0,1,7553,6018,1.62626789555114,"boy"
"valiant",0,1,7553,6018,1.62626789555114,"boy"
"vanished",0,1,7553,6018,1.62626789555114,"boy"
"vanishing",0,1,7553,6018,1.62626789555114,"boy"
"very",0,1,7553,6018,1.62626789555114,"boy"
"vicious",0,1,7553,6018,1.62626789555114,"boy"
"weak",0,1,7553,6018,1.62626789555114,"boy"
"weedy",0,1,7553,6018,1.62626789555114,"boy"
"well-conducted",0,1,7553,6018,1.62626789555114,"boy"
"well-intentioned",0,1,7553,6018,1.62626789555114,"boy"
"well-schooled",0,1,7553,6018,1.62626789555114,"boy"
"whacking",0,1,7553,6018,1.62626789555114,"boy"
"wild-looking",0,1,7553,6018,1.62626789555114,"boy"
"willowy",0,1,7553,6018,1.62626789555114,"boy"
"wimpy",0,1,7553,6018,1.62626789555114,"boy"
"win",0,1,7553,6018,1.62626789555114,"boy"
"wise",0,1,7553,6018,1.62626789555114,"boy"
"work",0,1,7553,6018,1.62626789555114,"boy"
"brilliant",1,3,7552,6016,1.55242205585049,"boy"
"fast",1,3,7552,6016,1.55242205585049,"boy"
"odd",1,3,7552,6016,1.55242205585049,"boy"
"ready",1,3,7552,6016,1.55242205585049,"boy"
"skinny",1,3,7552,6016,1.55242205585049,"boy"
"solitary",1,3,7552,6016,1.55242205585049,"boy"
"terrible",1,3,7552,6016,1.55242205585049,"boy"
"typical",1,3,7552,6016,1.55242205585049,"boy"
"white-faced",1,3,7552,6016,1.55242205585049,"boy"
"stable",5,8,7548,6011,1.54829634107038,"boy"
"elder",8,11,7545,6008,1.40301377259688,"boy"
"fair-haired",8,11,7545,6008,1.40301377259688,"boy"
"stupid",15,18,7538,6001,1.38185699357483,"boy"
"strange",10,13,7543,6006,1.37155629269566,"boy"
"french",27,29,7526,5990,1.25070349045216,"boy"
"talented",2,4,7551,6015,1.21132330638795,"boy"
"growing",4,6,7549,6013,0.986063189677814,"boy"
"independent",4,6,7549,6013,0.986063189677814,"boy"
"mere",4,6,7549,6013,0.986063189677814,"boy"
"annamese",5,7,7548,6012,0.944071243715371,"boy"
"four-year-old",11,13,7542,6006,0.931144807509241,"boy"
"junior",11,13,7542,6006,0.931144807509241,"boy"
"good-looking",10,12,7543,6007,0.920483716535175,"boy"
"3-year-old",3,3,7550,6016,0.0771785288812139,"boy"
"dirty",3,3,7550,6016,0.0771785288812139,"boy"
"lonely",3,3,7550,6016,0.0771785288812139,"boy"
"15-month-old",1,2,7552,6017,0.605527731405339,"boy"
"awkward",1,2,7552,6017,0.605527731405339,"boy"
"bad-tempered",1,2,7552,6017,0.605527731405339,"boy"
"bonny",1,2,7552,6017,0.605527731405339,"boy"
"crazy",1,2,7552,6017,0.605527731405339,"boy"
"fun",1,2,7552,6017,0.605527731405339,"boy"
"grammar-school",1,2,7552,6017,0.605527731405339,"boy"
"hardy",1,2,7552,6017,0.605527731405339,"boy"
"ideal",1,2,7552,6017,0.605527731405339,"boy"
"looking",1,2,7552,6017,0.605527731405339,"boy"
"mature",1,2,7552,6017,0.605527731405339,"boy"
"overgrown",1,2,7552,6017,0.605527731405339,"boy"
"polite",1,2,7552,6017,0.605527731405339,"boy"
"preliminary",1,2,7552,6017,0.605527731405339,"boy"
"proper",1,2,7552,6017,0.605527731405339,"boy"
"rangy",1,2,7552,6017,0.605527731405339,"boy"
"remarkable",1,2,7552,6017,0.605527731405339,"boy"
"samoan",1,2,7552,6017,0.605527731405339,"boy"
"silent",1,2,7552,6017,0.605527731405339,"boy"
"stocky",1,2,7552,6017,0.605527731405339,"boy"
"vietnamese",1,2,7552,6017,0.605527731405339,"boy"
"blond",6,5,7547,6014,0.00544645755821027,"boy"
"normal",6,5,7547,6014,0.00544645755821027,"boy"
"affectionate",2,2,7551,6017,0.0514447192264839,"boy"
"bengali",2,2,7551,6017,0.0514447192264839,"boy"
"capable",2,2,7551,6017,0.0514447192264839,"boy"
"cool",2,2,7551,6017,0.0514447192264839,"boy"
"danish",2,2,7551,6017,0.0514447192264839,"boy"
"dull",2,2,7551,6017,0.0514447192264839,"boy"
"eighteen-year-old",2,2,7551,6017,0.0514447192264839,"boy"
"friendly",2,2,7551,6017,0.0514447192264839,"boy"
"pale",2,2,7551,6017,0.0514447192264839,"boy"
"selfish",2,2,7551,6017,0.0514447192264839,"boy"
"virgin",2,2,7551,6017,0.0514447192264839,"boy"
"blind",8,9,7545,6010,0.505094213217268,"boy"
"three-year-old",8,9,7545,6010,0.505094213217268,"boy"
"mad",2,3,7551,6016,0.492848559580575,"boy"
"modern",2,3,7551,6016,0.492848559580575,"boy"
"pre-adolescent",2,3,7551,6016,0.492848559580575,"boy"
"pre-pubescent",2,3,7551,6016,0.492848559580575,"boy"
"ragged",2,3,7551,6016,0.492848559580575,"boy"
"short",2,3,7551,6016,0.492848559580575,"boy"
"sleeping",2,3,7551,6016,0.492848559580575,"boy"
"terrified",2,3,7551,6016,0.492848559580575,"boy"
"wayward",2,3,7551,6016,0.492848559580575,"boy"
"african",6,7,7547,6012,0.471624104187635,"boy"
"christian",6,7,7547,6012,0.471624104187635,"boy"
"11-year-old",8,7,7545,6012,0.0325890392107887,"boy"
"happy",8,7,7545,6012,0.0325890392107887,"boy"
"six-year-old",10,10,7543,6009,0.257529248755961,"boy"
"10-month-old",1,1,7552,6018,0.0257185440665559,"boy"
"20-month-old",1,1,7552,6018,0.0257185440665559,"boy"
"active",1,1,7552,6018,0.0257185440665559,"boy"
"adult",1,1,7552,6018,0.0257185440665559,"boy"
"adventurous",1,1,7552,6018,0.0257185440665559,"boy"
"anti-social",1,1,7552,6018,0.0257185440665559,"boy"
"bespectacled",1,1,7552,6018,0.0257185440665559,"boy"
"best-looking",1,1,7552,6018,0.0257185440665559,"boy"
"black-haired",1,1,7552,6018,0.0257185440665559,"boy"
"bloodthirsty",1,1,7552,6018,0.0257185440665559,"boy"
"bored",1,1,7552,6018,0.0257185440665559,"boy"
"bouncing",1,1,7552,6018,0.0257185440665559,"boy"
"callow",1,1,7552,6018,0.0257185440665559,"boy"
"consumptive",1,1,7552,6018,0.0257185440665559,"boy"
"crippled",1,1,7552,6018,0.0257185440665559,"boy"
"damned",1,1,7552,6018,0.0257185440665559,"boy"
"delightful",1,1,7552,6018,0.0257185440665559,"boy"
"determined",1,1,7552,6018,0.0257185440665559,"boy"
"deviant",1,1,7552,6018,0.0257185440665559,"boy"
"diocesan",1,1,7552,6018,0.0257185440665559,"boy"
"disappointed",1,1,7552,6018,0.0257185440665559,"boy"
"edwardian",1,1,7552,6018,0.0257185440665559,"boy"
"exhausted",1,1,7552,6018,0.0257185440665559,"boy"
"favoured",1,1,7552,6018,0.0257185440665559,"boy"
"five-month-old",1,1,7552,6018,0.0257185440665559,"boy"
"fun-loving",1,1,7552,6018,0.0257185440665559,"boy"
"gifted",1,1,7552,6018,0.0257185440665559,"boy"
"golden-haired",1,1,7552,6018,0.0257185440665559,"boy"
"gullible",1,1,7552,6018,0.0257185440665559,"boy"
"helpful",1,1,7552,6018,0.0257185440665559,"boy"
"hungarian",1,1,7552,6018,0.0257185440665559,"boy"
"iranian",1,1,7552,6018,0.0257185440665559,"boy"
"jamaican",1,1,7552,6018,0.0257185440665559,"boy"
"lanky",1,1,7552,6018,0.0257185440665559,"boy"
"laughing",1,1,7552,6018,0.0257185440665559,"boy"
"likely",1,1,7552,6018,0.0257185440665559,"boy"
"live-in",1,1,7552,6018,0.0257185440665559,"boy"
"long-haired",1,1,7552,6018,0.0257185440665559,"boy"
"loose",1,1,7552,6018,0.0257185440665559,"boy"
"losing",1,1,7552,6018,0.0257185440665559,"boy"
"mansoori",1,1,7552,6018,0.0257185440665559,"boy"
"middle",1,1,7552,6018,0.0257185440665559,"boy"
"mixed",1,1,7552,6018,0.0257185440665559,"boy"
"musical",1,1,7552,6018,0.0257185440665559,"boy"
"painted",1,1,7552,6018,0.0257185440665559,"boy"
"peruvian",1,1,7552,6018,0.0257185440665559,"boy"
"precocious",1,1,7552,6018,0.0257185440665559,"boy"
"punjabi",1,1,7552,6018,0.0257185440665559,"boy"
"reliable",1,1,7552,6018,0.0257185440665559,"boy"
"romantic",1,1,7552,6018,0.0257185440665559,"boy"
"scared",1,1,7552,6018,0.0257185440665559,"boy"
"school-leaving",1,1,7552,6018,0.0257185440665559,"boy"
"sleepy",1,1,7552,6018,0.0257185440665559,"boy"
"smiling",1,1,7552,6018,0.0257185440665559,"boy"
"sweet-faced",1,1,7552,6018,0.0257185440665559,"boy"
"tearful",1,1,7552,6018,0.0257185440665559,"boy"
"then",1,1,7552,6018,0.0257185440665559,"boy"
"tiresome",1,1,7552,6018,0.0257185440665559,"boy"
"under-14",1,1,7552,6018,0.0257185440665559,"boy"
"ungainly",1,1,7552,6018,0.0257185440665559,"boy"
"unidentified",1,1,7552,6018,0.0257185440665559,"boy"
"used",1,1,7552,6018,0.0257185440665559,"boy"
"useless",1,1,7552,6018,0.0257185440665559,"boy"
"usual",1,1,7552,6018,0.0257185440665559,"boy"
"various",1,1,7552,6018,0.0257185440665559,"boy"
"victorian",1,1,7552,6018,0.0257185440665559,"boy"
"violent",1,1,7552,6018,0.0257185440665559,"boy"
"whirling",1,1,7552,6018,0.0257185440665559,"boy"
"wilful",1,1,7552,6018,0.0257185440665559,"boy"
"10-year-old",9,9,7544,6010,0.231741902134971,"boy"
"jewish",16,15,7537,6004,0.204287242987003,"boy"
"sikh",7,7,7546,6012,0.180190180624302,"boy"
"strong",7,7,7546,6012,0.180190180624302,"boy"
"handicapped",6,6,7547,6013,0.154425798897055,"boy"
"injured",5,5,7548,6014,0.128669065308134,"boy"
"wretched",5,5,7548,6014,0.128669065308134,"boy"
"13-year-old",12,10,7541,6009,0.0109017722866221,"boy"
"shy",4,4,7549,6015,0.102919976438319,"boy"
"clever",73,63,7480,5956,0.2164981291602,"boy"
"young",820,351,6733,5668,111.036185344864,"girl"
"pretty",132,23,7421,5996,62.5850788931065,"girl"
"other",444,194,7109,5825,54.5601547140913,"girl"
"beautiful",87,13,7466,6006,46.1335362543016,"girl"
"attractive",35,1,7518,6018,33.5786861798714,"girl"
"blonde",29,1,7524,6018,26.894496843897,"girl"
"single",27,1,7526,6018,24.6843637985421,"girl"
"dead",57,12,7496,6007,22.6681037565287,"girl"
"unmarried",17,0,7536,6019,19.9431653386551,"girl"
"lovely",66,18,7487,6001,19.453519456541,"girl"
"working",35,5,7518,6014,19.062332271484,"girl"
"gipsy",16,0,7537,6019,18.7690963661257,"girl"
"nice",105,39,7448,5980,18.4639956725181,"girl"
"poor",133,57,7420,5962,16.6815587695707,"girl"
"pregnant",14,0,7539,6019,16.4213118610092,"girl"
"funny",26,3,7527,6016,16.0924797130695,"girl"
"muslim",19,1,7534,6018,15.9745130599524,"girl"
"golden",96,40,7457,5979,12.9188025519557,"girl"
"rubber",11,0,7542,6019,12.9005183385315,"girl"
"little",1148,791,6405,5228,11.6416702127716,"girl"
"english",83,35,7470,5984,10.8135429131847,"girl"
"dark",17,2,7536,6017,10.4040334792852,"girl"
"german",19,3,7534,6016,9.63709599754739,"girl"
"check-out",8,0,7545,6019,9.38078411520799,"girl"
"material",8,0,7545,6019,9.38078411520799,"girl"
"swedish",8,0,7545,6019,9.38078411520799,"girl"
"irish",21,4,7532,6015,9.15091765889645,"girl"
"asian",30,8,7523,6011,9.08306233126634,"girl"
"dancing",12,1,7541,6018,8.64757344950321,"girl"
"dark-haired",25,6,7528,6013,8.61591290460939,"girl"
"minor",7,0,7546,6019,8.20777466061701,"girl"
"red-haired",7,0,7546,6019,8.20777466061701,"girl"
"serving",7,0,7546,6019,8.20777466061701,"girl"
"tiny",11,1,7542,6018,7.64110093933214,"girl"
"sensible",21,5,7532,6014,7.30162314426896,"girl"
"dark-eyed",6,0,7547,6019,7.03488280884813,"girl"
"indigo",6,0,7547,6019,7.03488280884813,"girl"
"outdoor",6,0,7547,6019,7.03488280884813,"girl"
"slim",6,0,7547,6019,7.03488280884813,"girl"
"respectable",10,1,7543,6018,6.64995546411006,"girl"
"teenage",120,66,7433,5953,6.11989891353915,"girl"
"silly",38,14,7515,6005,6.7527314306249,"girl"
"au-pair",5,0,7548,6019,5.86210853564935,"girl"
"belgian",5,0,7548,6019,5.86210853564935,"girl"
"betrayed",5,0,7548,6019,5.86210853564935,"girl"
"bubbly",5,0,7548,6019,5.86210853564935,"girl"
"educated",5,0,7548,6019,5.86210853564935,"girl"
"nubile",5,0,7548,6019,5.86210853564935,"girl"
"plain",5,0,7548,6019,5.86210853564935,"girl"
"scots",5,0,7548,6019,5.86210853564935,"girl"
"under-age",9,1,7544,6018,5.677192875822,"girl"
"chinese",11,2,7542,6017,4.98759700033505,"girl"
"coloured",11,2,7542,6017,4.98759700033505,"girl"
"good-time",8,1,7545,6018,4.72689499680566,"girl"
"auburn-haired",4,0,7549,6019,4.68945181677933,"girl"
"condemned",4,0,7549,6019,4.68945181677933,"girl"
"encouraging",4,0,7549,6019,4.68945181677933,"girl"
"extraordinary",4,0,7549,6019,4.68945181677933,"girl"
"friendless",4,0,7549,6019,4.68945181677933,"girl"
"gaudy",4,0,7549,6019,4.68945181677933,"girl"
"old-fashioned",4,0,7549,6019,4.68945181677933,"girl"
"oriental",4,0,7549,6019,4.68945181677933,"girl"
"private",4,0,7549,6019,4.68945181677933,"girl"
"purple",4,0,7549,6019,4.68945181677933,"girl"
"simple",4,0,7549,6019,4.68945181677933,"girl"
"stunning",4,0,7549,6019,4.68945181677933,"girl"
"topless",4,0,7549,6019,4.68945181677933,"girl"
"ugly",4,0,7549,6019,4.68945181677933,"girl"
"unconscious",4,0,7549,6019,4.68945181677933,"girl"
"weeping",4,0,7549,6019,4.68945181677933,"girl"
"well-bred",4,0,7549,6019,4.68945181677933,"girl"
"wrong",4,0,7549,6019,4.68945181677933,"girl"
"innocent",13,3,7540,6016,4.67872229837352,"girl"
"wonderful",15,4,7538,6015,4.53565854070065,"girl"
"foolish",10,2,7543,6017,4.1634591234755,"girl"
"dutch",7,1,7546,6018,3.80468813641807,"girl"
"hindu",7,1,7546,6018,3.80468813641807,"girl"
"spanish",7,1,7546,6018,3.80468813641807,"girl"
"5-year-old",3,0,7550,6019,3.51691262800373,"girl"
"anorexic",3,0,7550,6019,3.51691262800373,"girl"
"chase",3,0,7550,6019,3.51691262800373,"girl"
"cheerful",3,0,7550,6019,3.51691262800373,"girl"
"comprehensive",3,0,7550,6019,3.51691262800373,"girl"
"cross-eyed",3,0,7550,6019,3.51691262800373,"girl"
"desperate",3,0,7550,6019,3.51691262800373,"girl"
"easygoing",3,0,7550,6019,3.51691262800373,"girl"
"exclusive",3,0,7550,6019,3.51691262800373,"girl"
"freckled",3,0,7550,6019,3.51691262800373,"girl"
"greedy",3,0,7550,6019,3.51691262800373,"girl"
"hard-working",3,0,7550,6019,3.51691262800373,"girl"
"late",3,0,7550,6019,3.51691262800373,"girl"
"naive",3,0,7550,6019,3.51691262800373,"girl"
"nude",3,0,7550,6019,3.51691262800373,"girl"
"passionate",3,0,7550,6019,3.51691262800373,"girl"
"quaker",3,0,7550,6019,3.51691262800373,"girl"
"regular",3,0,7550,6019,3.51691262800373,"girl"
"slender",3,0,7550,6019,3.51691262800373,"girl"
"super",3,0,7550,6019,3.51691262800373,"girl"
"thai",3,0,7550,6019,3.51691262800373,"girl"
"twenty-one-year-old",3,0,7550,6019,3.51691262800373,"girl"
"unattached",3,0,7550,6019,3.51691262800373,"girl"
"uneducated",3,0,7550,6019,3.51691262800373,"girl"
"uptown",3,0,7550,6019,3.51691262800373,"girl"
"quiet",9,2,7544,6017,3.37291346860274,"girl"
"intermediate",11,3,7542,6016,3.22677600077979,"girl"
"17-year-old",15,5,7538,6014,3.22386866749735,"girl"
"18-year-old",6,1,7547,6018,2.91863784697495,"girl"
"dress",6,1,7547,6018,2.91863784697495,"girl"
"nasty",6,1,7547,6018,2.91863784697495,"girl"
"pakistani",6,1,7547,6018,2.91863784697495,"girl"
"plump",6,1,7547,6018,2.91863784697495,"girl"
"indian",23,10,7530,6009,2.74206457753736,"girl"
"darling",16,6,7537,6013,2.73340562075325,"girl"
"australian",8,2,7545,6017,2.62309773431855,"girl"
"catholic",12,4,7541,6015,2.57837779972905,"girl"
"russian",12,4,7541,6015,2.57837779972905,"girl"
"great",10,3,7543,6016,2.55678386356693,"girl"
"16year-old",2,0,7551,6019,2.34449094509321,"girl"
"20-year-old",2,0,7551,6019,2.34449094509321,"girl"
"agreeable",2,0,7551,6019,2.34449094509321,"girl"
"bewitching",2,0,7551,6019,2.34449094509321,"girl"
"big-city",2,0,7551,6019,2.34449094509321,"girl"
"bohemian",2,0,7551,6019,2.34449094509321,"girl"
"brettan",2,0,7551,6019,2.34449094509321,"girl"
"californian",2,0,7551,6019,2.34449094509321,"girl"
"career-oriented",2,0,7551,6019,2.34449094509321,"girl"
"carefree",2,0,7551,6019,2.34449094509321,"girl"
"careful",2,0,7551,6019,2.34449094509321,"girl"
"careless",2,0,7551,6019,2.34449094509321,"girl"
"defenceless",2,0,7551,6019,2.34449094509321,"girl"
"divergent",2,0,7551,6019,2.34449094509321,"girl"
"dumb",2,0,7551,6019,2.34449094509321,"girl"
"efficient",2,0,7551,6019,2.34449094509321,"girl"
"eight-month-old",2,0,7551,6019,2.34449094509321,"girl"
"elegant",2,0,7551,6019,2.34449094509321,"girl"
"ethiopian",2,0,7551,6019,2.34449094509321,"girl"
"ex-care",2,0,7551,6019,2.34449094509321,"girl"
"ex-chorus",2,0,7551,6019,2.34449094509321,"girl"
"famous",2,0,7551,6019,2.34449094509321,"girl"
"fascinating",2,0,7551,6019,2.34449094509321,"girl"
"frail",2,0,7551,6019,2.34449094509321,"girl"
"fucking",2,0,7551,6019,2.34449094509321,"girl"
"giggle",2,0,7551,6019,2.34449094509321,"girl"
"giggling",2,0,7551,6019,2.34449094509321,"girl"
"ginger-haired",2,0,7551,6019,2.34449094509321,"girl"
"half-gipsy",2,0,7551,6019,2.34449094509321,"girl"
"hard-faced",2,0,7551,6019,2.34449094509321,"girl"
"hula",2,0,7551,6019,2.34449094509321,"girl"
"ill",2,0,7551,6019,2.34449094509321,"girl"
"impressionable",2,0,7551,6019,2.34449094509321,"girl"
"israeli",2,0,7551,6019,2.34449094509321,"girl"
"jilted",2,0,7551,6019,2.34449094509321,"girl"
"likeable",2,0,7551,6019,2.34449094509321,"girl"
"lone",2,0,7551,6019,2.34449094509321,"girl"
"lower-class",2,0,7551,6019,2.34449094509321,"girl"
"malaysian",2,0,7551,6019,2.34449094509321,"girl"
"marriageable",2,0,7551,6019,2.34449094509321,"girl"
"mini-skirted",2,0,7551,6019,2.34449094509321,"girl"
"mischievous",2,0,7551,6019,2.34449094509321,"girl"
"miserable",2,0,7551,6019,2.34449094509321,"girl"
"modest",2,0,7551,6019,2.34449094509321,"girl"
"naïve",2,0,7551,6019,2.34449094509321,"girl"
"neurotic",2,0,7551,6019,2.34449094509321,"girl"
"non-jewish",2,0,7551,6019,2.34449094509321,"girl"
"nordic",2,0,7551,6019,2.34449094509321,"girl"
"norwegian",2,0,7551,6019,2.34449094509321,"girl"
"ordinary-looking",2,0,7551,6019,2.34449094509321,"girl"
"pampered",2,0,7551,6019,2.34449094509321,"girl"
"passing",2,0,7551,6019,2.34449094509321,"girl"
"proprietary",2,0,7551,6019,2.34449094509321,"girl"
"proud",2,0,7551,6019,2.34449094509321,"girl"
"pull",2,0,7551,6019,2.34449094509321,"girl"
"raped",2,0,7551,6019,2.34449094509321,"girl"
"rat-faced",2,0,7551,6019,2.34449094509321,"girl"
"redheaded",2,0,7551,6019,2.34449094509321,"girl"
"retiring",2,0,7551,6019,2.34449094509321,"girl"
"robust",2,0,7551,6019,2.34449094509321,"girl"
"scantily-clad",2,0,7551,6019,2.34449094509321,"girl"
"scream",2,0,7551,6019,2.34449094509321,"girl"
"secondary",2,0,7551,6019,2.34449094509321,"girl"
"soft-faced",2,0,7551,6019,2.34449094509321,"girl"
"splendid",2,0,7551,6019,2.34449094509321,"girl"
"sporting",2,0,7551,6019,2.34449094509321,"girl"
"squeal",2,0,7551,6019,2.34449094509321,"girl"
"taiwanese",2,0,7551,6019,2.34449094509321,"girl"
"tartan-dressed",2,0,7551,6019,2.34449094509321,"girl"
"titty",2,0,7551,6019,2.34449094509321,"girl"
"tousled",2,0,7551,6019,2.34449094509321,"girl"
"troubled",2,0,7551,6019,2.34449094509321,"girl"
"twenty-year-old",2,0,7551,6019,2.34449094509321,"girl"
"unattractive",2,0,7551,6019,2.34449094509321,"girl"
"under-dressed",2,0,7551,6019,2.34449094509321,"girl"
"underpaid",2,0,7551,6019,2.34449094509321,"girl"
"unhappy",2,0,7551,6019,2.34449094509321,"girl"
"uniformed",2,0,7551,6019,2.34449094509321,"girl"
"upper-class",2,0,7551,6019,2.34449094509321,"girl"
"vain",2,0,7551,6019,2.34449094509321,"girl"
"vital",2,0,7551,6019,2.34449094509321,"girl"
"vivacious",2,0,7551,6019,2.34449094509321,"girl"
"watching",2,0,7551,6019,2.34449094509321,"girl"
"well-brought-up",2,0,7551,6019,2.34449094509321,"girl"
"well-groomed",2,0,7551,6019,2.34449094509321,"girl"
"well-rounded",2,0,7551,6019,2.34449094509321,"girl"
"whey-faced",2,0,7551,6019,2.34449094509321,"girl"
"wide-eyed",2,0,7551,6019,2.34449094509321,"girl"
"disabled",5,1,7548,6018,2.08090495081071,"girl"
"egyptian",5,1,7548,6018,2.08090495081071,"girl"
"foreign",5,1,7548,6018,2.08090495081071,"girl"
"jolly",5,1,7548,6018,2.08090495081071,"girl"
"lively",5,1,7548,6018,2.08090495081071,"girl"
"sensitive",5,1,7548,6018,2.08090495081071,"girl"
"fine",18,8,7535,6011,2.01486424424488,"girl"
"british",26,13,7527,6006,1.97302930841897,"girl"
"deaf",7,2,7546,6017,1.92372007658535,"girl"
"right",14,6,7539,6013,1.73473493382888,"girl"
"favourite",4,1,7549,6018,1.31110591948219,"girl"
"gorgeous",4,1,7549,6018,1.31110591948219,"girl"
"inexperienced",4,1,7549,6018,1.31110591948219,"girl"
"look",4,1,7549,6018,1.31110591948219,"girl"
"nervous",4,1,7549,6018,1.31110591948219,"girl"
"seventeen-year-old",4,1,7549,6018,1.31110591948219,"girl"
"roaring",6,2,7547,6017,1.28847238134289,"girl"
"smart",6,2,7547,6017,1.28847238134289,"girl"
"missing",16,8,7537,6011,1.21286185066655,"girl"
"'omeless",1,0,7552,6019,1.17218674382775,"girl"
"'onest",1,0,7552,6019,1.17218674382775,"girl"
"10year-old",1,0,7552,6019,1.17218674382775,"girl"
"10–15-year-old",1,0,7552,6019,1.17218674382775,"girl"
"12-strong",1,0,7552,6019,1.17218674382775,"girl"
"19year-old",1,0,7552,6019,1.17218674382775,"girl"
"2-year-old",1,0,7552,6019,1.17218674382775,"girl"
"21-year-old",1,0,7552,6019,1.17218674382775,"girl"
"23-year-old",1,0,7552,6019,1.17218674382775,"girl"
"23year-old",1,0,7552,6019,1.17218674382775,"girl"
"25-year-old",1,0,7552,6019,1.17218674382775,"girl"
"28-year-old",1,0,7552,6019,1.17218674382775,"girl"
"8-year-old",1,0,7552,6019,1.17218674382775,"girl"
"able",1,0,7552,6019,1.17218674382775,"girl"
"able-bodied",1,0,7552,6019,1.17218674382775,"girl"
"abortioned",1,0,7552,6019,1.17218674382775,"girl"
"absent-minded",1,0,7552,6019,1.17218674382775,"girl"
"acceptable",1,0,7552,6019,1.17218674382775,"girl"
"admiring",1,0,7552,6019,1.17218674382775,"girl"
"adopted",1,0,7552,6019,1.17218674382775,"girl"
"adore",1,0,7552,6019,1.17218674382775,"girl"
"afraid",1,0,7552,6019,1.17218674382775,"girl"
"alert",1,0,7552,6019,1.17218674382775,"girl"
"all-action",1,0,7552,6019,1.17218674382775,"girl"
"aloof",1,0,7552,6019,1.17218674382775,"girl"
"amazing",1,0,7552,6019,1.17218674382775,"girl"
"anaemic-looking",1,0,7552,6019,1.17218674382775,"girl"
"anglican-run",1,0,7552,6019,1.17218674382775,"girl"
"angry",1,0,7552,6019,1.17218674382775,"girl"
"appealing",1,0,7552,6019,1.17218674382775,"girl"
"approach",1,0,7552,6019,1.17218674382775,"girl"
"articulate",1,0,7552,6019,1.17218674382775,"girl"
"artless",1,0,7552,6019,1.17218674382775,"girl"
"asian-mauritian",1,0,7552,6019,1.17218674382775,"girl"
"assertive",1,0,7552,6019,1.17218674382775,"girl"
"astonished",1,0,7552,6019,1.17218674382775,"girl"
"astonishing",1,0,7552,6019,1.17218674382775,"girl"
"auburn",1,0,7552,6019,1.17218674382775,"girl"
"available",1,0,7552,6019,1.17218674382775,"girl"
"awkward-looking",1,0,7552,6019,1.17218674382775,"girl"
"baby-faced",1,0,7552,6019,1.17218674382775,"girl"
"bad-good",1,0,7552,6019,1.17218674382775,"girl"
"bad-looking",1,0,7552,6019,1.17218674382775,"girl"
"bald",1,0,7552,6019,1.17218674382775,"girl"
"bare-breasted",1,0,7552,6019,1.17218674382775,"girl"
"bashful",1,0,7552,6019,1.17218674382775,"girl"
"beastly",1,0,7552,6019,1.17218674382775,"girl"
"beaten",1,0,7552,6019,1.17218674382775,"girl"
"beautifule",1,0,7552,6019,1.17218674382775,"girl"
"beloved",1,0,7552,6019,1.17218674382775,"girl"
"bemused",1,0,7552,6019,1.17218674382775,"girl"
"best-endowed",1,0,7552,6019,1.17218674382775,"girl"
"biddable",1,0,7552,6019,1.17218674382775,"girl"
"big-breasted",1,0,7552,6019,1.17218674382775,"girl"
"big-town",1,0,7552,6019,1.17218674382775,"girl"
"bikini-clad",1,0,7552,6019,1.17218674382775,"girl"
"biranese",1,0,7552,6019,1.17218674382775,"girl"
"black-frilled",1,0,7552,6019,1.17218674382775,"girl"
"black-skinned",1,0,7552,6019,1.17218674382775,"girl"
"blank-eyed",1,0,7552,6019,1.17218674382775,"girl"
"bleeding",1,0,7552,6019,1.17218674382775,"girl"
"blonde-haired",1,0,7552,6019,1.17218674382775,"girl"
"blooming",1,0,7552,6019,1.17218674382775,"girl"
"boisterous",1,0,7552,6019,1.17218674382775,"girl"
"bouncy",1,0,7552,6019,1.17218674382775,"girl"
"breton",1,0,7552,6019,1.17218674382775,"girl"
"bridge-playing",1,0,7552,6019,1.17218674382775,"girl"
"british-born",1,0,7552,6019,1.17218674382775,"girl"
