"Word","Little","Small","c","d","GStat","Association"
"defunct",0,1,5075,1086,3.47071753576205,"small"
"demand",0,1,5075,1086,3.47071753576205,"small"
"dependent",0,1,5075,1086,3.47071753576205,"small"
"depressed",0,1,5075,1086,3.47071753576205,"small"
"derived",0,1,5075,1086,3.47071753576205,"small"
"diagnostic",0,1,5075,1086,3.47071753576205,"small"
"distinct",0,1,5075,1086,3.47071753576205,"small"
"double-sided",0,1,5075,1086,3.47071753576205,"small"
"dutch",0,1,5075,1086,3.47071753576205,"small"
"ebonised",0,1,5075,1086,3.47071753576205,"small"
"eligible",0,1,5075,1086,3.47071753576205,"small"
"enable",0,1,5075,1086,3.47071753576205,"small"
"enclose",0,1,5075,1086,3.47071753576205,"small"
"endoscopic",0,1,5075,1086,3.47071753576205,"small"
"english",0,1,5075,1086,3.47071753576205,"small"
"enhanced",0,1,5075,1086,3.47071753576205,"small"
"equivalent",0,1,5075,1086,3.47071753576205,"small"
"establish",0,1,5075,1086,3.47071753576205,"small"
"european",0,1,5075,1086,3.47071753576205,"small"
"everyday",0,1,5075,1086,3.47071753576205,"small"
"extensive",0,1,5075,1086,3.47071753576205,"small"
"external",0,1,5075,1086,3.47071753576205,"small"
"extinct",0,1,5075,1086,3.47071753576205,"small"
"face",0,1,5075,1086,3.47071753576205,"small"
"fangled",0,1,5075,1086,3.47071753576205,"small"
"fast",0,1,5075,1086,3.47071753576205,"small"
"feed",0,1,5075,1086,3.47071753576205,"small"
"female",0,1,5075,1086,3.47071753576205,"small"
"feverish",0,1,5075,1086,3.47071753576205,"small"
"fill",0,1,5075,1086,3.47071753576205,"small"
"flexible",0,1,5075,1086,3.47071753576205,"small"
"fold",0,1,5075,1086,3.47071753576205,"small"
"fortified",0,1,5075,1086,3.47071753576205,"small"
"four-figure",0,1,5075,1086,3.47071753576205,"small"
"four-ply",0,1,5075,1086,3.47071753576205,"small"
"fractious",0,1,5075,1086,3.47071753576205,"small"
"french",0,1,5075,1086,3.47071753576205,"small"
"frigging",0,1,5075,1086,3.47071753576205,"small"
"gaol",0,1,5075,1086,3.47071753576205,"small"
"gaudy",0,1,5075,1086,3.47071753576205,"small"
"generate",0,1,5075,1086,3.47071753576205,"small"
"german",0,1,5075,1086,3.47071753576205,"small"
"given",0,1,5075,1086,3.47071753576205,"small"
"hang",0,1,5075,1086,3.47071753576205,"small"
"hard-pressed",0,1,5075,1086,3.47071753576205,"small"
"hard-working",0,1,5075,1086,3.47071753576205,"small"
"hardy",0,1,5075,1086,3.47071753576205,"small"
"helped",0,1,5075,1086,3.47071753576205,"small"
"high-priced",0,1,5075,1086,3.47071753576205,"small"
"hypothetical",0,1,5075,1086,3.47071753576205,"small"
"impotent",0,1,5075,1086,3.47071753576205,"small"
"improved",0,1,5075,1086,3.47071753576205,"small"
"incomplete",0,1,5075,1086,3.47071753576205,"small"
"increasing",0,1,5075,1086,3.47071753576205,"small"
"individual/",0,1,5075,1086,3.47071753576205,"small"
"inexpendible",0,1,5075,1086,3.47071753576205,"small"
"inhabit",0,1,5075,1086,3.47071753576205,"small"
"inscribed",0,1,5075,1086,3.47071753576205,"small"
"interdependent",0,1,5075,1086,3.47071753576205,"small"
"interlocking",0,1,5075,1086,3.47071753576205,"small"
"invertebrate",0,1,5075,1086,3.47071753576205,"small"
"iranian",0,1,5075,1086,3.47071753576205,"small"
"joint",0,1,5075,1086,3.47071753576205,"small"
"jovial",0,1,5075,1086,3.47071753576205,"small"
"land-take",0,1,5075,1086,3.47071753576205,"small"
"lawyer-free",0,1,5075,1086,3.47071753576205,"small"
"leith-based",0,1,5075,1086,3.47071753576205,"small"
"lift",0,1,5075,1086,3.47071753576205,"small"
"locally-owned",0,1,5075,1086,3.47071753576205,"small"
"long-billed",0,1,5075,1086,3.47071753576205,"small"
"lose",0,1,5075,1086,3.47071753576205,"small"
"low",0,1,5075,1086,3.47071753576205,"small"
"main",0,1,5075,1086,3.47071753576205,"small"
"match",0,1,5075,1086,3.47071753576205,"small"
"medium",0,1,5075,1086,3.47071753576205,"small"
"mesozoic",0,1,5075,1086,3.47071753576205,"small"
"mid",0,1,5075,1086,3.47071753576205,"small"
"miniature",0,1,5075,1086,3.47071753576205,"small"
"misleading",0,1,5075,1086,3.47071753576205,"small"
"mitochondrial",0,1,5075,1086,3.47071753576205,"small"
"mixed",0,1,5075,1086,3.47071753576205,"small"
"modern",0,1,5075,1086,3.47071753576205,"small"
"multi-user",0,1,5075,1086,3.47071753576205,"small"
"murmuring",0,1,5075,1086,3.47071753576205,"small"
"national",0,1,5075,1086,3.47071753576205,"small"
"non-threatening",0,1,5075,1086,3.47071753576205,"small"
"observed",0,1,5075,1086,3.47071753576205,"small"
"obstructive",0,1,5075,1086,3.47071753576205,"small"
"oncoming",0,1,5075,1086,3.47071753576205,"small"
"one-off",0,1,5075,1086,3.47071753576205,"small"
"open",0,1,5075,1086,3.47071753576205,"small"
"open-ended",0,1,5075,1086,3.47071753576205,"small"
"outleaning",0,1,5075,1086,3.47071753576205,"small"
"outstanding",0,1,5075,1086,3.47071753576205,"small"
"pack",0,1,5075,1086,3.47071753576205,"small"
"paint",0,1,5075,1086,3.47071753576205,"small"
"parliamentary",0,1,5075,1086,3.47071753576205,"small"
"patch",0,1,5075,1086,3.47071753576205,"small"
"perforated",0,1,5075,1086,3.47071753576205,"small"
"permanent",0,1,5075,1086,3.47071753576205,"small"
"poker-playing",0,1,5075,1086,3.47071753576205,"small"
"poorly",0,1,5075,1086,3.47071753576205,"small"
"possess",0,1,5075,1086,3.47071753576205,"small"
"postnatal",0,1,5075,1086,3.47071753576205,"small"
"powered",0,1,5075,1086,3.47071753576205,"small"
"prepared",0,1,5075,1086,3.47071753576205,"small"
"primary",0,1,5075,1086,3.47071753576205,"small"
"prime",0,1,5075,1086,3.47071753576205,"small"
"professional",0,1,5075,1086,3.47071753576205,"small"
"profit-making",0,1,5075,1086,3.47071753576205,"small"
"progressive",0,1,5075,1086,3.47071753576205,"small"
"proposed",0,1,5075,1086,3.47071753576205,"small"
"prospective",0,1,5075,1086,3.47071753576205,"small"
"protect",0,1,5075,1086,3.47071753576205,"small"
"puffing",0,1,5075,1086,3.47071753576205,"small"
"ready",0,1,5075,1086,3.47071753576205,"small"
"receive",0,1,5075,1086,3.47071753576205,"small"
"recurrent",0,1,5075,1086,3.47071753576205,"small"
"refined",0,1,5075,1086,3.47071753576205,"small"
"relaxing",0,1,5075,1086,3.47071753576205,"small"
"relieving",0,1,5075,1086,3.47071753576205,"small"
"remain",0,1,5075,1086,3.47071753576205,"small"
"repeat",0,1,5075,1086,3.47071753576205,"small"
"repeated",0,1,5075,1086,3.47071753576205,"small"
"representative",0,1,5075,1086,3.47071753576205,"small"
"reputable",0,1,5075,1086,3.47071753576205,"small"
"retired",0,1,5075,1086,3.47071753576205,"small"
"returning",0,1,5075,1086,3.47071753576205,"small"
"rob",0,1,5075,1086,3.47071753576205,"small"
"robust",0,1,5075,1086,3.47071753576205,"small"
"routine",0,1,5075,1086,3.47071753576205,"small"
"run",0,1,5075,1086,3.47071753576205,"small"
"rural",0,1,5075,1086,3.47071753576205,"small"
"save",0,1,5075,1086,3.47071753576205,"small"
"scatter",0,1,5075,1086,3.47071753576205,"small"
"scottish",0,1,5075,1086,3.47071753576205,"small"
"scrupulous",0,1,5075,1086,3.47071753576205,"small"
"seem",0,1,5075,1086,3.47071753576205,"small"
"selective",0,1,5075,1086,3.47071753576205,"small"
"self-defined",0,1,5075,1086,3.47071753576205,"small"
"self-employed",0,1,5075,1086,3.47071753576205,"small"
"semidominant",0,1,5075,1086,3.47071753576205,"small"
"shamefaced",0,1,5075,1086,3.47071753576205,"small"
"shapely",0,1,5075,1086,3.47071753576205,"small"
"shift",0,1,5075,1086,3.47071753576205,"small"
"shoaling",0,1,5075,1086,3.47071753576205,"small"
"sickbed",0,1,5075,1086,3.47071753576205,"small"
"smooth",0,1,5075,1086,3.47071753576205,"small"
"sophisticated",0,1,5075,1086,3.47071753576205,"small"
"speak",0,1,5075,1086,3.47071753576205,"small"
"spirited",0,1,5075,1086,3.47071753576205,"small"
"split",0,1,5075,1086,3.47071753576205,"small"
"spontaneous",0,1,5075,1086,3.47071753576205,"small"
"sporadic",0,1,5075,1086,3.47071753576205,"small"
"sport",0,1,5075,1086,3.47071753576205,"small"
"spread",0,1,5075,1086,3.47071753576205,"small"
"staid",0,1,5075,1086,3.47071753576205,"small"
"stand",0,1,5075,1086,3.47071753576205,"small"
"stark",0,1,5075,1086,3.47071753576205,"small"
"statutory",0,1,5075,1086,3.47071753576205,"small"
"stay",0,1,5075,1086,3.47071753576205,"small"
"strangling",0,1,5075,1086,3.47071753576205,"small"
"stressed",0,1,5075,1086,3.47071753576205,"small"
"struggling",0,1,5075,1086,3.47071753576205,"small"
"successive",0,1,5075,1086,3.47071753576205,"small"
"suffering",0,1,5075,1086,3.47071753576205,"small"
"sufficient",0,1,5075,1086,3.47071753576205,"small"
"suitable",0,1,5075,1086,3.47071753576205,"small"
"summed",0,1,5075,1086,3.47071753576205,"small"
"support",0,1,5075,1086,3.47071753576205,"small"
"supporting",0,1,5075,1086,3.47071753576205,"small"
"surrounding",0,1,5075,1086,3.47071753576205,"small"
"tax",0,1,5075,1086,3.47071753576205,"small"
"tell-tale",0,1,5075,1086,3.47071753576205,"small"
"then",0,1,5075,1086,3.47071753576205,"small"
"threaten",0,1,5075,1086,3.47071753576205,"small"
"tortured",0,1,5075,1086,3.47071753576205,"small"
"transplant",0,1,5075,1086,3.47071753576205,"small"
"ultimate",0,1,5075,1086,3.47071753576205,"small"
"undescribed",0,1,5075,1086,3.47071753576205,"small"
"unified",0,1,5075,1086,3.47071753576205,"small"
"unmistakable",0,1,5075,1086,3.47071753576205,"small"
"unrecognisable",0,1,5075,1086,3.47071753576205,"small"
"unspecified",0,1,5075,1086,3.47071753576205,"small"
"unwanted",0,1,5075,1086,3.47071753576205,"small"
"useless",0,1,5075,1086,3.47071753576205,"small"
"wanting",0,1,5075,1086,3.47071753576205,"small"
"well-defined",0,1,5075,1086,3.47071753576205,"small"
"wheeled",0,1,5075,1086,3.47071753576205,"small"
"working",0,1,5075,1086,3.47071753576205,"small"
"worldwide",0,1,5075,1086,3.47071753576205,"small"
"woven",0,1,5075,1086,3.47071753576205,"small"
"fine",5,4,5070,1083,3.46179244935339,"small"
"attractive",16,8,5059,1079,3.43331392715547,"small"
"particular",3,3,5072,1084,3.26077872570937,"small"
"sudden",3,3,5072,1084,3.26077872570937,"small"
"regular",4,3,5071,1084,2.40525014620618,"small"
"enterprising",2,2,5073,1085,2.17291449573211,"small"
"ideal",2,2,5073,1085,2.17291449573211,"small"
"late",2,2,5073,1085,2.17291449573211,"small"
"old",2,2,5073,1085,2.17291449573211,"small"
"unusual",2,2,5073,1085,2.17291449573211,"small"
"whole",2,2,5073,1085,2.17291449573211,"small"
"extra",8,4,5067,1083,1.71266704922308,"small"
"easy",3,2,5072,1085,1.37564938774966,"small"
"final",3,2,5072,1085,1.37564938774966,"small"
"great",13,5,5062,1082,1.12915559510244,"small"
"bulky",1,1,5074,1086,1.08598870491238,"small"
"cautious",1,1,5074,1086,1.08598870491238,"small"
"clean",1,1,5074,1086,1.08598870491238,"small"
"complete",1,1,5074,1086,1.08598870491238,"small"
"delectable",1,1,5074,1086,1.08598870491238,"small"
"drive",1,1,5074,1086,1.08598870491238,"small"
"early",1,1,5074,1086,1.08598870491238,"small"
"engaging",1,1,5074,1086,1.08598870491238,"small"
"firm",1,1,5074,1086,1.08598870491238,"small"
"fledgling",1,1,5074,1086,1.08598870491238,"small"
"fleeing",1,1,5074,1086,1.08598870491238,"small"
"formal",1,1,5074,1086,1.08598870491238,"small"
"idyllic",1,1,5074,1086,1.08598870491238,"small"
"impenetrable",1,1,5074,1086,1.08598870491238,"small"
"informal",1,1,5074,1086,1.08598870491238,"small"
"intermittent",1,1,5074,1086,1.08598870491238,"small"
"magical",1,1,5074,1086,1.08598870491238,"small"
"massive",1,1,5074,1086,1.08598870491238,"small"
"mere",1,1,5074,1086,1.08598870491238,"small"
"overall",1,1,5074,1086,1.08598870491238,"small"
"potty",1,1,5074,1086,1.08598870491238,"small"
"reveal",1,1,5074,1086,1.08598870491238,"small"
"seductive",1,1,5074,1086,1.08598870491238,"small"
"solemn-faced",1,1,5074,1086,1.08598870491238,"small"
"stimulating",1,1,5074,1086,1.08598870491238,"small"
"top",1,1,5074,1086,1.08598870491238,"small"
"treacherous",1,1,5074,1086,1.08598870491238,"small"
"trusting",1,1,5074,1086,1.08598870491238,"small"
"used",1,1,5074,1086,1.08598870491238,"small"
"weary",1,1,5074,1086,1.08598870491238,"small"
"year-old",1,1,5074,1086,1.08598870491238,"small"
"yellow",1,1,5074,1086,1.08598870491238,"small"
"excellent",5,2,5070,1085,0.505548542637192,"small"
"exquisite",5,2,5070,1085,0.505548542637192,"small"
"affected",2,1,5073,1086,0.427421799791776,"small"
"colourful",2,1,5073,1086,0.427421799791776,"small"
"devoted",2,1,5073,1086,0.427421799791776,"small"
"effective",2,1,5073,1086,0.427421799791776,"small"
"empty",2,1,5073,1086,0.427421799791776,"small"
"endless",2,1,5073,1086,0.427421799791776,"small"
"intense",2,1,5073,1086,0.427421799791776,"small"
"nearby",2,1,5073,1086,0.427421799791776,"small"
"significant",2,1,5073,1086,0.427421799791776,"small"
"traditional",2,1,5073,1086,0.427421799791776,"small"
"trivial",2,1,5073,1086,0.427421799791776,"small"
"worried",2,1,5073,1086,0.427421799791776,"small"
"special",8,2,5067,1085,0.0371309989692937,"small"
"interesting",17,4,5058,1083,0.0281481889378389,"small"
"real",6,2,5069,1085,0.271843126287338,"small"
"elegant",9,2,5066,1085,0.00220600472917548,"small"
"give",4,1,5071,1086,0.0185499119821753,"small"
"important",4,1,5071,1086,0.0185499119821753,"small"
"light",4,1,5071,1086,0.0185499119821753,"small"
"narrow",4,1,5071,1086,0.0185499119821753,"small"
"soft",4,1,5071,1086,0.0185499119821753,"small"
"different",3,1,5072,1086,0.135824551012376,"small"
"excited",3,1,5072,1086,0.135824551012376,"small"
"expensive",3,1,5072,1086,0.135824551012376,"small"
"famous",3,1,5072,1086,0.135824551012376,"small"
"nagging",3,1,5072,1086,0.135824551012376,"small"
"remote",3,1,5072,1086,0.135824551012376,"small"
"white",3,1,5072,1086,0.135824551012376,"small"
"comfortable",7,2,5068,1085,0.122446077773198,"small"
"picturesque",7,2,5068,1085,0.122446077773198,"small"
"nice",356,4,4719,1083,112.245822605119,"little"
"poor",248,0,4827,1087,98.4646896279873,"little"
"pretty",119,0,4956,1087,46.689178382342,"little"
"tiny",95,0,4980,1087,37.1915455741194,"little"
"nasty",60,0,5015,1087,23.4150253761548,"little"
"funny",67,1,5008,1086,19.187945266749,"little"
"dear",47,0,5028,1087,18.3202567217057,"little"
"sweet",42,0,5033,1087,16.3639152525722,"little"
"silly",59,1,5016,1086,16.3022395509113,"little"
"lovely",92,5,4983,1082,13.8350952209413,"little"
"tight",33,0,5042,1087,12.846945001095,"little"
"dirty",31,0,5044,1087,12.0661705652075,"little"
"neat",57,2,5018,1085,11.6750336724311,"little"
"strange",28,0,5047,1087,10.8955360952837,"little"
"cosy",26,0,5049,1087,10.1154642751384,"little"
"tough",25,0,5050,1087,9.72553363694248,"little"
"sad",38,1,5037,1086,8.95719709466778,"little"
"hard",23,0,5052,1087,8.94588277765997,"little"
"little",23,0,5052,1087,8.94588277765997,"little"
"fat",22,0,5053,1087,8.55616250595978,"little"
"brave",21,0,5054,1087,8.16651230583541,"little"
"cute",20,0,5055,1087,7.77693215201324,"little"
"bright",19,0,5056,1087,7.38742201923345,"little"
"clever",19,0,5056,1087,7.38742201923345,"little"
"pathetic",18,0,5057,1087,6.99798188225173,"little"
"proper",18,0,5057,1087,6.99798188225173,"little"
"stiff",18,0,5057,1087,6.99798188225173,"little"
"quiet",31,1,5044,1086,6.62690911643061,"little"
"poky",17,0,5058,1087,6.60861171583468,"little"
"stupid",29,1,5046,1086,5.97827458866354,"little"
"innocent",15,0,5060,1087,5.83008119384153,"little"
"sleepy",15,0,5060,1087,5.83008119384153,"little"
"wry",15,0,5060,1087,5.83008119384153,"little"
"cheap",14,0,5061,1087,5.44092078787048,"little"
"skinny",14,0,5061,1087,5.44092078787048,"little"
"grubby",13,0,5062,1087,5.05183025167401,"little"
"hot",13,0,5062,1087,5.05183025167401,"little"
"modest",13,0,5062,1087,5.05183025167401,"little"
"rotten",13,0,5062,1087,5.05183025167401,"little"
"shy",13,0,5062,1087,5.05183025167401,"little"
"thin",13,0,5062,1087,5.05183025167401,"little"
"frightened",12,0,5063,1087,4.66280956009145,"little"
"dry",11,0,5064,1087,4.27385868797031,"little"
"naughty",11,0,5064,1087,4.27385868797031,"little"
"plump",11,0,5064,1087,4.27385868797031,"little"
"curious",10,0,5065,1087,3.88497761017584,"little"
"helpless",10,0,5065,1087,3.88497761017584,"little"
"horrible",10,0,5065,1087,3.88497761017584,"little"
"cheeky",22,1,5053,1086,3.79286015917595,"little"
"sharp",30,2,5045,1085,3.63664978882943,"little"
"cocky",9,0,5066,1087,3.49616630158791,"little"
"filthy",9,0,5066,1087,3.49616630158791,"little"
"lucky",9,0,5066,1087,3.49616630158791,"little"
"plucky",9,0,5066,1087,3.49616630158791,"little"
"shaky",9,0,5066,1087,3.49616630158791,"little"
"happy",21,1,5054,1086,3.49447611354406,"little"
"odd",29,2,5046,1085,3.37829701682825,"little"
"delightful",20,1,5055,1086,3.20049576073665,"little"
"ugly",20,1,5055,1086,3.20049576073665,"little"
"bitter",8,0,5067,1087,3.1074247370935,"little"
"bleak",8,0,5067,1087,3.1074247370935,"little"
"cunning",8,0,5067,1087,3.1074247370935,"little"
"delicate",8,0,5067,1087,3.1074247370935,"little"
"determined",8,0,5067,1087,3.1074247370935,"little"
"gentle",8,0,5067,1087,3.1074247370935,"little"
"greedy",8,0,5067,1087,3.1074247370935,"little"
"grim",8,0,5067,1087,3.1074247370935,"little"
"grotty",8,0,5067,1087,3.1074247370935,"little"
"handsome",8,0,5067,1087,3.1074247370935,"little"
"lively",8,0,5067,1087,3.1074247370935,"little"
"mocking",8,0,5067,1087,3.1074247370935,"little"
"quick",8,0,5067,1087,3.1074247370935,"little"
"smug",8,0,5067,1087,3.1074247370935,"little"
"snug",8,0,5067,1087,3.1074247370935,"little"
"vicious",8,0,5067,1087,3.1074247370935,"little"
"wicked",8,0,5067,1087,3.1074247370935,"little"
"right",19,1,5056,1086,2.91135296317984,"little"
"amusing",7,0,5068,1087,2.71875289160124,"little"
"awful",7,0,5068,1087,2.71875289160124,"little"
"cold",7,0,5068,1087,2.71875289160124,"little"
"dreary",7,0,5068,1087,2.71875289160124,"little"
"dull",7,0,5068,1087,2.71875289160124,"little"
"ghastly",7,0,5068,1087,2.71875289160124,"little"
"grand",7,0,5068,1087,2.71875289160124,"little"
"handy",7,0,5068,1087,2.71875289160124,"little"
"harmless",7,0,5068,1087,2.71875289160124,"little"
"horrid",7,0,5068,1087,2.71875289160124,"little"
"mad",7,0,5068,1087,2.71875289160124,"little"
"nifty",7,0,5068,1087,2.71875289160124,"little"
"niggling",7,0,5068,1087,2.71875289160124,"little"
"seedy",7,0,5068,1087,2.71875289160124,"little"
"sordid",7,0,5068,1087,2.71875289160124,"little"
"tender",7,0,5068,1087,2.71875289160124,"little"
"cheerful",6,0,5069,1087,2.33015074002591,"little"
"dainty",6,0,5069,1087,2.33015074002591,"little"
"decent",6,0,5069,1087,2.33015074002591,"little"
"delicious",6,0,5069,1087,2.33015074002591,"little"
"fetching",6,0,5069,1087,2.33015074002591,"little"
"fiddly",6,0,5069,1087,2.33015074002591,"little"
"mean",6,0,5069,1087,2.33015074002591,"little"
"mysterious",6,0,5069,1087,2.33015074002591,"little"
"nippy",6,0,5069,1087,2.33015074002591,"little"
"obscure",6,0,5069,1087,2.33015074002591,"little"
"petty",6,0,5069,1087,2.33015074002591,"little"
"plain",6,0,5069,1087,2.33015074002591,"little"
"pleasing",6,0,5069,1087,2.33015074002591,"little"
"puny",6,0,5069,1087,2.33015074002591,"little"
"scruffy",6,0,5069,1087,2.33015074002591,"little"
"shabby",6,0,5069,1087,2.33015074002591,"little"
"smart",6,0,5069,1087,2.33015074002591,"little"
"solid",6,0,5069,1087,2.33015074002591,"little"
"stocky",6,0,5069,1087,2.33015074002591,"little"
"tired",6,0,5069,1087,2.33015074002591,"little"
"unhappy",6,0,5069,1087,2.33015074002591,"little"
"wiry",6,0,5069,1087,2.33015074002591,"little"
"wizened",6,0,5069,1087,2.33015074002591,"little"
"friendly",16,1,5059,1086,2.07841414883154,"little"
"pleasant",16,1,5059,1086,2.07841414883154,"little"
"awkward",5,0,5070,1087,1.94161825730181,"little"
"bloody",5,0,5070,1087,1.94161825730181,"little"
"brief",5,0,5070,1087,1.94161825730181,"little"
"brilliant",5,0,5070,1087,1.94161825730181,"little"
"cramped",5,0,5070,1087,1.94161825730181,"little"
"daft",5,0,5070,1087,1.94161825730181,"little"
"devious",5,0,5070,1087,1.94161825730181,"little"
"discreet",5,0,5070,1087,1.94161825730181,"little"
"drab",5,0,5070,1087,1.94161825730181,"little"
"dreadful",5,0,5070,1087,1.94161825730181,"little"
"evil",5,0,5070,1087,1.94161825730181,"little"
"fierce",5,0,5070,1087,1.94161825730181,"little"
"foul",5,0,5070,1087,1.94161825730181,"little"
"healthy",5,0,5070,1087,1.94161825730181,"little"
"humble",5,0,5070,1087,1.94161825730181,"little"
"hungry",5,0,5070,1087,1.94161825730181,"little"
"intriguing",5,0,5070,1087,1.94161825730181,"little"
"irritating",5,0,5070,1087,1.94161825730181,"little"
"jolly",5,0,5070,1087,1.94161825730181,"little"
"pale",5,0,5070,1087,1.94161825730181,"little"
"pert",5,0,5070,1087,1.94161825730181,"little"
"piddling",5,0,5070,1087,1.94161825730181,"little"
"safe",5,0,5070,1087,1.94161825730181,"little"
"secret",5,0,5070,1087,1.94161825730181,"little"
"stout",5,0,5070,1087,1.94161825730181,"little"
"superb",5,0,5070,1087,1.94161825730181,"little"
"timid",5,0,5070,1087,1.94161825730181,"little"
